,dwv_order_make_haikou_1.order_id,dwv_order_make_haikou_1.departure_time,O_location,D_location,OD_id,matching_prob,ride_distance,detour_distance,shared_distance,ride_distance_for_taker,detour_distance_for_taker,shared_distance_for_taker,ride_distance_for_seeker,detour_distance_for_seeker,shared_distance_for_seeker,saved_distance_for_seeker,saved_distance_for_taker,origin_id,destination_id,lambda
0,17592637509350,2017-05-15 08:40:00,81.0,3694.0,152,0.9999996017172066,23824.31377189097,1289.6342662088246,5185.603008182593,24041.794747988395,1507.1152423062902,5776.832317352572,23120.89221716932,586.2127114871822,2489.3603745933688,1517.570960311897,4269.715834573502,81,3694,0.0166666666666666
1,17592640764504,2017-05-15 08:29:59,1770.0,678.0,1910,0.9682307877434994,5400.081857538116,915.52272376999,3142.0995247627584,5324.963018442845,840.4038846747281,2961.0962402088803,4908.981441428305,424.4223076601802,1411.746271730607,451.79195326541446,1243.6884191344493,1770,678,0.0166666666666666
2,17592640969331,2017-05-15 08:36:13,3300.0,3694.0,2771,0.9970816606548372,23820.23994250247,1560.336602850026,6168.261199417092,23952.579527804533,1692.676188152091,5787.497008031513,22882.551953792583,622.6486141401388,2962.174608779742,1855.8633874511368,4091.734153613905,3300,3694,0.0166666666666666
3,17592641087264,2017-05-15 08:41:51,2225.0,874.0,2245,0.9542913224170516,6333.226657956174,1241.3841406304716,3334.2999110266564,6677.014548457926,1585.172031132219,2921.9759320942944,5456.0428260074805,364.2003086817792,1717.3712782740274,856.5066956702308,1070.3818887492805,2225,874,0.0166666666666666
4,17592641550515,2017-05-15 08:58:12,823.0,1738.0,744,0.999999668082976,3602.865654536109,617.5699999781895,2828.560471081562,4143.42770744964,1158.1320528917208,2875.9170257269416,3089.2787884176687,103.983133859748,1553.2022692497503,574.8690054155257,526.9493770663589,823,1738,0.0166666666666666
5,17592640172223,2017-05-15 08:09:02,1247.0,1085.0,1281,0.9996902714679358,11745.21238907475,1524.791681182017,6276.261017071427,11879.457506074128,1659.036798181396,6236.311674919949,10607.56280519571,387.1420973029842,1999.841476715392,1518.2476570918595,4095.070652234152,1247,1085,0.0166666666666666
6,17592640242733,2017-05-15 08:14:32,1753.0,1786.0,1856,0.9999999132816892,2932.293830707388,488.0837744066304,2369.010239684895,3624.56221908165,1180.3521627808905,2268.130702071733,2687.3600667086544,243.15001040789676,1898.352576983052,498.7102158388268,356.7110694318142,1753,1786,0.0166666666666666
7,17592640458659,2017-05-15 08:16:02,1133.0,2148.0,1186,0.999999983460851,5416.293655163567,584.4933722372067,4401.357657722635,6024.210974420166,1192.4106914938038,4700.621925988496,5091.147430293035,259.3471473666774,3119.593342221492,2064.767142581184,2679.344156413983,1133,2148,0.0166666666666666
8,17592641257787,2017-05-15 08:43:48,3279.0,164.0,2676,0.9999715660684584,3105.3465911577227,369.3161772244161,1890.228228219974,3119.6504428999874,383.62002896668,1599.298714886464,2837.95660461625,101.9261906829454,775.4885651185292,169.94157051684988,300.0433366253937,3279,164,0.0166666666666666
9,17592640041085,2017-05-15 08:09:42,1048.0,1066.0,965,0.998922115360202,3495.165328006332,822.2694814286045,2200.923820396058,3688.682750257611,1015.7869036798838,2027.340804616845,2872.7238243203474,199.82797774261888,958.634660791632,185.42671129718497,-280.5771655281705,1048,1066,0.0166666666666666
