,dwv_order_make_haikou_1.order_id,dwv_order_make_haikou_1.departure_time,O_location,D_location,OD_id,matching_prob,ride_distance,detour_distance,shared_distance,ride_distance_for_taker,detour_distance_for_taker,shared_distance_for_taker,ride_distance_for_seeker,detour_distance_for_seeker,shared_distance_for_seeker,saved_distance_for_seeker,saved_distance_for_taker,origin_id,destination_id,lambda
0,17592548698549,2017-05-11 08:15:18,1784.0,1776.0,1934,0.9976502301077458,4298.853185633141,827.4840909956108,2732.014859632332,4539.099198261613,1067.7301036240829,2577.124615748725,3800.7469650534144,329.37787041588234,1529.7617827952952,649.9720047424983,867.1736017038868,1784,1776,0.0166666666666666
1,17592548720747,2017-05-11 08:14:31,1395.0,39.0,1597,0.999991056169875,4187.423156111289,556.3157926199881,3168.4583805798675,4350.14079153964,719.0334280483356,2966.548097617076,3773.5587753418818,142.45141185058057,1460.9597531858394,610.9579645762991,1601.9072846809763,1395,39,0.0166666666666666
2,17592549552283,2017-05-11 08:46:30,1304.0,3220.0,1334,0.9993730029091906,9930.064696245085,1325.1201186102912,5340.776659330316,10044.315486988437,1439.370909353641,4979.99525944185,9035.712785676693,430.7682080418973,2246.460770381714,1300.6753156122718,3105.3973539200783,1304,3220,0.0166666666666666
3,17592548588696,2017-05-11 08:05:47,3598.0,3664.0,2930,0.9651475922601904,10732.681368477452,1033.96422826935,5558.32664514711,10732.313085572578,1033.5959453644757,5281.020497469876,9873.129677258928,174.41253705082318,1166.5620292756237,803.8038041191976,3206.4317531556044,3598,3664,0.0166666666666666
4,17592549391860,2017-05-11 08:41:14,60.0,2207.0,102,0.999999999160921,7733.35222381887,1437.2632598580897,4537.475043401941,8045.404124891917,1749.3151609311506,4609.763306701483,7024.269779908716,728.1808159479365,2668.9139605474834,1321.4310098125125,2409.646949551219,60,2207,0.0166666666666666
5,17592549469433,2017-05-11 08:49:29,865.0,2209.0,827,0.9999999939038896,10006.582259464698,1376.6591964955303,4916.168372456054,10212.863321868765,1582.9402588996006,5016.164067599362,9383.03958698316,753.1165240139966,2940.230031933292,1624.1598685350016,3155.8418952671896,865,2209,0.0166666666666666
6,17592548592613,2017-05-11 08:08:36,546.0,3848.0,588,0.9977141518033998,7777.00740185401,1011.6397242018396,3942.409597193596,7917.480353601893,1152.1126759497186,4017.3318023391976,6942.023585593158,176.6559079409871,1030.8827044457669,627.37431081377,1962.42512605488,546,3848,0.0166666666666666
7,17592549005414,2017-05-11 08:25:25,1761.0,1085.0,1845,0.9997468526274036,7216.459606883815,1511.2960087584586,3943.777174065597,7579.066332699485,1873.9027345741292,4066.957882924076,6233.853475270039,528.689877144682,1811.2130451785251,751.0398354404006,1684.2133473074985,1761,1085,0.0333333333333333
8,17592549180418,2017-05-11 08:32:36,1761.0,1085.0,1845,0.9997468526274036,7216.459606883815,1511.2960087584586,3943.777174065597,7579.066332699485,1873.9027345741292,4066.957882924076,6233.853475270039,528.689877144682,1811.2130451785251,751.0398354404006,1684.2133473074985,1761,1085,0.0333333333333333
9,17592549454419,2017-05-11 08:40:59,493.0,1366.0,517,0.9999588973110692,7523.072326471321,1216.4222445680343,4628.664250370764,7785.862053890658,1479.2119719873735,4517.591686508945,6680.127199330213,373.47711742693,2054.2651982595294,1222.1758427589284,2346.857938654188,493,1366,0.0166666666666666
10,17592549553301,2017-05-11 08:53:55,478.0,37.0,477,0.9999999360997388,3908.5513154009072,814.8474334003454,2595.1914476015327,4168.337146449882,1074.6332644493125,2444.188105258443,3361.768095707939,268.06421370737746,1351.566216613251,397.68124461115326,380.9634251750583,478,37,0.0333333333333333
