,dwv_order_make_haikou_1.order_id,dwv_order_make_haikou_1.departure_time,O_location,D_location,OD_id,matching_prob,ride_distance,detour_distance,shared_distance,ride_distance_for_taker,detour_distance_for_taker,shared_distance_for_taker,ride_distance_for_seeker,detour_distance_for_seeker,shared_distance_for_seeker,saved_distance_for_seeker,saved_distance_for_taker,origin_id,destination_id,lambda
0,17592478812808,2017-05-07 08:26:14,1763.0,1304.0,1265,0.9516305269850508,9655.19492486117,1317.3029887101154,4583.983321469911,9796.573132671769,1458.681196520714,4605.881564439504,8877.238099341479,539.3461631904187,2127.533612556311,1176.1318805129968,2578.233160360577,1763,1304,0.0333333333333333
1,17592478816107,2017-05-07 08:26:55,1763.0,1304.0,1265,0.9516305269850508,9655.19492486117,1317.3029887101154,4583.983321469911,9796.573132671769,1458.681196520714,4605.881564439504,8877.238099341479,539.3461631904187,2127.533612556311,1176.1318805129968,2578.233160360577,1763,1304,0.0333333333333333
2,17592478754677,2017-05-07 08:24:35,532.0,1567.0,346,0.9991871994813928,8661.994575446639,1317.5683955623415,3604.444845303828,8867.118541054278,1522.692361169993,3386.292429509995,7914.477699228598,570.0515193443,1942.053410619592,815.7643372812148,1765.020321010416,532,1567,0.0166666666666666
3,17592478773968,2017-05-07 08:18:03,3360.0,1452.0,1959,0.8006665540671551,5958.271310467913,919.6043097517784,2755.4747576955688,6032.047267335717,993.3802666195836,2331.991567085556,5445.0710013151765,406.4040005990415,1550.7208146336109,555.2326560509879,696.7266030028629,3360,1452,0.0166666666666666
4,17592479006927,2017-05-07 08:36:06,151.0,2658.0,131,0.9995888192059036,7794.028903521535,1468.7109491204508,3969.309166232061,8069.913839225607,1744.595884824519,3859.712728872085,6893.879913313475,568.5619589123913,1977.8356418422777,917.6231342308652,1787.968299812502,151,2658,0.0166666666666666
5,17592479011083,2017-05-07 08:36:54,1763.0,1313.0,1266,0.9998152010924584,9460.482073720405,1238.3059614214328,4949.277839125512,9658.993665989674,1436.817553690694,5171.621507205871,8949.241306433696,727.0651941347245,3109.13902632427,1905.0284103426848,3308.222887763632,1763,1313,0.0166666666666666
6,17592479371176,2017-05-07 08:56:12,2227.0,1093.0,1514,0.7590545581228437,5946.105677024475,944.13742183509,2659.548894117616,5881.418245998653,879.4499908092681,2132.7476748899617,5384.561222672815,382.5929674834308,1297.7515868440155,507.08842864081447,885.0716387837199,2227,1093,0.0166666666666666
7,17592478879914,2017-05-07 08:20:21,3300.0,813.0,1918,0.9743342975743948,5786.920181326477,1080.789664601251,3179.5092282165647,5709.14033572753,1003.0098190023056,2881.394948837941,5026.31585624519,320.185339519965,994.4842974202776,319.478367538293,637.6917486892373,3300,813,0.0166666666666666
8,17592478899085,2017-05-07 08:36:20,1327.0,141.0,959,0.9979129196169512,3649.115711163037,654.0936553615127,2587.9119938629374,3910.480066408542,915.458010607018,2448.4628509999707,3203.649851761964,208.62779596044064,1396.4792951539275,486.52991849426127,151.07369728813202,1327,141,0.0333333333333333
9,17592479021557,2017-05-07 08:38:46,1327.0,141.0,959,0.9979129196169512,3649.115711163037,654.0936553615127,2587.9119938629374,3910.480066408542,915.458010607018,2448.4628509999707,3203.649851761964,208.62779596044064,1396.4792951539275,486.52991849426127,151.07369728813202,1327,141,0.0333333333333333
10,17592478862661,2017-05-07 08:33:56,1020.0,535.0,615,0.9974743847621882,7000.14825644857,1122.635995630736,3999.821589028973,7164.155008972002,1286.642748154174,3807.083132329716,6353.577026708386,476.0647658905526,2086.6639342527037,1124.4153258505362,1929.7319155561345,1020,535,0.0166666666666666
11,17592479062768,2017-05-07 08:34:29,461.0,1470.0,250,0.9932192607263148,10471.899973596854,1413.0320826184832,4115.940550347848,10687.116899796045,1628.2490088176728,3778.5418508233984,9778.80756652647,719.9396755480942,2507.5387319398324,1196.2738321406878,2142.427634821328,461,1470,0.0166666666666666
