,vehicle_id,vehicle_type,depart_time,arrival_time,O_location,D_location,p1_id,p2_id
0,86,pickup_p1,1495065609.9,1495065612.00623,608.0,1016.0,17592699671973,
1,166,pickup_p1,1495065609.9,1495065630.1915243,3216.0,866.0,17592699798384,
2,84,pickup_p1,1495065629.9,1495065757.6060908,2241.0,2230.0,17592699679145,
3,113,pickup_p1,1495065639.9,1495065640.0,1280.0,1280.0,17592699767745,
4,93,pickup_p1,1495065649.9,1495065743.9607444,1587.0,544.0,17592699803912,
5,23,pickup_p1,1495065659.9,1495065660.0,892.0,892.0,17592699689253,
6,132,pickup_p1,1495065659.9,1495065751.9929502,496.0,1180.0,17592699868986,
7,76,pickup_p1,1495065669.9,1495065697.290171,1740.0,1741.0,17592699871187,
8,88,pickup_p1,1495065669.9,1495065670.0,61.0,61.0,17592699780813,
9,133,pickup_p1,1495065669.9,1495065784.4865603,398.0,786.0,17592699871294,
10,41,pickup_p1,1495065679.9,1495065734.7065144,1508.0,1509.0,17592699807267,
11,186,pickup_p1,1495065679.9,1495065725.16451,7.0,1078.0,17592699784769,
12,186,pickup_p2,1495065699.9,1495065869.2666037,1078.0,2693.0,17592699784769,17592699873968
13,119,pickup_p1,1495065699.9,1495065700.0,3357.0,3357.0,17592699810316,
14,139,pickup_p1,1495065699.9,1495065700.0,1348.0,1348.0,17592699790929,
15,186,delivery_p1,1495065869.2666037,1495066251.5988936,2693.0,2240.0,17592699784769,17592699873968
16,186,delivery_p2,1495066251.5988936,1495066411.7917686,2240.0,2229.0,17592699784769,17592699873968
17,221,pickup_p1,1495065709.9,1495065710.0,1569.0,1569.0,17592699875254,
18,12,pickup_p1,1495065719.9,1495065819.5971048,2245.0,1131.0,17592699876739,
19,64,pickup_p1,1495065719.9,1495065833.531264,3744.0,1230.0,17592699798313,
20,91,pickup_p1,1495065719.9,1495065720.0,55.0,55.0,17592699812215,
21,114,pickup_p1,1495065719.9,1495065750.089966,194.0,185.0,17592699710229,
22,114,pickup_p2,1495065729.9,1495065806.6341257,185.0,477.0,17592699710229,17592699685601
23,1,pickup_p1,1495065729.9,1495065730.0,116.0,116.0,17592699714813,
24,114,delivery_p2,1495065806.6341257,1495066003.7153175,477.0,2388.0,17592699710229,17592699685601
25,114,delivery_p1,1495066003.7153175,1495066417.5222316,2388.0,1779.0,17592699710229,17592699685601
26,79,pickup_p1,1495065739.9,1495065859.7000155,122.0,2143.0,17592699799322,
27,199,pickup_p1,1495065739.9,1495065744.0858538,2655.0,883.0,17592699720801,
28,79,pickup_p2,1495065749.9,1495065875.4465086,2143.0,121.0,17592699799322,17592699863968
29,0,pickup_p1,1495065749.9,1495065750.0,2256.0,2256.0,17592699723413,
30,123,pickup_p1,1495065749.9,1495065866.2503743,1277.0,1555.0,17592699816682,
31,79,delivery_p1,1495065875.4465086,1495066189.2911289,121.0,487.0,17592699799322,17592699863968
32,79,delivery_p2,1495066189.2911289,1495066230.4197276,487.0,488.0,17592699799322,17592699863968
33,88,pickup_p2,1495065759.9,1495065760.0,61.0,61.0,17592699780813,17592699817640
34,139,pickup_p2,1495065759.9,1495065892.565773,1348.0,1351.0,17592699790929,17592699727273
35,153,pickup_p1,1495065759.9,1495065789.7229273,1753.0,1735.0,17592699724817,
36,88,delivery_p2,1495065760.0,1495066321.01394,61.0,2138.0,17592699780813,17592699817640
37,88,delivery_p1,1495066321.01394,1495066321.01394,2138.0,2138.0,17592699780813,17592699817640
38,139,delivery_p1,1495065892.565773,1495066631.186013,1351.0,161.0,17592699790929,17592699727273
39,139,delivery_p2,1495066631.186013,1495066910.4521356,161.0,2228.0,17592699790929,17592699727273
40,166,pickup_p2,1495065769.9,1495065845.2389908,866.0,1746.0,17592699798384,17592699816813
41,221,pickup_p2,1495065769.9,1495065824.9294524,1569.0,1246.0,17592699875254,17592699883756
42,160,pickup_p1,1495065769.9,1495065897.8436143,3297.0,64.0,17592699882686,
43,166,delivery_p1,1495065845.2389908,1495066903.1242454,1746.0,1085.0,17592699798384,17592699816813
44,166,delivery_p2,1495066903.1242454,1495068774.5813076,1085.0,3694.0,17592699798384,17592699816813
45,221,delivery_p1,1495065824.9294524,1495066242.9129093,1246.0,432.0,17592699875254,17592699883756
46,221,delivery_p2,1495066242.9129093,1495066398.0756402,432.0,1580.0,17592699875254,17592699883756
47,64,pickup_p2,1495065779.9,1495065878.93173,1230.0,1182.0,17592699798313,17592699730561
48,183,pickup_p1,1495065779.9,1495065780.0,248.0,248.0,17592699820420,
49,216,pickup_p1,1495065779.9,1495065781.8406577,840.0,844.0,17592699884779,
50,64,delivery_p2,1495065878.93173,1495066180.0889852,1182.0,176.0,17592699798313,17592699730561
51,64,delivery_p1,1495066180.0889852,1495067177.9170818,176.0,1085.0,17592699798313,17592699730561
52,153,pickup_p2,1495065789.9,1495065790.0,1735.0,1735.0,17592699724817,17592699738493
53,63,pickup_p1,1495065789.9,1495065790.0,1351.0,1351.0,17592699885688,
54,163,pickup_p1,1495065789.9,1495065790.0,2679.0,2679.0,17592699827053,
55,153,delivery_p2,1495065790.0,1495066524.0672653,1735.0,479.0,17592699724817,17592699738493
56,153,delivery_p1,1495066524.0672653,1495066524.0672653,479.0,479.0,17592699724817,17592699738493
57,23,pickup_p2,1495065799.9,1495065803.354152,892.0,1753.0,17592699689253,17592699822248
58,199,pickup_p2,1495065799.9,1495065907.3886619,883.0,2241.0,17592699720801,17592699740441
59,73,pickup_p1,1495065799.9,1495065800.0,878.0,878.0,17592699741709,
60,77,pickup_p1,1495065799.9,1495065925.876102,19.0,3390.0,17592699692561,
61,23,delivery_p1,1495065803.354152,1495066193.5558364,1753.0,38.0,17592699689253,17592699822248
62,23,delivery_p2,1495066193.5558364,1495066633.9208093,38.0,449.0,17592699689253,17592699822248
63,199,delivery_p1,1495065907.3886619,1495066540.1402915,2241.0,1772.0,17592699720801,17592699740441
64,199,delivery_p2,1495066540.1402915,1495067370.0839698,1772.0,1198.0,17592699720801,17592699740441
65,192,pickup_p1,1495065809.9,1495065857.6658082,2653.0,1340.0,17592699945360,
66,86,pickup_p2,1495065819.9,1495065828.2606845,1016.0,1015.0,17592699671973,17592699889988
67,86,delivery_p1,1495065828.2606845,1495066365.2709541,1015.0,2159.0,17592699671973,17592699889988
68,86,delivery_p2,1495066365.2709541,1495066424.1090152,2159.0,2158.0,17592699671973,17592699889988
69,133,pickup_p2,1495065829.9,1495065858.5749977,786.0,785.0,17592699871294,17592699890478
70,213,pickup_p1,1495065829.9,1495065951.8194501,884.0,2390.0,17592699946892,
71,133,delivery_p2,1495065858.5749977,1495066208.0618877,785.0,195.0,17592699871294,17592699890478
72,133,delivery_p1,1495066208.0618877,1495066871.6103919,195.0,2222.0,17592699871294,17592699890478
73,18,pickup_p1,1495065839.9,1495065871.649769,2193.0,2195.0,17592699827535,
74,102,pickup_p1,1495065839.9,1495065840.0,2133.0,2133.0,17592699827023,
75,147,pickup_p1,1495065839.9,1495065840.0,1375.0,1375.0,17592699892036,
76,93,pickup_p2,1495065849.9,1495065937.8603842,544.0,2658.0,17592699803912,17592700045516
77,93,delivery_p2,1495065937.8603842,1495066587.953834,2658.0,1309.0,17592699803912,17592700045516
78,93,delivery_p1,1495066587.953834,1495067257.9794104,1309.0,81.0,17592699803912,17592700045516
79,75,pickup_p1,1495065859.9,1495066143.3060975,1535.0,2369.0,17592699894446,
80,22,pickup_p1,1495065869.9,1495065995.266682,485.0,1066.0,17592699951842,
81,57,pickup_p1,1495065879.9,1495066041.5492406,535.0,1582.0,17592699896866,
82,205,pickup_p1,1495065879.9,1495065941.9529557,58.0,3300.0,17592700048714,
83,97,pickup_p1,1495065889.9,1495065956.392552,1227.0,2635.0,17592699898535,
84,169,pickup_p1,1495065899.9,1495065900.0,3508.0,3508.0,17592699899234,
85,85,pickup_p1,1495065919.9,1495066025.662357,82.0,288.0,17592699837007,
86,190,pickup_p1,1495065919.9,1495065920.0,3303.0,3303.0,17592700054380,
87,8,pickup_p1,1495065929.9,1495066021.4951258,961.0,962.0,17592699827349,
88,54,pickup_p1,1495065929.9,1495065945.1464252,1587.0,1586.0,17592700056011,
89,57,pickup_p2,1495065939.9,1495066007.122219,1582.0,533.0,17592699896866,17592699824841
90,52,pickup_p1,1495065939.9,1495066003.96679,1332.0,2218.0,17592699961066,
91,99,pickup_p1,1495065939.9,1495065940.0,9.0,9.0,17592700056858,
92,57,delivery_p2,1495066007.122219,1495066106.131554,533.0,1354.0,17592699896866,17592699824841
93,57,delivery_p1,1495066106.131554,1495067298.4434588,1354.0,2243.0,17592699896866,17592699824841
94,99,pickup_p2,1495065949.9,1495066183.2361803,9.0,2111.0,17592700056858,17592699810769
95,144,pickup_p1,1495065949.9,1495066078.9470627,1089.0,2244.0,17592699905178,
96,180,pickup_p1,1495065949.9,1495065950.0,630.0,630.0,17592699905239,
97,99,delivery_p2,1495066183.2361803,1495066437.5155804,2111.0,2232.0,17592700056858,17592699810769
98,99,delivery_p1,1495066437.5155804,1495066719.8672855,2232.0,3219.0,17592700056858,17592699810769
99,135,pickup_p1,1495065969.9,1495065972.6713471,469.0,141.0,17592699843646,
100,51,pickup_p1,1495065979.9,1495065980.0,77.0,77.0,17592699909140,
101,90,pickup_p1,1495065979.9,1495066074.0386896,129.0,186.0,17592699909866,
102,134,pickup_p1,1495065979.9,1495066057.0419738,189.0,1558.0,17592699966675,
103,12,pickup_p2,1495065989.9,1495066189.8206084,1131.0,9.0,17592699876739,17592700062835
104,90,pickup_p2,1495065989.9,1495066085.4286358,186.0,1308.0,17592699909866,17592700045432
105,102,pickup_p2,1495065989.9,1495066234.5857918,2133.0,1331.0,17592699827023,17592699911023
106,11,pickup_p1,1495065989.9,1495066052.7664282,1040.0,2126.0,17592699911235,
107,37,pickup_p1,1495065989.9,1495066043.1693332,843.0,3223.0,17592699967894,
108,154,pickup_p1,1495065989.9,1495066066.1221476,129.0,185.0,17592699966904,
109,12,delivery_p2,1495066189.8206084,1495066836.707129,9.0,2388.0,17592699876739,17592700062835
110,12,delivery_p1,1495066836.707129,1495067131.1516082,2388.0,178.0,17592699876739,17592700062835
111,90,delivery_p2,1495066085.4286358,1495066333.597726,1308.0,2209.0,17592699909866,17592700045432
112,90,delivery_p1,1495066333.597726,1495066707.0348735,2209.0,1048.0,17592699909866,17592700045432
113,102,delivery_p1,1495066234.5857918,1495066634.3119292,1331.0,1363.0,17592699827023,17592699911023
114,102,delivery_p2,1495066634.3119292,1495066677.26591,1363.0,1350.0,17592699827023,17592699911023
115,73,pickup_p2,1495065999.9,1495066123.2136192,878.0,1738.0,17592699741709,17592699812073
116,13,pickup_p1,1495065999.9,1495066060.603399,1350.0,1348.0,17592699855881,
117,73,delivery_p2,1495066123.2136192,1495066246.4272382,1738.0,878.0,17592699741709,17592699812073
118,73,delivery_p1,1495066246.4272382,1495067098.4355109,878.0,469.0,17592699741709,17592699812073
119,18,pickup_p2,1495066009.9,1495066104.5409381,2195.0,2666.0,17592699827535,17592699913274
120,47,pickup_p1,1495066009.9,1495066132.7103736,2388.0,185.0,17592700066131,
121,112,pickup_p1,1495066009.9,1495066083.232256,2113.0,2111.0,17592699856593,
122,167,pickup_p1,1495066009.9,1495066010.0,79.0,79.0,17592699857661,
123,18,delivery_p1,1495066104.5409381,1495066653.4682968,2666.0,469.0,17592699827535,17592699913274
124,18,delivery_p2,1495066653.4682968,1495067853.0418143,469.0,1158.0,17592699827535,17592699913274
125,160,pickup_p2,1495066019.9,1495066216.439302,64.0,461.0,17592699882686,17592699890562
126,167,pickup_p2,1495066019.9,1495066078.185963,79.0,78.0,17592699857661,17592699724077
127,205,pickup_p2,1495066019.9,1495066020.0,3300.0,3300.0,17592700048714,17592700067095
128,34,pickup_p1,1495066019.9,1495066206.2916913,1304.0,1184.0,17592700067428,
129,160,delivery_p2,1495066216.439302,1495066432.1162539,461.0,2148.0,17592699882686,17592699890562
130,160,delivery_p1,1495066432.1162539,1495066725.8905325,2148.0,487.0,17592699882686,17592699890562
131,167,delivery_p2,1495066078.185963,1495066426.0017214,78.0,3220.0,17592699857661,17592699724077
132,167,delivery_p1,1495066426.0017214,1495067232.842075,3220.0,1085.0,17592699857661,17592699724077
133,205,delivery_p1,1495066020.0,1495066456.1905344,3300.0,35.0,17592700048714,17592700067095
