,vehicle_id,vehicle_type,depart_time,arrival_time,O_location,D_location,p1_id,p2_id
0,23,pickup_p1,1493769609.9,1493769610.0,2119.0,2119.0,17592408002842,
1,94,pickup_p1,1493769609.9,1493769656.8106034,496.0,495.0,17592408147982,
2,119,pickup_p1,1493769609.9,1493769658.0781357,2143.0,161.0,17592408147934,
3,57,pickup_p1,1493769619.9,1493769658.28874,2388.0,2404.0,17592407951089,
4,174,pickup_p1,1493769619.9,1493769750.3435576,470.0,1044.0,17592408003890,
5,129,pickup_p1,1493769629.9,1493769641.644705,3440.0,3369.0,17592407956085,
6,150,pickup_p1,1493769629.9,1493769630.0,468.0,468.0,17592407955369,
7,141,pickup_p1,1493769639.9,1493769717.657538,493.0,495.0,17592408151307,
8,1,pickup_p1,1493769649.9,1493769710.1814234,376.0,3191.0,17592408102708,
9,90,pickup_p1,1493769649.9,1493769650.0,3624.0,3624.0,17592407962953,
10,67,pickup_p1,1493769659.9,1493769669.871135,1020.0,1586.0,17592408102922,
11,192,pickup_p1,1493769659.9,1493769660.0,53.0,53.0,17592408008887,
12,8,pickup_p1,1493769669.9,1493769670.0,2232.0,2232.0,17592408104986,
13,1,pickup_p2,1493769679.9,1493769680.0,3191.0,3191.0,17592408102708,17592408156827
14,64,pickup_p1,1493769679.9,1493769705.9951258,442.0,2203.0,17592407973061,
15,1,delivery_p1,1493769680.0,1493770377.9663923,3191.0,3380.0,17592408102708,17592408156827
16,1,delivery_p2,1493770377.9663923,1493770822.7666636,3380.0,1313.0,17592408102708,17592408156827
17,151,pickup_p1,1493769699.9,1493769750.3928838,3384.0,2159.0,17592407979361,
18,64,pickup_p2,1493769719.9,1493769781.0024827,2203.0,2205.0,17592407973061,17592408161372
19,30,pickup_p1,1493769719.9,1493769720.0,1331.0,1331.0,17592407984449,
20,41,pickup_p1,1493769719.9,1493769734.466466,411.0,2389.0,17592408161016,
21,91,pickup_p1,1493769719.9,1493769796.3534644,786.0,764.0,17592408015936,
22,64,delivery_p2,1493769781.0024827,1493770257.8647301,2205.0,38.0,17592407973061,17592408161372
23,64,delivery_p1,1493770257.8647301,1493770590.0077431,38.0,1773.0,17592407973061,17592408161372
24,151,pickup_p2,1493769729.9,1493769869.5432627,2159.0,19.0,17592407979361,17592407966037
25,59,pickup_p1,1493769729.9,1493769814.5054607,1519.0,1517.0,17592407988473,
26,151,delivery_p2,1493769869.5432627,1493770234.0696003,19.0,291.0,17592407979361,17592407966037
27,151,delivery_p1,1493770234.0696003,1493772354.447503,291.0,2256.0,17592407979361,17592407966037
28,150,pickup_p2,1493769739.9,1493769886.7315426,468.0,441.0,17592407955369,17592408017868
29,192,pickup_p2,1493769739.9,1493769740.0,53.0,53.0,17592408008887,17592408163564
30,153,pickup_p1,1493769739.9,1493769881.8648295,3282.0,80.0,17592408017486,
31,150,delivery_p2,1493769886.7315426,1493770225.00579,441.0,3380.0,17592407955369,17592408017868
32,150,delivery_p1,1493770225.00579,1493770383.5647953,3380.0,460.0,17592407955369,17592408017868
33,192,delivery_p1,1493769740.0,1493770305.4994204,53.0,488.0,17592408008887,17592408163564
34,192,delivery_p2,1493770305.4994204,1493770449.6916742,488.0,177.0,17592408008887,17592408163564
35,9,pickup_p1,1493769749.9,1493769816.3334482,3218.0,3300.0,17592408019446,
36,55,pickup_p1,1493769749.9,1493769751.166125,1390.0,1391.0,17592408113888,
37,144,pickup_p1,1493769749.9,1493769783.1972737,2133.0,3297.0,17592408165011,
38,47,pickup_p1,1493769759.9,1493769830.6266847,2635.0,2633.0,17592408019879,
39,49,pickup_p1,1493769759.9,1493769760.0,1784.0,1784.0,17592408002045,
40,146,pickup_p1,1493769759.9,1493769760.0,376.0,376.0,17592407999861,
41,17,pickup_p1,1493769769.9,1493769770.0,2641.0,2641.0,17592408002625,
42,30,pickup_p2,1493769799.9,1493769800.0,1331.0,1331.0,17592407984449,17592408119740
43,91,pickup_p2,1493769799.9,1493769936.3789961,764.0,1773.0,17592408015936,17592408015205
44,98,pickup_p1,1493769799.9,1493769867.2877707,823.0,824.0,17592408024448,
45,124,pickup_p1,1493769799.9,1493769804.6340477,478.0,477.0,17592408120330,
46,190,pickup_p1,1493769799.9,1493769825.0175602,1020.0,1587.0,17592408401527,
47,30,delivery_p2,1493769800.0,1493770502.6949463,1331.0,1080.0,17592407984449,17592408119740
48,30,delivery_p1,1493770502.6949463,1493771516.5153842,1080.0,2803.0,17592407984449,17592408119740
49,91,delivery_p2,1493769936.3789961,1493770327.1185756,1773.0,1782.0,17592408015936,17592408015205
50,91,delivery_p1,1493770327.1185756,1493770515.5781767,1782.0,1280.0,17592408015936,17592408015205
51,111,pickup_p1,1493769809.9,1493769810.0,3270.0,3270.0,17592408019417,
52,117,pickup_p1,1493769809.9,1493769810.0,1313.0,1313.0,17592408171739,
53,105,pickup_p1,1493769819.9,1493769834.798067,40.0,3283.0,17592408027762,
54,120,pickup_p1,1493769819.9,1493770003.781698,2233.0,2229.0,17592408173164,
55,160,pickup_p1,1493769819.9,1493769917.0697577,1736.0,878.0,17592408122796,
56,114,pickup_p1,1493769829.9,1493769882.9841332,1727.0,840.0,17592408029002,
57,157,pickup_p1,1493769839.9,1493769993.3844512,830.0,678.0,17592408029853,
58,72,pickup_p1,1493769849.9,1493769850.0,2649.0,2649.0,17592408175871,
59,47,pickup_p2,1493769859.9,1493770026.3617518,2633.0,2431.0,17592408019879,17592408112192
60,72,pickup_p2,1493769859.9,1493769911.426963,2649.0,2209.0,17592408175871,17592408023337
