,vehicle_id,vehicle_type,depart_time,arrival_time,O_location,D_location,p1_id,p2_id
0,235,pickup_p1,1494288009.9,1494288010.0,1569.0,1569.0,17592514371133,
1,171,pickup_p1,1494288019.9,1494288059.346038,3436.0,3435.0,17592514372289,
2,202,pickup_p1,1494288019.9,1494288020.0,165.0,165.0,17592514375261,
3,68,pickup_p1,1494288029.9,1494288080.6177833,2115.0,2221.0,17592514558390,
4,81,pickup_p1,1494288029.9,1494288113.421535,1019.0,2659.0,17592514507270,
5,15,pickup_p1,1494288039.9,1494288040.0,2111.0,2111.0,17592514381041,
6,169,pickup_p1,1494288039.9,1494288040.0,3190.0,3190.0,17592514508087,
7,206,pickup_p1,1494288039.9,1494288040.0,2689.0,2689.0,17592514508439,
8,9,pickup_p1,1494288049.9,1494288050.0,60.0,60.0,17592514385357,
9,11,pickup_p1,1494288049.9,1494288078.6451335,1362.0,525.0,17592514384953,
10,101,pickup_p1,1494288049.9,1494288100.983603,2218.0,2220.0,17592514414480,
11,140,pickup_p1,1494288049.9,1494288050.0,384.0,384.0,17592514560210,
12,37,pickup_p1,1494288059.9,1494288190.6076775,1740.0,3360.0,17592514561460,
13,95,pickup_p1,1494288059.9,1494288126.495382,1075.0,1078.0,17592514561695,
14,119,pickup_p1,1494288059.9,1494288087.4347446,1015.0,575.0,17592514561658,
15,235,pickup_p2,1494288069.9,1494288213.5058696,1569.0,1304.0,17592514371133,17592514562858
16,133,pickup_p1,1494288069.9,1494288070.0,134.0,134.0,17592514389837,
17,235,delivery_p1,1494288213.5058696,1494288929.233211,1304.0,2138.0,17592514371133,17592514562858
18,235,delivery_p2,1494288929.233211,1494289190.8657043,2138.0,3382.0,17592514371133,17592514562858
19,64,pickup_p1,1494288079.9,1494288102.2196712,1342.0,1313.0,17592514513467,
20,11,pickup_p2,1494288099.9,1494288214.3594499,525.0,1354.0,17592514384953,17592514507703
21,47,pickup_p1,1494288099.9,1494288100.0,997.0,997.0,17592514399357,
22,56,pickup_p1,1494288099.9,1494288108.3689036,766.0,893.0,17592514514982,
23,11,delivery_p2,1494288214.3594499,1494288478.8737032,1354.0,1311.0,17592514384953,17592514507703
24,11,delivery_p1,1494288478.8737032,1494288725.5976114,1311.0,476.0,17592514384953,17592514507703
25,37,pickup_p2,1494288109.9,1494288294.6997523,3360.0,815.0,17592514561460,17592514421188
26,169,pickup_p2,1494288109.9,1494288319.9502904,3190.0,1054.0,17592514508087,17592514381553
27,14,pickup_p1,1494288109.9,1494288110.0,1047.0,1047.0,17592514516730,
28,37,delivery_p2,1494288294.6997523,1494288730.2068925,815.0,3277.0,17592514561460,17592514421188
29,37,delivery_p1,1494288730.2068925,1494288809.7711806,3277.0,40.0,17592514561460,17592514421188
30,169,delivery_p2,1494288319.9502904,1494288487.0212502,1054.0,1048.0,17592514508087,17592514381553
31,169,delivery_p1,1494288487.0212502,1494289499.4135368,1048.0,1178.0,17592514508087,17592514381553
32,165,pickup_p1,1494288119.9,1494288125.6591675,2209.0,2210.0,17592514567983,
33,132,pickup_p1,1494288139.9,1494288140.0,376.0,376.0,17592514413321,
34,98,pickup_p1,1494288149.9,1494288150.0,1574.0,1574.0,17592514425643,
35,128,pickup_p1,1494288149.9,1494288349.1249075,1053.0,466.0,17592514418525,
36,233,pickup_p1,1494288149.9,1494288177.290171,1740.0,1741.0,17592514520672,
37,171,pickup_p2,1494288159.9,1494288255.3259182,3435.0,1020.0,17592514372289,17592514422565
38,195,pickup_p1,1494288159.9,1494288245.3606188,6.0,2111.0,17592514522348,
