,vehicle_id,vehicle_type,depart_time,arrival_time,O_location,D_location,p1_id,p2_id
0,8,pickup_p1,1494633609.9,1494633688.8251143,2206.0,476.0,17592591376395,
1,37,pickup_p1,1494633609.9,1494633610.0,3284.0,3284.0,17592591231877,
2,41,pickup_p1,1494633609.9,1494633610.0,843.0,843.0,17592591375906,
3,121,pickup_p1,1494633609.9,1494633656.095681,1315.0,1319.0,17592591230543,
4,176,pickup_p1,1494633609.9,1494633610.0,1076.0,1076.0,17592591326026,
5,248,pickup_p1,1494633609.9,1494633611.4355202,418.0,1549.0,17592591375712,
6,8,pickup_p2,1494633619.9,1494633729.654471,476.0,1331.0,17592591376395,17592591231903
7,265,pickup_p1,1494633619.9,1494633692.2142892,1020.0,1596.0,17592591230934,
8,8,delivery_p2,1494633729.654471,1494634166.1291459,1331.0,79.0,17592591376395,17592591231903
9,8,delivery_p1,1494634166.1291459,1494634730.0908275,79.0,1747.0,17592591376395,17592591231903
10,248,pickup_p2,1494633629.9,1494633852.4930246,1549.0,2358.0,17592591375712,17592591378738
11,213,pickup_p1,1494633629.9,1494633630.0,1366.0,1366.0,17592591232706,
12,279,pickup_p1,1494633629.9,1494633639.9640896,1284.0,1286.0,17592591328084,
13,248,delivery_p2,1494633852.4930246,1494634255.5904605,2358.0,487.0,17592591375712,17592591378738
14,248,delivery_p1,1494634255.5904605,1494634662.5117087,487.0,462.0,17592591375712,17592591378738
15,37,pickup_p2,1494633639.9,1494633736.3349965,3284.0,116.0,17592591231877,17592591241065
16,159,pickup_p1,1494633639.9,1494633662.1607778,1135.0,990.0,17592591243313,
17,37,delivery_p2,1494633736.3349965,1494634402.8012664,116.0,823.0,17592591231877,17592591241065
18,37,delivery_p1,1494634402.8012664,1494634978.1682796,823.0,1523.0,17592591231877,17592591241065
19,1,pickup_p1,1494633649.9,1494633650.8747919,2248.0,2249.0,17592591234604,
20,14,pickup_p1,1494633649.9,1494633650.0,1370.0,1370.0,17592591330868,
21,103,pickup_p1,1494633649.9,1494633650.9259858,1787.0,1309.0,17592591330272,
22,136,pickup_p1,1494633649.9,1494633728.80278,1572.0,1296.0,17592591234192,
23,260,pickup_p1,1494633649.9,1494633650.0,3401.0,3401.0,17592591379942,
24,303,pickup_p1,1494633649.9,1494633716.9381158,1739.0,1738.0,17592591445038,
25,105,pickup_p1,1494633659.9,1494633729.1133897,560.0,249.0,17592591382039,
26,108,pickup_p1,1494633659.9,1494633660.0,123.0,123.0,17592591381532,
27,20,pickup_p1,1494633669.9,1494633670.0,791.0,791.0,17592591236803,
28,144,pickup_p1,1494633669.9,1494633671.9614596,3363.0,3364.0,17592591332607,
29,167,pickup_p1,1494633669.9,1494633670.0,2244.0,2244.0,17592591333175,
30,168,pickup_p1,1494633669.9,1494633678.1199548,884.0,885.0,17592591450928,
31,219,pickup_p1,1494633669.9,1494633670.0,3282.0,3282.0,17592591237276,
32,4,pickup_p1,1494633679.9,1494633680.0,3404.0,3404.0,17592591447675,
33,134,pickup_p1,1494633679.9,1494633876.5398445,70.0,466.0,17592591448064,
34,166,pickup_p1,1494633679.9,1494633680.0,2635.0,2635.0,17592591384068,
35,171,pickup_p1,1494633679.9,1494633752.500573,155.0,116.0,17592591448142,
36,33,pickup_p1,1494633699.9,1494633827.7531488,1465.0,1456.0,17592591449898,
37,156,pickup_p1,1494633699.9,1494633700.6552465,1752.0,892.0,17592591386164,
38,262,pickup_p1,1494633699.9,1494633700.0,77.0,77.0,17592591240150,
39,140,pickup_p1,1494633709.9,1494633710.0,1072.0,1072.0,17592591337568,
40,199,pickup_p1,1494633709.9,1494633749.07671,3446.0,3381.0,17592591451475,
41,250,pickup_p1,1494633709.9,1494633782.500573,155.0,116.0,17592591451488,
42,77,pickup_p1,1494633719.9,1494633720.0,3262.0,3262.0,17592591338170,
43,116,pickup_p1,1494633719.9,1494633723.9678962,38.0,3283.0,17592591387892,
44,195,pickup_p1,1494633719.9,1494633810.072186,3847.0,1028.0,17592591387774,
45,257,pickup_p1,1494633719.9,1494633720.0,3360.0,3360.0,17592591338564,
46,54,pickup_p1,1494633729.9,1494633731.8883932,131.0,1321.0,17592591339188,
47,242,pickup_p1,1494633729.9,1494633731.3163936,1354.0,535.0,17592591454062,
48,275,pickup_p1,1494633729.9,1494633730.0,1051.0,1051.0,17592591243602,
49,275,pickup_p2,1494633739.9,1494633787.6239285,1051.0,1822.0,17592591243602,17592591381054
50,2,pickup_p1,1494633739.9,1494633740.0,3664.0,3664.0,17592591390259,
51,58,pickup_p1,1494633739.9,1494633766.8330615,2679.0,2678.0,17592591244367,
52,91,pickup_p1,1494633739.9,1494633798.0491207,2145.0,3381.0,17592591390111,
53,205,pickup_p1,1494633739.9,1494633740.0,2115.0,2115.0,17592591339983,
54,268,pickup_p1,1494633739.9,1494633801.7395618,924.0,914.0,17592591340852,
55,275,delivery_p2,1494633787.6239285,1494633859.6016972,1822.0,1588.0,17592591243602,17592591381054
56,275,delivery_p1,1494633859.6016972,1494634242.2363133,1588.0,2665.0,17592591243602,17592591381054
57,242,pickup_p2,1494633749.9,1494633900.2516057,535.0,1005.0,17592591454062,17592591455832
58,69,pickup_p1,1494633749.9,1494633857.9972959,1308.0,1311.0,17592591456182,
59,174,pickup_p1,1494633749.9,1494633750.0,1348.0,1348.0,17592591341718,
60,242,delivery_p2,1494633900.2516057,1494634331.0660012,1005.0,186.0,17592591454062,17592591455832
61,242,delivery_p1,1494634331.0660012,1494634435.859833,186.0,2388.0,17592591454062,17592591455832
62,260,pickup_p2,1494633759.9,1494633930.1157,3401.0,3440.0,17592591379942,17592591342832
63,265,pickup_p2,1494633759.9,1494633890.4951577,1596.0,1051.0,17592591230934,17592591457052
64,111,pickup_p1,1494633759.9,1494633760.0,3033.0,3033.0,17592591392135,
65,114,pickup_p1,1494633759.9,1494633760.0,1184.0,1184.0,17592591392376,
66,260,delivery_p2,1494633930.1157,1494634283.1097996,3440.0,866.0,17592591379942,17592591342832
67,260,delivery_p1,1494634283.1097996,1494634830.6435294,866.0,2234.0,17592591379942,17592591342832
68,265,delivery_p1,1494633890.4951577,1494634108.735312,1051.0,1069.0,17592591230934,17592591457052
69,265,delivery_p2,1494634108.735312,1494634225.0487,1069.0,1070.0,17592591230934,17592591457052
70,107,pickup_p1,1494633769.9,1494633770.0,2204.0,2204.0,17592591344300,
71,13,pickup_p1,1494633779.9,1494633800.2293491,1341.0,460.0,17592591395038,
72,45,pickup_p1,1494633779.9,1494633906.413128,1331.0,634.0,17592591344749,
73,17,pickup_p1,1494633789.9,1494633818.9942365,591.0,585.0,17592591460194,
74,181,pickup_p1,1494633789.9,1494633790.0,984.0,984.0,17592591460639,
75,176,pickup_p2,1494633799.9,1494633928.838691,1076.0,2193.0,17592591326026,17592591461400
76,163,pickup_p1,1494633799.9,1494633905.3010697,436.0,1213.0,17592591397194,
77,176,delivery_p2,1494633928.838691,1494634511.1434753,2193.0,1365.0,17592591326026,17592591461400
78,176,delivery_p1,1494634511.1434753,1494634634.8000407,1365.0,2646.0,17592591326026,17592591461400
79,121,pickup_p2,1494633809.9,1494633939.7394242,1319.0,539.0,17592591230543,17592591398474
80,25,pickup_p1,1494633809.9,1494633892.7043307,1231.0,1179.0,17592591267937,
81,179,pickup_p1,1494633809.9,1494633835.7136114,1084.0,2115.0,17592591355885,
82,121,delivery_p2,1494633939.7394242,1494634823.4864511,539.0,2227.0,17592591230543,17592591398474
83,121,delivery_p1,1494634823.4864511,1494635567.1196215,2227.0,874.0,17592591230543,17592591398474
84,25,pickup_p2,1494633819.9,1494633857.447171,1179.0,1180.0,17592591267937,17592591459042
85,80,pickup_p1,1494633819.9,1494633995.111364,1331.0,2206.0,17592591360805,
86,133,pickup_p1,1494633819.9,1494633820.0,718.0,718.0,17592591270717,
87,249,pickup_p1,1494633819.9,1494633826.4315665,417.0,418.0,17592591273393,
88,25,delivery_p2,1494633857.447171,1494633894.8943422,1180.0,1179.0,17592591267937,17592591459042
89,25,delivery_p1,1494633894.8943422,1494634311.3652153,1179.0,250.0,17592591267937,17592591459042
90,90,pickup_p1,1494633839.9,1494634003.3322573,813.0,814.0,17592591365069,
91,104,pickup_p1,1494633839.9,1494633851.5465703,1050.0,1049.0,17592591401526,
92,245,pickup_p1,1494633839.9,1494633840.0,534.0,534.0,17592591401635,
93,41,pickup_p2,1494633849.9,1494633877.5314627,843.0,844.0,17592591375906,17592591280937
94,104,pickup_p2,1494633849.9,1494634126.1414006,1049.0,144.0,17592591401526,17592591241600
95,159,pickup_p2,1494633849.9,1494633963.1078174,990.0,11.0,17592591243313,17592591402280
96,123,pickup_p1,1494633849.9,1494633881.9475086,3412.0,1782.0,17592591467779,
97,143,pickup_p1,1494633849.9,1494633850.0,1602.0,1602.0,17592591467064,
98,223,pickup_p1,1494633849.9,1494633850.0,7.0,7.0,17592591369125,
99,291,pickup_p1,1494633849.9,1494633855.2873304,1361.0,1363.0,17592591282897,
100,316,pickup_p1,1494633849.9,1494633850.0,468.0,468.0,17592591467106,
