OD_id,matching_prob,ride_distance,detour_distance,shared_distance,saved_distance,ride_distance_for_taker,detour_distance_for_taker,shared_distance_for_taker,saved_distance_for_taker,ride_distance_for_seeker,detour_distance_for_seeker,shared_distance_for_seeker,saved_distance_for_seeker
220,0.9984244652882126,2763.459134846343,687.0205798270895,1951.4921919222554,-212.12119856005938,3411.2781476595533,1334.839592640298,1919.1222428691597,-558.4390355061602,2208.4781144130247,132.03955939376957,1153.586266329279,20.058808299029607
221,0.9996693289972425,11278.817869797822,1592.7735635854237,4892.5024712812765,2540.9481551160216,11409.038617757744,1722.9943115453445,5568.878876618946,3668.853165516838,10720.304676316962,1034.260370104559,3087.3355565402862,1351.6796333602163
222,0.9696480636103919,1288.0777784654122,488.98444417552844,862.4596233692527,-1025.2880877690202,1989.528862639959,1190.4355283500752,980.7044076007279,-1201.262322927692,823.2264162984306,24.133082008546854,479.5058481335572,-556.2089870244757
223,0.9999105670803586,4785.390191040743,855.1676951101933,3240.854240796439,893.3398923123891,4989.20982215395,1058.9873262234032,3308.847490170644,708.4830941869876,4248.707279526623,318.4847835960753,1563.9674067359335,534.2885983721719
224,0.990290284712431,6882.620713700604,1441.5908063781164,2893.1582331321997,632.4053843387364,7099.791763043553,1658.7618557210644,2914.458913915582,535.4975365620031,5962.411050117391,521.3811427949018,1276.3419026556764,335.33440560251927
225,0.9989668896002262,10401.64719494454,1403.2957445265292,4824.032482407572,2878.714018747415,10720.881606005185,1722.530155587177,4776.289545124615,3001.4804226459746,9506.054047757101,507.7025973390881,2340.701684556624,1318.1577119565607
226,0.9998722304284426,6697.601446398076,1027.6603773625109,4127.659084566471,2012.7951881217143,6908.0739662850565,1238.1328972494887,4174.408327675856,2052.323552673175,6030.421765966611,360.48069693104406,1878.2394784512594,906.8811339387665
227,0.9987910964557372,16118.896809760025,1446.1182764836385,5188.035616846894,3115.5729606234304,16437.58425493191,1764.8057216555255,5092.905124186974,3283.583539351649,15286.68636118877,613.9078279123867,2786.429136358748,1567.1687954093738
228,0.9992674130610388,13554.022456449393,1342.9598141639988,5624.189404428188,3369.7364824648644,13750.292439660423,1539.2297973750228,5828.47440374183,3844.9680950639554,12871.88308153014,660.8204392447465,3041.1885469333383,1665.7647055253328
229,0.9966017195545822,21571.585487472905,1473.6495275752566,6957.555580131525,4897.64775123418,21729.705228517676,1631.7692686200503,7169.577606466495,5535.644461486579,20842.1988840507,744.2629241530454,3752.817043307061,2423.2630516551794
230,0.9999681398133715,8657.68987365323,998.9957792855054,4890.835176065601,3037.757867220685,8791.787342206942,1133.0932478392147,5038.642591424748,3349.4684241308637,8088.544727137796,429.8506327700769,2359.9587619628805,1355.3423196599697
231,0.9999120437565188,3494.7993977088277,532.7304512034775,2360.9129209844114,447.6448784652384,3669.305370177153,707.2364236718046,2201.526404855948,166.63450941951731,3136.160706910555,174.09176040520518,1244.5216815510767,363.1447307073499
232,0.9762156237990551,6367.979433024204,1287.8009038214263,2906.4571159774237,809.604230973107,6466.239650354233,1386.0611211514495,2689.8643574188095,555.6710582245963,5629.451446745323,549.2729175425441,1473.2301991170998,513.528811641562
233,0.9998988053855878,7016.190075401572,1003.5106836527104,4019.9813395177453,1992.0786108432928,7059.300986497203,1046.6215947483518,4069.5627317526732,2143.8470650573818,6439.214138714149,426.53474696528673,1776.5346336184753,810.2301044846251
234,0.9998760751933087,6614.533513422691,935.8820890887398,3889.522130525075,2104.3808160182693,6708.318792239731,1029.6673679057797,3928.7260739805047,2296.7415633486507,6052.672844680863,374.02142034691354,1745.7262523282952,851.1132162740545
235,0.9992442608330843,1619.9407942101138,349.3823160597621,1236.2517458970378,-509.5274319012997,2408.230924437866,1137.6724462875156,1197.170470955914,-850.9862142331397,1303.5356624211686,32.97718427081658,903.2992498840413,-272.8543840977273
236,0.9987358229739004,22263.1200070166,1582.9410405405,6663.020364705994,4476.5228674944565,22401.092365566656,1720.9133990905732,7006.223982572606,5284.360198604453,21542.702601471698,862.5236349956039,3730.0397121881406,2264.357475409576
237,0.9988099928293631,3701.135308504076,736.2733516342198,2454.5762160670206,189.66965987924945,3930.645404784144,965.7834479142872,2365.030910706921,-50.259365968579196,3163.0274033111655,198.16544644131014,1136.8462095884584,217.67279266857446
238,0.9917849817106579,3755.097326822643,731.5125751098067,2294.039632349796,52.30268320816341,3775.2467391188443,751.6619874060073,2053.379022659826,-317.6533041987072,3308.462398563166,284.8776468503303,1073.9289870847033,241.05116737960248
239,0.9858059644425753,2891.989775407904,681.7120579000735,1908.2748487286635,-45.61797975338178,3307.251894952062,1096.974177444231,1646.109052475653,-251.7631702582978,2370.320513440215,160.04279593238556,1125.462899112866,74.10872842245276
240,0.9596396767331882,1259.0022363046498,611.8560874971968,726.984998580445,-1137.1496202050644,1950.2179788169,1303.071830009447,813.9514401225593,-1258.1567884798665,651.620761191346,4.474612383892869,347.58992995352685,-550.7037248124996
241,0.9626594922536078,6333.140850261363,1066.3540561311954,3685.0579553768334,1544.448290307578,6509.099839612123,1242.3130454819548,3550.6736018857105,1342.8465882905743,5444.174387975623,177.38759384545583,1144.2895378841497,583.5426753125793
242,0.9999716257614867,9675.10448822147,1190.6253054708202,5146.38436149789,3222.7240394928494,10007.154921710673,1522.6757389600195,5236.077115426712,3393.479526439307,8993.57515245692,509.0959697062734,2802.7861368844115,1703.8479003324712
243,0.9949436037333429,3489.728225054159,544.3680325820808,2691.720791489183,677.9454460885092,3913.9422554332923,968.5820629612141,2616.243425956335,357.23277674433655,3032.0509758985017,86.69078342642416,1455.4857422332532,509.14476226340304
244,0.9619271459856054,5089.860062720058,906.2436395896249,3123.758795542346,1064.2225715381774,5258.630459538147,1075.0140364077165,3028.3676290230815,908.5724893709869,4379.435149394434,195.8187262640006,1122.4567311003852,463.79084678753986
