,dwv_order_make_haikou_1.order_id,dwv_order_make_haikou_1.product_id,dwv_order_make_haikou_1.city_id,dwv_order_make_haikou_1.district,dwv_order_make_haikou_1.county,dwv_order_make_haikou_1.type,dwv_order_make_haikou_1.combo_type,dwv_order_make_haikou_1.traffic_type,dwv_order_make_haikou_1.passenger_count,dwv_order_make_haikou_1.driver_product_id,dwv_order_make_haikou_1.start_dest_distance,dwv_order_make_haikou_1.arrive_time,dwv_order_make_haikou_1.departure_time,dwv_order_make_haikou_1.pre_total_fee,dwv_order_make_haikou_1.normal_time,dwv_order_make_haikou_1.bubble_trace_id,dwv_order_make_haikou_1.product_1level,dwv_order_make_haikou_1.dest_lng,dwv_order_make_haikou_1.dest_lat,dwv_order_make_haikou_1.starting_lng,dwv_order_make_haikou_1.starting_lat,dwv_order_make_haikou_1.year,dwv_order_make_haikou_1.month,dwv_order_make_haikou_1.day,O_location,D_location
451739,17592367739404,3,83,898,460108,0,0,0,0,3,7396,2017-05-01 08:26:09,2017-05-01 08:17:14,20,20.0,6445623d59067e89a419166bb5759602,3,110.3277,20.0071,110.3345,20.05,2017,5,1,430.0,3296.0
451740,17592367967318,3,83,898,460106,0,0,0,0,3,17276,2017-05-01 08:33:30,2017-05-01 08:30:22,48,32.0,64469e3b5906819e61915403e6864802,3,110.4824,19.9804,110.3413,19.9893,2017,5,1,1078.0,2332.0
451741,17592368030885,3,83,898,460106,0,0,0,0,3,5964,2017-05-01 08:46:28,2017-05-01 08:43:36,17,13.0,6446a133590684b813fd774ed14c4c02,3,110.3238,20.0131,110.3444,19.9834,2017,5,1,1085.0,3307.0
451809,17592367562860,3,83,898,460108,0,0,0,0,3,1856,2017-05-01 08:03:13,2017-05-01 07:55:53,9,4.0,6446a1355906798999592abcedd1ca02,3,110.354,20.0438,110.3651,20.035,2017,5,1,1374.0,535.0
451810,17592367717357,3,83,898,460106,0,0,0,0,3,10755,2017-05-01 08:26:51,2017-05-01 08:23:04,28,15.0,64469d3659067fe853f78a56d69e0302,3,110.3159,20.0337,110.3482,19.9783,2017,5,1,990.0,776.0
451871,17592367993931,3,83,898,460105,0,0,0,0,3,8064,2017-05-01 08:38:08,2017-05-01 08:36:05,21,19.0,64469e3c590682f54780966ecbd91202,3,110.3201,20.0303,110.2841,19.9871,2017,5,1,3215.0,3277.0
451935,17592367499683,3,83,898,460108,0,0,6,0,3,20474,2017-05-01 08:10:30,2017-05-01 07:54:06,57,32.0,6446a2315906791e0d0fa9ad10ced202,3,110.4634,19.9369,110.3536,20.0274,2017,5,1,505.0,3694.0
451937,17592368209130,3,83,898,460106,0,0,0,0,3,1804,2017-05-01 08:52:29,2017-05-01 08:50:22,9,3.0,6446a1335906864e1de67733f7f0d102,3,110.3254,20.0213,110.3312,20.028,2017,5,1,116.0,3392.0
452014,17592367939001,3,83,898,460105,0,0,0,0,3,18930,2017-05-01 08:43:38,2017-05-01 08:36:46,52,34.0,6445623d5906831d3c2d168d1c67e102,3,110.3488,19.9183,110.2688,20.0128,2017,5,1,3401.0,2697.0
452078,17592367463875,3,83,898,460106,1,0,0,0,3,6140,2017-05-01 08:10:50,2017-05-01 08:10:00,17,15.0,64469f3159067691afb199f4e59cf002,3,110.351,20.0236,110.3119,20.0045,2017,5,1,3308.0,2186.0
452079,17592367692918,3,83,898,460108,0,0,6,0,3,6623,2017-05-01 08:08:25,2017-05-01 08:05:35,17,10.0,6445533359067bce8fe275a7f91e6202,3,110.4688,19.9394,110.4395,19.9641,2017,5,1,3508.0,3843.0
452165,17592367952233,3,83,898,460108,0,0,0,0,3,4610,2017-05-01 08:41:16,2017-05-01 08:38:14,14,11.0,64469c31590683764c8680daff175f02,3,110.3269,20.0088,110.3524,20.0231,2017,5,1,2211.0,3296.0
452166,17592368087319,3,83,898,460106,0,0,0,0,3,10815,2017-05-01 08:39:49,2017-05-01 08:35:44,28,23.0,ab2122b5590682d6000018ef135342b8,3,110.3433,19.9841,110.2955,20.0271,2017,5,1,1390.0,1085.0
452224,17592367554105,3,83,898,460106,0,0,0,0,3,4747,2017-05-01 08:13:03,2017-05-01 08:07:23,12,9.0,64469f3359067c3a166a2869dd1f8302,3,110.3199,20.0639,110.3338,20.0372,2017,5,1,488.0,1569.0
452225,17592367890991,3,83,898,460106,0,0,0,0,3,10573,2017-05-01 08:33:12,2017-05-01 08:26:01,29,32.0,64469e3c590680997f3d9694d617cb02,3,110.3791,19.983,110.3022,20.0027,2017,5,1,60.0,997.0
452311,17592367821732,3,83,898,460106,0,0,0,0,3,7075,2017-05-01 08:29:15,2017-05-01 08:24:48,18,13.0,64469e3b5906804f8aab5418c5bf1e02,3,110.3202,20.0708,110.3116,20.0197,2017,5,1,3301.0,1198.0
452312,17592367923521,3,83,898,460108,0,0,0,0,3,4275,2017-05-01 08:44:17,2017-05-01 08:35:40,13,7.0,64469f34590682dc443a7a74c67d7402,3,110.3245,20.017,110.35,20.0208,2017,5,1,2206.0,1755.0
452313,17592368061874,3,83,898,460106,0,0,0,0,3,6714,2017-05-01 08:34:01,2017-05-01 08:30:15,17,19.0,64469f345906819756137a88deff7802,3,110.3644,20.0197,110.3203,20.0233,2017,5,1,38.0,438.0
452389,17592367635442,3,83,898,460107,0,0,0,0,3,13135,2017-05-01 08:20:03,2017-05-01 08:15:04,35,20.0,dde88bb559067dfb00007433a942427a,3,110.345,20.0731,110.3367,19.9994,2017,5,1,3621.0,2641.0
452390,17592367892617,3,83,898,460108,0,0,0,0,3,3074,2017-05-01 08:40:49,2017-05-01 08:33:28,9,,64469f355906825882b44480cd886902,3,110.3387,20.0271,110.3512,20.0396,2017,5,1,1348.0,1332.0
452475,17592367800890,3,83,898,460105,0,0,0,0,3,5689,2017-05-01 08:22:41,2017-05-01 08:19:53,15,14.0,64469c3159067f291a0e80ce117a8502,3,110.3218,20.0278,110.2879,20.0154,2017,5,1,3419.0,1784.0
452560,17592368170576,3,83,898,460107,0,0,0,0,3,4231,2017-05-01 08:47:42,2017-05-01 08:42:30,12,11.0,64469e3c590684763cb096899be67f02,3,110.3391,20.0049,110.3544,19.9876,2017,5,1,1067.0,3624.0
452632,17592367859852,3,83,898,460106,0,0,6,0,3,25330,2017-05-01 08:23:15,2017-05-01 08:18:40,72,38.0,0aac579c68ff7babdb01263a104a0303,3,110.4634,19.9369,110.3003,20.0217,2017,5,1,1773.0,3694.0
452633,17592368206059,3,83,898,460108,0,0,0,0,3,4894,2017-05-01 08:55:45,2017-05-01 08:49:44,14,14.0,64469f315906862769949a07c4b49502,3,110.3383,20.0545,110.3527,20.0301,2017,5,1,131.0,496.0
452705,17592367735999,3,83,898,460106,0,0,0,0,3,1657,2017-05-01 08:21:25,2017-05-01 08:16:24,9,4.0,64469f3559067e587b5e4481d109b502,3,110.3391,20.0317,110.3341,20.0402,2017,5,1,489.0,2220.0
452706,17592367863253,3,83,898,460106,0,0,0,0,3,5720,2017-05-01 08:36:44,2017-05-01 08:31:21,14,8.0,64469f33590681d91a372868f06f7502,3,110.3433,20.0334,110.3119,20.0143,2017,5,1,3303.0,480.0
452774,17592367533191,3,83,898,460106,0,0,0,0,3,10271,2017-05-01 08:07:42,2017-05-01 08:03:35,27,21.0,64469f3459067b5740da7a5dcad49302,3,110.2377,20.0367,110.3119,20.0045,2017,5,1,3308.0,2386.0
452775,17592368062027,3,83,898,460106,0,0,0,0,3,6074,2017-05-01 08:38:29,2017-05-01 08:30:17,16,17.0,c0a80167968b37311d02258c10510303,3,110.3649,20.0224,110.3367,20.0411,2017,5,1,1280.0,438.0
452833,17592367683653,3,83,898,460106,0,0,0,0,3,5761,2017-05-01 08:27:09,2017-05-01 08:20:24,15,11.0,6446a13359067f48ac37773bd3152602,3,110.33,20.0428,110.3073,20.0106,2017,5,1,3300.0,178.0
452834,17592367708878,3,83,898,460106,0,0,0,0,3,4005,2017-05-01 08:12:22,2017-05-01 08:09:41,12,10.0,706f2b5f59067cc200004848c47ab8d5,3,110.3327,20.0093,110.3114,20.0248,2017,5,1,79.0,2143.0
452919,17592368083259,3,83,898,460106,0,0,0,0,3,8466,2017-05-01 08:41:23,2017-05-01 08:34:53,21,15.0,64469f34590682ad5ce47a7da0aa5b02,3,110.3797,20.0229,110.3329,20.0323,2017,5,1,2404.0,607.0
452920,17592368198285,3,83,898,460106,0,0,0,0,3,6935,2017-05-01 08:56:37,2017-05-01 08:51:08,18,17.0,644553335906867b9d29759adc86f302,3,110.3501,20.0322,110.3346,19.9852,2017,5,1,9.0,130.0
453080,17592367522156,3,83,898,460107,0,0,6,0,3,14290,2017-05-01 08:18:18,2017-05-01 08:00:37,37,12.0,c499a9ed59067aa30000569234b27973,3,110.4634,19.9369,110.3759,20.0024,2017,5,1,1596.0,3694.0
453081,17592367574624,3,83,898,460105,0,0,0,0,3,9267,2017-05-01 08:02:26,2017-05-01 07:59:17,23,21.0,fd8fcc4ae74324278e01244c103a0303,3,110.3279,20.0283,110.3,19.9817,2017,5,1,2120.0,3412.0
453082,17592367732148,3,83,898,460108,0,0,0,0,3,4374,2017-05-01 08:18:17,2017-05-01 08:15:28,13,15.0,64469e3b59067e2031e75424d4714102,3,110.34,20.0267,110.3768,20.0265,2017,5,1,3263.0,2218.0
453083,17592368295050,3,83,898,460106,0,0,0,0,3,6351,2017-05-01 08:58:30,2017-05-01 08:54:51,16,24.0,6446a2315906875a98aca9ac038ab902,3,110.3214,19.996,110.3229,20.0271,2017,5,1,1784.0,882.0
453266,17592367793083,3,83,898,460107,0,0,6,0,3,20173,2017-05-01 08:19:28,2017-05-01 08:18:00,57,29.0,6446aa1459067eb8294328311059b402,3,110.4634,19.9369,110.337,19.9995,2017,5,1,3621.0,3694.0
453267,17592368282568,3,83,898,460107,0,0,0,0,3,12924,2017-05-01 08:54:54,2017-05-01 08:52:18,35,22.0,6445b03a590686c10fc32270aaddb302,3,110.3366,20.0697,110.3553,19.9964,2017,5,1,1070.0,1547.0
453341,17592367540877,3,83,898,460106,0,0,0,0,3,7360,2017-05-01 08:06:41,2017-05-01 08:05:32,19,18.0,5ecf4b9559067bca00005ffa6bd03f26,3,110.3407,20.0469,110.3023,20.0202,2017,5,1,3404.0,411.0
453342,17592367600528,3,83,898,460107,0,0,0,0,3,3880,2017-05-01 08:13:26,2017-05-01 08:06:16,11,8.0,6445533359067bf78bb8759efceb7a02,3,110.3433,19.9841,110.3398,20.007,2017,5,1,3446.0,1085.0
453343,17592367754785,3,83,898,460106,0,0,0,0,3,3489,2017-05-01 08:24:11,2017-05-01 08:19:17,10,8.0,64469e3b59067f04316c540ffe90cb02,3,110.3484,20.003,110.3332,20.0209,2017,5,1,2214.0,2671.0
453344,17592367804226,3,83,898,460108,0,0,6,0,3,27161,2017-05-01 08:28:18,2017-05-01 08:20:41,78,0.0,6446a23159067f56b627a9b919730502,3,110.4634,19.9369,110.3354,20.062,2017,5,1,1277.0,3694.0
453419,17592367923294,3,83,898,460108,0,0,0,0,3,9501,2017-05-01 08:40:11,2017-05-01 08:33:13,25,18.0,d30a134130a5839ede071e9310470303,3,110.3433,19.9841,110.3796,20.0258,2017,5,1,606.0,1085.0
453483,17592367991342,3,83,898,460108,0,0,0,0,3,2000,2017-05-01 08:43:03,2017-05-01 08:35:33,9,5.0,64469f31590682d494389a0ddbc7c502,3,110.34,20.0306,110.3524,20.0363,2017,5,1,539.0,2219.0
453484,17592368047846,3,83,898,460106,0,0,0,0,3,1648,2017-05-01 08:31:35,2017-05-01 08:27:06,9,4.0,6446a133590680d92eb07757ffbbdb02,3,110.3331,20.0207,110.3328,20.0318,2017,5,1,2404.0,2214.0
453559,17592368286980,3,83,898,460106,0,0,0,0,3,3508,2017-05-01 08:57:09,2017-05-01 08:53:12,11,11.0,6446a132590686f77543a049cb2f5702,3,110.3543,20.0024,110.3345,20.0085,2017,5,1,161.0,1072.0
453622,17592368111174,3,83,898,460106,0,0,0,0,3,6651,2017-05-01 08:43:13,2017-05-01 08:40:42,18,19.0,615779106c117235c803342110380303,3,110.3669,20.0009,110.3292,20.0269,2017,5,1,119.0,1051.0
453623,17592368208038,3,83,898,460106,0,0,0,0,3,4320,2017-05-01 08:54:04,2017-05-01 08:50:08,12,6.0,c0a8006467922484ac708136103a0303,3,110.3203,20.0626,110.3201,20.0293,2017,5,1,2363.0,1569.0
453757,17592367671334,3,83,898,460108,0,0,0,0,3,10157,2017-05-01 08:03:00,2017-05-01 07:59:46,26,16.0,64469e3b59067a707158541ef1cdbf02,3,110.3183,20.0312,110.3672,20.0254,2017,5,1,1370.0,3278.0
453758,17592367840966,3,83,898,460107,0,0,6,0,3,16521,2017-05-01 08:34:54,2017-05-01 08:29:12,45,26.0,12e0860c5906815200005f7f742e7fc2,3,110.4634,19.9369,110.368,20.0129,2017,5,1,2396.0,3694.0
453837,17592367629966,3,83,898,460106,0,0,0,0,3,4164,2017-05-01 08:18:29,2017-05-01 08:13:43,11,6.0,6446a13359067db718cd7750d3dd7e02,3,110.2816,20.0173,110.3009,20.0074,2017,5,1,59.0,3440.0
453838,17592367739058,3,83,898,460106,0,0,0,0,3,14129,2017-05-01 08:30:05,2017-05-01 08:17:09,38,29.0,6445623c59067e851ded8ad16a795b02,3,110.3488,19.9183,110.3356,20.031,2017,5,1,2404.0,2697.0
453839,17592367757220,3,83,898,460107,0,0,0,0,3,4001,2017-05-01 08:11:48,2017-05-01 08:09:08,12,20.0,4166d427336c68222b2395ad10490303,3,110.3732,20.0116,110.3712,19.9937,2017,5,1,1040.0,3664.0
453842,17592368348494,3,83,898,460106,0,0,0,0,3,2839,2017-05-01 08:57:58,2017-05-01 08:54:06,9,5.0,bd68b13edb16ab137911c04f10950303,3,110.3472,19.9854,110.3306,19.9878,2017,5,1,2111.0,1058.0
453912,17592367681426,3,83,898,460106,0,0,0,0,3,5564,2017-05-01 08:07:13,2017-05-01 08:02:32,15,8.0,64469f3559067b16554e4477b1c29c02,3,110.3347,20.0199,110.3317,19.9807,2017,5,1,2244.0,18.0
453983,17592367712706,3,83,898,460106,0,0,0,0,3,14077,2017-05-01 08:14:51,2017-05-01 08:10:39,38,25.0,6445b03a59067cfe951d229cdfeb8802,3,110.3488,19.9183,110.3065,20.0043,2017,5,1,1739.0,2697.0
453984,17592367887383,3,83,898,460106,0,0,0,0,3,1621,2017-05-01 08:31:00,2017-05-01 08:25:11,9,4.0,6446a1355906806676d32ad5f1ebad02,3,110.3513,20.0305,110.3444,20.0376,2017,5,1,1324.0,131.0
453985,17592368045796,3,83,898,460107,0,0,0,0,3,4729,2017-05-01 08:35:30,2017-05-01 08:26:38,13,10.0,fdafb733590680b90000347613540425,3,110.3608,20.0103,110.3425,20.0006,2017,5,1,2666.0,2400.0
454061,17592367630000,3,83,898,460108,0,0,0,0,3,1794,2017-05-01 08:17:58,2017-05-01 08:13:44,9,5.0,c0a800a63bdfae959c18bba6104c0303,3,110.337,20.0683,110.3479,20.0632,2017,5,1,417.0,1547.0
454062,17592367835836,3,83,898,460107,0,0,0,0,3,5426,2017-05-01 08:35:29,2017-05-01 08:28:02,15,12.0,6446a132590680e2bbe2a04404974102,3,110.3322,20.0289,110.3483,19.9943,2017,5,1,2193.0,2388.0
454063,17592368046717,3,83,898,460105,0,0,0,0,3,4506,2017-05-01 08:58:10,2017-05-01 08:46:35,12,8.0,6446a1335906856b1ce677410597c202,3,110.2191,19.9857,110.2047,20.0104,2017,5,1,720.0,2589.0
454145,17592367527215,3,83,898,460106,0,0,0,0,3,2399,2017-05-01 08:05:44,2017-05-01 08:01:59,9,6.0,6445533359067af645b87598e4c7ef02,3,110.3301,20.0235,110.3205,20.0295,2017,5,1,2363.0,3411.0
454146,17592367553449,3,83,898,460106,0,0,0,0,3,8050,2017-05-01 08:14:55,2017-05-01 08:07:19,19,11.0,c0a80066119c752add062c0c104e0303,3,110.3444,19.984,110.3483,19.92,2017,5,1,2697.0,1085.0
454147,17592368021505,3,83,898,460107,0,0,0,0,3,7302,2017-05-01 08:45:46,2017-05-01 08:42:57,20,17.0,64469e3c59068491358a969012039202,3,110.3409,20.0247,110.3647,19.9871,2017,5,1,3286.0,1330.0
454148,17592368124543,3,83,898,460106,0,0,0,0,3,5320,2017-05-01 08:45:12,2017-05-01 08:43:25,14,8.0,5ba1cc1e9103106a841ee94610340303,3,110.3326,20.0229,110.3388,19.9924,2017,5,1,2221.0,627.0
454208,17592367508102,3,83,898,460105,0,0,0,0,3,3229,2017-05-01 08:00:41,2017-05-01 07:56:34,9,6.0,64469c31590679b2af1980c1f51c0a02,3,110.2441,20.0138,110.2704,20.0124,2017,5,1,814.0,1504.0
454284,17592368166091,3,83,898,460107,0,0,0,0,3,9867,2017-05-01 08:45:16,2017-05-01 08:41:36,26,27.0,6446a231590684409d69a9d8d7d72302,3,110.2794,19.979,110.3507,19.9994,2017,5,1,2224.0,1099.0
454351,17592367618633,3,83,898,460105,0,0,0,0,3,3359,2017-05-01 08:14:00,2017-05-01 08:12:48,10,8.0,6446a13459067d801c93af35ef2bc002,3,110.3022,20.0246,110.2876,20.0106,2017,5,1,823.0,1772.0
454417,17592367884890,3,83,898,460106,0,0,0,0,3,7091,2017-05-01 08:28:18,2017-05-01 08:24:36,19,13.0,64469f3359068043509c284ff16b4b02,3,110.3336,19.982,110.3321,20.0286,2017,5,1,2388.0,11.0
454418,17592367973682,3,83,898,460107,0,0,0,0,3,3778,2017-05-01 08:33:59,2017-05-01 08:31:46,11,12.0,6445ae3a590681f24703a3a11b3b7002,3,110.3582,19.9905,110.3447,19.9992,2017,5,1,2666.0,1065.0
454492,17592367734738,3,83,898,460106,0,0,0,0,3,3895,2017-05-01 08:17:46,2017-05-01 08:16:05,11,9.0,6446a23159067e45415ca9c614d32402,3,110.3369,19.9974,110.3266,20.009,2017,5,1,3296.0,2693.0
454553,17592367655949,3,83,898,460108,0,0,0,0,3,8808,2017-05-01 08:21:28,2017-05-01 08:18:10,21,15.0,6445623c59067ec23a928aad686de302,3,110.4186,19.9975,110.4732,19.9825,2017,5,1,2330.0,366.0
454554,17592367795191,3,83,898,460107,0,0,0,0,3,8664,2017-05-01 08:24:15,2017-05-01 08:18:30,22,22.0,6445623d59067ed644fb1685a79a1202,3,110.3417,20.0604,110.3648,20.0112,2017,5,1,2403.0,1179.0
454555,17592367845761,3,83,898,460106,0,0,0,0,3,8230,2017-05-01 08:33:57,2017-05-01 08:30:04,22,17.0,64469c315906818caf1980c1f5a42402,3,110.3627,19.9888,110.3135,19.9978,2017,5,1,878.0,3290.0
454953,17592367879047,3,83,898,460106,0,0,0,0,3,2062,2017-05-01 08:24:51,2017-05-01 08:23:15,9,6.0,e4bc537106fd3f9ba606fd4f102f0303,3,110.3391,20.0234,110.3321,20.0108,2017,5,1,2143.0,631.0
454954,17592368026361,3,83,898,460107,0,0,6,0,3,18260,2017-05-01 08:44:46,2017-05-01 08:43:17,50,25.0,b433a0525906849e000022a47ac6d742,3,110.4634,19.9369,110.3415,19.9952,2017,5,1,2222.0,3694.0
455023,17592368076183,3,83,898,460106,0,0,0,0,3,6068,2017-05-01 08:36:50,2017-05-01 08:33:22,16,10.0,95dd0cfd5906825000007878613f6547,3,110.3482,20.0456,110.3233,20.0144,2017,5,1,1754.0,1788.0
455080,17592367869330,3,83,898,460106,0,0,0,0,3,4010,2017-05-01 08:24:17,2017-05-01 08:20:57,11,13.0,af51680359067f6700007dab19203f8a,3,110.3154,20.0222,110.3305,20.0333,2017,5,1,1781.0,3282.0
455081,17592368141880,3,83,898,460108,0,0,0,0,3,10961,2017-05-01 08:50:31,2017-05-01 08:46:55,29,19.0,6446aa145906857fbe8f281dec176002,3,110.3433,19.9841,110.3455,20.0488,2017,5,1,1580.0,1085.0
455227,17592367533335,3,83,898,460108,0,0,0,0,3,4501,2017-05-01 08:17:12,2017-05-01 08:03:38,13,12.0,6445623c59067b5a7c778ac37ceca202,3,110.3365,20.0405,110.3558,20.0249,2017,5,1,2209.0,1280.0
455228,17592367613046,3,83,898,460106,0,0,0,0,3,6463,2017-05-01 08:13:31,2017-05-01 08:09:29,18,17.0,6445533359067cb832d375adcb97f402,3,110.3208,20.0243,110.336,19.99,2017,5,1,7.0,3283.0
455378,17592367863512,3,83,898,460108,0,0,0,0,3,6551,2017-05-01 08:23:35,2017-05-01 08:19:33,17,8.0,c87bcda66fc3af3d311f8185102b0303,3,110.3034,20.0199,110.3431,20.0185,2017,5,1,2148.0,3404.0
455458,17592367786880,3,83,898,460106,0,0,0,0,3,8795,2017-05-01 08:22:09,2017-05-01 08:16:30,21,14.0,ff60f76b5890ba7b762d5bbe103e0303,3,110.3153,20.0552,110.324,20.0074,2017,5,1,64.0,1562.0
455459,17592367941257,3,83,898,460105,0,0,0,0,3,8500,2017-05-01 08:42:11,2017-05-01 08:36:55,23,18.0,64455333590683278fe275abca3caa02,3,110.3306,19.9952,110.2616,20.0019,2017,5,1,1454.0,2111.0
455532,17592368107282,3,83,898,460106,0,0,0,0,3,4938,2017-05-01 08:43:27,2017-05-01 08:39:54,14,14.0,e74f4e1377b80fd15030e3a610ac0303,3,110.3218,20.0192,110.3151,19.9843,2017,5,1,3863.0,168.0
455613,17592367995404,3,83,898,460107,0,0,0,0,3,8099,2017-05-01 08:40:53,2017-05-01 08:36:24,21,18.0,6446aa1459068308a3e02827e7c48102,3,110.3009,19.9792,110.3617,19.9912,2017,5,1,1069.0,1093.0
455614,17592368175006,3,83,898,460106,0,0,0,0,3,7840,2017-05-01 08:46:42,2017-05-01 08:43:25,20,16.0,bc115d74590684a800006fab8c1b951b,3,110.3631,20.0539,110.3113,20.0248,2017,5,1,79.0,249.0
455690,17592367699772,3,83,898,460108,0,0,0,0,3,5646,2017-05-01 08:11:43,2017-05-01 08:07:21,15,11.0,5121bec559067c3600003d1474e123f2,3,110.3378,20.0321,110.3265,20.0615,2017,5,1,1567.0,187.0
455691,17592367944959,3,83,898,460106,0,0,0,0,3,3941,2017-05-01 08:27:23,2017-05-01 08:25:17,11,6.0,70d338b45906806b000025de4cee0184,3,110.337,19.9994,110.3278,20.0261,2017,5,1,75.0,3621.0
455764,17592367533185,3,83,898,460105,0,0,0,0,3,4046,2017-05-01 08:07:36,2017-05-01 08:04:52,11,10.0,d626caa259067b9c0000661e7d72df46,3,110.2664,20.0194,110.29,20.0072,2017,5,1,2251.0,1468.0
455765,17592368127606,3,83,898,460108,0,0,0,0,3,5846,2017-05-01 08:48:01,2017-05-01 08:44:02,15,11.0,7f4aa12cf167a4b30b1a7ba810330303,3,110.3288,20.0211,110.3634,20.0237,2017,5,1,532.0,3405.0
455830,17592367851189,3,83,898,460106,0,0,0,0,3,1905,2017-05-01 08:34:37,2017-05-01 08:30:29,9,2.0,6446a133590681a42eb07757ffcc9d02,3,110.29299999999999,20.0252,110.2998,20.0173,2017,5,1,892.0,766.0
455831,17592368275978,3,83,898,460106,0,0,0,0,3,3573,2017-05-01 08:53:39,2017-05-01 08:50:57,10,5.0,64469f33590686701a372868f0b8f202,3,110.2903,20.0026,110.3013,20.0215,2017,5,1,1772.0,845.0
455901,17592367700996,3,83,898,460106,0,0,0,0,3,8401,2017-05-01 08:10:22,2017-05-01 08:07:40,21,14.0,c0a80166898f93874704200c10330303,3,110.3433,19.9836,110.3304,20.0356,2017,5,1,1298.0,1085.0
455902,17592368083407,3,83,898,460106,0,0,0,0,3,3406,2017-05-01 08:39:40,2017-05-01 08:34:55,10,7.0,64469e3e590682af30035ef09618c302,3,110.3306,19.9952,110.3067,20.0014,2017,5,1,1738.0,2111.0
455981,17592367923110,3,83,898,460106,0,0,0,0,3,14646,2017-05-01 08:36:12,2017-05-01 08:33:11,40,33.0,6446a132590682475833a02b19a2be02,3,110.3463,19.9163,110.3365,20.0375,2017,5,1,487.0,2697.0
456050,17592368074545,3,83,898,460108,0,0,0,0,3,4177,2017-05-01 08:54:49,2017-05-01 08:48:29,12,13.0,64469e3e590685dc21145edffbdeb902,3,110.3677,20.0392,110.3463,20.0186,2017,5,1,2159.0,1352.0
456117,17592367933347,3,83,898,460107,0,0,0,0,3,1762,2017-05-01 08:38:59,2017-05-01 08:35:22,9,6.0,6445b03a590682ca8b752296e7387302,3,110.3518,20.0231,110.3546,20.012,2017,5,1,491.0,2211.0
456118,17592368077754,3,83,898,460107,0,0,0,0,3,10594,2017-05-01 08:38:24,2017-05-01 08:33:43,27,17.0,9ae51942fd71925cef2b2821105a0303,3,110.4171,19.987000000000002,110.3502,20.0028,2017,5,1,1072.0,365.0
456194,17592367948960,3,83,898,460106,0,0,0,0,3,8720,2017-05-01 08:27:17,2017-05-01 08:26:13,22,17.0,7abf92d1590680a300001985ffa0f88f,3,110.3568,20.0385,110.3442,19.9841,2017,5,1,1085.0,1363.0
456195,17592368056923,3,83,898,460106,0,0,0,0,3,4563,2017-05-01 08:33:16,2017-05-01 08:29:09,12,8.0,6445623d5906815573f41668a2792f02,3,110.3516,20.016,110.3189,20.0211,2017,5,1,423.0,2190.0
456272,17592367876758,3,83,898,460108,0,0,0,0,3,5139,2017-05-01 08:31:47,2017-05-01 08:22:42,14,9.0,64469e3e59067fd218505ef3e5f98302,3,110.3608,20.0103,110.3738,20.0358,2017,5,1,1012.0,2400.0
456273,17592368092804,3,83,898,460106,0,0,0,0,3,3241,2017-05-01 08:39:19,2017-05-01 08:36:54,9,6.0,c0a801024987d77e4e15f76c102c0403,3,110.3302,19.9932,110.3444,19.9834,2017,5,1,1085.0,2111.0
456351,17592367516546,3,83,898,460106,0,0,0,0,3,6575,2017-05-01 08:06:30,2017-05-01 07:59:01,18,32.0,50487c9759067a060000412b0ba1397d,3,110.2834,20.0226,110.3135,19.9968,2017,5,1,878.0,794.0
456420,17592368014226,3,83,898,460105,0,0,0,0,3,7648,2017-05-01 08:43:03,2017-05-01 08:40:19,20,11.0,15b91061590683f100003e5c858e7765,3,110.281,20.0083,110.2285,20.0406,2017,5,1,1535.0,824.0
456421,17592368127354,3,83,898,460108,0,0,0,0,3,3801,2017-05-01 08:51:53,2017-05-01 08:43:59,10,9.0,6445ae3a590684cfc09fa391b720c102,3,110.334,20.0635,110.3107,20.0592,2017,5,1,1191.0,1200.0
456487,17592367424972,3,83,898,460107,0,0,0,0,3,23068,2017-05-01 08:01:51,2017-05-01 07:50:55,64,49.0,6446a1355906785f3a892ad8098ff002,3,110.4732,19.8718,110.3607,19.9964,2017,5,1,1822.0,1831.0
456488,17592367810410,3,83,898,460107,0,0,0,0,3,5100,2017-05-01 08:25:39,2017-05-01 08:22:09,14,13.0,64469c3159067fb147ab80d573907c02,3,110.383,19.9794,110.3569,19.9981,2017,5,1,1823.0,369.0
456489,17592367987105,3,83,898,460106,0,0,0,0,3,8527,2017-05-01 08:52:50,2017-05-01 08:40:38,21,16.0,64469f33590684052a0b286017ec7502,3,110.3306,19.9952,110.335,19.9598,2017,5,1,1817.0,2111.0
456556,17592367703482,3,83,898,460108,0,0,0,0,3,4304,2017-05-01 08:11:15,2017-05-01 08:08:19,12,11.0,64469d3659067c72bbe18a4ae550de02,3,110.325,20.0276,110.3445,20.0242,2017,5,1,476.0,1783.0
456557,17592367932525,3,83,898,460108,0,0,6,0,3,23763,2017-05-01 08:39:43,2017-05-01 08:36:18,66,37.0,4c0719a9590682fc000022ce8291d332,3,110.4634,19.9369,110.3415,20.0509,2017,5,1,1182.0,3694.0
456629,17592368175990,3,83,898,460106,0,0,0,0,3,6984,2017-05-01 08:48:42,2017-05-01 08:43:37,19,21.0,cd4fecff590684b700001baaf994aa60,3,110.3644,19.9954,110.3152,20.0002,2017,5,1,2226.0,1054.0
456705,17592367705678,3,83,898,460108,0,0,0,0,3,8587,2017-05-01 08:10:58,2017-05-01 08:08:52,21,15.0,0743de6559067c9000000a319d1b8d93,3,110.3446,20.0412,110.3798,20.0257,2017,5,1,606.0,1311.0
