,dwv_order_make_haikou_1.order_id,dwv_order_make_haikou_1.product_id,dwv_order_make_haikou_1.city_id,dwv_order_make_haikou_1.district,dwv_order_make_haikou_1.county,dwv_order_make_haikou_1.type,dwv_order_make_haikou_1.combo_type,dwv_order_make_haikou_1.traffic_type,dwv_order_make_haikou_1.passenger_count,dwv_order_make_haikou_1.driver_product_id,dwv_order_make_haikou_1.start_dest_distance,dwv_order_make_haikou_1.arrive_time,dwv_order_make_haikou_1.departure_time,dwv_order_make_haikou_1.pre_total_fee,dwv_order_make_haikou_1.normal_time,dwv_order_make_haikou_1.bubble_trace_id,dwv_order_make_haikou_1.product_1level,dwv_order_make_haikou_1.dest_lng,dwv_order_make_haikou_1.dest_lat,dwv_order_make_haikou_1.starting_lng,dwv_order_make_haikou_1.starting_lat,dwv_order_make_haikou_1.year,dwv_order_make_haikou_1.month,dwv_order_make_haikou_1.day,O_location,D_location
422461,17592367569051,3,83,898,460106,0,0,0,0,3,4737,2017-05-01 08:03:09,2017-05-01 07:57:41,14,12.0,6446a135590679f5b91a2ac8eefe3502,3,110.3608,20.0103,110.3433,20.0399,2017,5,1,194.0,2400.0
422462,17592368066368,3,83,898,460106,0,0,6,0,3,17703,2017-05-01 08:36:06,2017-05-01 08:31:15,49,20.0,6647594288b3eb998d1dcc35104a0303,3,110.4634,19.9369,110.3412,19.9904,2017,5,1,1078.0,3694.0
422527,17592367714348,3,83,898,460107,0,0,0,0,3,4925,2017-05-01 08:13:11,2017-05-01 08:11:03,14,9.0,6445623c59067d173a6f8aaac3431b02,3,110.3429,20.032,110.3586,20.0079,2017,5,1,2660.0,480.0
422528,17592367767705,3,83,898,460106,0,0,0,0,3,9352,2017-05-01 08:25:27,2017-05-01 08:20:19,24,17.0,6446a13559067f4077132ad9fef97e02,3,110.3432,20.0401,110.3312,19.984,2017,5,1,2245.0,194.0
422529,17592367873770,3,83,898,460106,0,0,0,0,3,5980,2017-05-01 08:23:31,2017-05-01 08:22:00,16,10.0,9230d65b59067fa6000035bc803b6ff3,3,110.2814,20.0084,110.2938,19.967,2017,5,1,3033.0,824.0
422530,17592368001913,3,83,898,460106,0,0,0,0,3,4699,2017-05-01 08:48:08,2017-05-01 08:41:38,13,9.0,644553335906843e438e75b6f8e4cf02,3,110.3755,19.9775,110.34,19.9849,2017,5,1,2692.0,995.0
422531,17592368168398,3,83,898,460108,0,0,0,0,3,8620,2017-05-01 08:46:37,2017-05-01 08:42:04,22,17.0,64469f355906845b6a31447df898cc02,3,110.3776,20.0026,110.3452,20.0273,2017,5,1,477.0,541.0
422592,17592367922222,3,83,898,460106,0,0,6,0,3,21972,2017-05-01 08:36:13,2017-05-01 08:33:00,62,39.0,a47ed3761f6136e2d102101d10350303,3,110.4634,19.9369,110.3382,20.0378,2017,5,1,487.0,3694.0
422593,17592367938366,3,83,898,460108,0,0,0,0,3,7377,2017-05-01 08:44:35,2017-05-01 08:36:26,20,11.0,64469f3459068309be397a87ee110b02,3,110.3669,20.0009,110.3539,20.0426,2017,5,1,1348.0,1051.0
422594,17592367974570,3,83,898,460106,0,0,0,0,3,8474,2017-05-01 08:40:16,2017-05-01 08:31:58,22,22.0,64469f34590681fe56137a88df05c202,3,110.2777,19.9805,110.3397,19.9849,2017,5,1,2692.0,1101.0
422595,17592368105740,3,83,898,460106,0,0,0,0,3,16017,2017-05-01 08:51:50,2017-05-01 08:39:35,46,,6446a132590683c67cf0a04325a92202,3,110.1827,20.0549,110.3093,20.0314,2017,5,1,777.0,2093.0
422596,17592368278279,3,83,898,460105,0,0,0,0,3,5392,2017-05-01 08:53:08,2017-05-01 08:51:25,14,8.0,6446aa145906868d29432831110ad602,3,110.2794,19.979,110.2813,20.0119,2017,5,1,824.0,1099.0
422654,17592364279636,1,83,898,460108,1,0,5,0,1,20826,2017-05-01 08:48:52,2017-05-01 09:10:00,75,30.0,33e8f6505905f7ed00006d2dbca8b7c6,1,110.3426,20.0236,110.4634,19.9369,2017,5,1,3694.0,1329.0
422774,17592367785049,3,83,898,460105,0,0,0,0,3,4835,2017-05-01 08:24:20,2017-05-01 08:21:42,13,19.0,6446a23159067f956298a9b5ebf3cb02,3,110.3003,19.9791,110.2823,20.0033,2017,5,1,1747.0,1093.0
422910,17592367540905,3,83,898,460107,0,0,0,0,3,6663,2017-05-01 08:08:50,2017-05-01 08:05:32,18,15.0,6445623d59067bccb62c168fff1f6702,3,110.3342,20.0311,110.3543,19.9924,2017,5,1,1070.0,2404.0
422911,17592367866812,3,83,898,460105,0,0,0,0,3,12069,2017-05-01 08:25:13,2017-05-01 08:20:21,32,19.0,6445ae3a59067f444703a3a11af38f02,3,110.2045,19.9754,110.285,20.0072,2017,5,1,823.0,2610.0
422912,17592368353150,3,83,898,460108,0,0,0,0,3,13915,2017-05-01 08:56:28,2017-05-01 08:55:03,37,28.0,64469f35590687663b144468d1f3cd02,3,110.3487,20.0159,110.4355,19.9678,2017,5,1,1138.0,3384.0
422982,17592367795174,3,83,898,460108,0,0,0,0,3,12380,2017-05-01 08:20:34,2017-05-01 08:18:30,33,17.0,c0a800657b3b7237140dd201104d0303,3,110.2886,20.0017,110.3778,20.0245,2017,5,1,3264.0,840.0
422983,17592367853816,3,83,898,460106,0,0,0,0,3,3509,2017-05-01 08:19:55,2017-05-01 08:17:13,10,5.0,64469f3159067e44223a99e8daeba802,3,110.34,20.000999999999998,110.3273,20.0295,2017,5,1,1782.0,2665.0
423108,17592367491637,3,83,898,460105,0,0,0,0,3,19706,2017-05-01 08:07:34,2017-05-01 08:01:10,56,25.0,64469d3659067ac51aea8a48dce9e702,3,110.3433,19.9841,110.2137,20.0507,2017,5,1,2369.0,1085.0
423109,17592368130334,3,83,898,460105,0,0,0,0,3,6570,2017-05-01 08:48:27,2017-05-01 08:44:35,16,8.0,64469e3c590684f3047d9666e3e4c902,3,110.2897,20.0127,110.2329,20.0046,2017,5,1,3398.0,803.0
423111,17592368453334,3,83,898,460108,0,0,0,0,3,4098,2017-05-01 08:58:29,2017-05-01 08:56:06,11,9.0,64469f34590687a63f817a73c47a7b02,3,110.4671,19.9825,110.4375,19.9668,2017,5,1,1138.0,2328.0
423170,17592367594727,3,83,898,460107,0,0,0,0,3,3981,2017-05-01 08:10:05,2017-05-01 08:04:45,11,5.0,90044a690b77ff0eb903b09a10380303,3,110.3644,20.019000000000002,110.3641,20.0111,2017,5,1,2400.0,438.0
423171,17592367622859,3,83,898,460108,0,0,6,0,3,17526,2017-05-01 08:16:26,2017-05-01 08:11:58,48,26.0,6446a23159067d4db627a9b9194a6702,3,110.4634,19.9369,110.37200000000001,20.0301,2017,5,1,1376.0,3694.0
423242,17592368075028,3,83,898,460108,0,0,0,0,3,4727,2017-05-01 08:37:47,2017-05-01 08:33:08,14,10.0,c0a8016521e3969d6b11596610b30303,3,110.3465,20.0531,110.3669,20.0289,2017,5,1,1370.0,2358.0
423379,17592367832244,3,83,898,460108,0,0,0,0,3,12341,2017-05-01 08:35:10,2017-05-01 08:27:14,34,23.0,64469e3e590680e194045ee5e504f102,3,110.3014,19.9946,110.3559,20.0437,2017,5,1,1354.0,850.0
423508,17592367447829,3,83,898,460108,0,0,0,0,3,4053,2017-05-01 08:00:40,2017-05-01 07:56:59,11,11.0,c0a801654500881a020ef56e103e0303,3,110.3364,20.0464,110.3577,20.0412,2017,5,1,1350.0,1300.0
423509,17592367774745,3,83,898,460106,0,0,0,0,3,5323,2017-05-01 08:25:14,2017-05-01 08:20:52,14,10.0,64469d3659067f64a94f8a43c8c2d902,3,110.3031,20.0216,110.3271,20.0281,2017,5,1,3412.0,3404.0
423572,17592367693906,3,83,898,460105,0,0,0,0,3,6248,2017-05-01 08:08:25,2017-05-01 08:05:50,17,13.0,db61ea3959067bd4000048a0c5f8d0da,3,110.3162,20.0106,110.2869,19.982,2017,5,1,2249.0,67.0
423707,17592367541963,3,83,898,460108,0,0,0,0,3,6365,2017-05-01 08:07:23,2017-05-01 08:05:54,17,16.0,db9424c859067be000002f2fa7692cac,3,110.3366,20.0697,110.3619,20.0289,2017,5,1,1343.0,1547.0
423708,17592367714622,3,83,898,460108,0,0,0,0,3,4810,2017-05-01 08:14:58,2017-05-01 08:11:07,13,11.0,6445533359067d1b7aa6759d0c826502,3,110.3569,20.0688,110.3286,20.0655,2017,5,1,1186.0,2652.0
423776,17592368055545,3,83,898,460105,0,0,0,0,3,3484,2017-05-01 08:51:17,2017-05-01 08:47:11,10,6.0,64469e3e5906858f1f015ed0ea3b2302,3,110.2654,19.9974,110.2815,20.0115,2017,5,1,824.0,678.0
423848,17592368170578,3,83,898,460105,0,0,0,0,3,8122,2017-05-01 08:48:56,2017-05-01 08:42:30,21,23.0,0a05b7d259068470000027dccd11814b,3,110.3159,20.0337,110.2663,20.0058,2017,5,1,1750.0,776.0
423929,17592367852807,3,83,898,460107,0,0,0,0,3,5859,2017-05-01 08:23:05,2017-05-01 08:16:58,16,11.0,6446a13459067e7a1ce8af19f6760402,3,110.3702,20.0281,110.3762,19.9911,2017,5,1,3190.0,2646.0
423930,17592367888242,3,83,898,460106,0,0,0,0,3,2483,2017-05-01 08:27:24,2017-05-01 08:25:23,9,7.0,1a361b52c9f35136af2ffe0a10960303,3,110.2911,20.0073,110.2963,20.025,2017,5,1,786.0,2251.0
423931,17592368145417,3,83,898,460107,0,0,0,0,3,5811,2017-05-01 08:51:22,2017-05-01 08:47:30,16,12.0,c0a81164c145dd40f70a8b6f103b0303,3,110.3433,19.9841,110.3765,19.9967,2017,5,1,48.0,1085.0
424130,17592367718926,3,83,898,460105,0,0,0,0,3,4192,2017-05-01 08:17:14,2017-05-01 08:12:13,11,7.0,6446a13459067d5c1ae5af31f1d19902,3,110.2897,20.0127,110.2565,20.0042,2017,5,1,1526.0,803.0
424184,17592367542472,3,83,898,460106,0,0,0,0,3,3124,2017-05-01 08:09:49,2017-05-01 08:06:02,9,9.0,6446a13559067be9b0c22ad0d455f502,3,110.2874,20.0048,110.2979,20.0163,2017,5,1,1753.0,1746.0
424185,17592367595829,3,83,898,460106,0,0,0,0,3,5486,2017-05-01 08:13:51,2017-05-01 08:10:54,15,8.0,7dd57b3759067d0d000040e4e64d00b7,3,110.3009,19.9792,110.3117,20.0012,2017,5,1,1737.0,1093.0
424250,17592367674669,3,83,898,460108,0,0,0,0,3,3215,2017-05-01 08:28:58,2017-05-01 08:19:41,10,9.0,64469f3559067f1d69cc4463069da202,3,110.3627,20.0409,110.355,20.0515,2017,5,1,533.0,1351.0
424428,17592367545878,3,83,898,460105,0,0,0,0,3,19031,2017-05-01 08:08:16,2017-05-01 07:50:51,53,26.0,64469f315906785b761b9a01c8c74902,3,110.3404,20.0556,110.2046,20.014,2017,5,1,720.0,495.0
424499,17592367653722,3,83,898,460106,0,0,0,0,3,5231,2017-05-01 08:02:05,2017-05-01 07:54:40,13,9.0,6446a1355906793f7a062ad4e8385e02,3,110.3379,20.0025,110.32799999999999,20.0342,2017,5,1,1781.0,1341.0
424500,17592368093766,3,83,898,460108,0,0,0,0,3,8110,2017-05-01 08:43:53,2017-05-01 08:37:06,21,21.0,505d2f815906833000003bda22235fd7,3,110.3433,19.9836,110.3712,20.0236,2017,5,1,1365.0,1085.0
424567,17592368360054,3,83,898,460108,0,0,0,0,3,10139,2017-05-01 08:59:41,2017-05-01 08:56:28,26,14.0,40c050b2590687b4000057e3ff2dd556,3,110.2848,20.0168,110.3566,20.0264,2017,5,1,1355.0,813.0
424782,17592340652349,1,83,898,460108,1,0,6,0,1,18746,2017-05-01 08:10:32,2017-05-01 08:20:00,66,24.0,ac1f087c10b97c133801ec56104f0303,1,110.4634,19.9369,110.4145,20.0604,2017,5,1,394.0,3694.0
424789,17592367701741,3,83,898,460108,0,0,0,0,3,5909,2017-05-01 08:25:11,2017-05-01 08:21:50,15,10.0,64469f3559067f9e838e4478ca835402,3,110.3752,19.9819,110.382,20.0202,2017,5,1,609.0,379.0
424790,17592368214313,3,83,898,460107,0,0,0,0,3,3531,2017-05-01 08:55:28,2017-05-01 08:52:13,10,12.0,64469f35590686bd8a4c448ce4196602,3,110.3518,20.0231,110.3721,20.012,2017,5,1,3664.0,2211.0
424851,17592368075085,3,83,898,460107,0,0,0,0,3,3215,2017-05-01 08:50:15,2017-05-01 08:48:31,9,10.0,53441dd6590685d8000054b64ac11492,3,110.383,19.9794,110.3627,19.9863,2017,5,1,3285.0,369.0
424910,17592367592826,3,83,898,460106,0,0,0,0,3,5406,2017-05-01 08:06:02,2017-05-01 08:04:16,14,5.0,6446a13459067b7f92b4af41fabf2f02,3,110.3159,20.0337,110.3318,20.0166,2017,5,1,122.0,776.0
424911,17592368142731,3,83,898,460108,0,0,0,0,3,1987,2017-05-01 08:51:56,2017-05-01 08:47:05,9,5.0,64469f345906858961d37a61f1788c02,3,110.3459,20.0449,110.3468,20.0521,2017,5,1,2358.0,1580.0
424980,17592368150824,3,83,898,460106,0,0,0,0,3,5634,2017-05-01 08:45:03,2017-05-01 08:38:29,15,12.0,64469e3e5906838430035ef09621c702,3,110.3619,20.0418,110.32700000000001,20.0355,2017,5,1,1298.0,1351.0
425122,17592367947897,3,83,898,460108,0,0,6,0,3,21010,2017-05-01 08:40:41,2017-05-01 08:37:56,59,41.0,6446aa1459068364a6482814d9a78d02,3,110.4634,19.9369,110.3409,20.0281,2017,5,1,2218.0,3694.0
425188,17592368039814,3,83,898,460106,0,0,0,0,3,5255,2017-05-01 08:51:11,2017-05-01 08:45:30,14,13.0,06b1dc0a5906852400003a7b2b3687cc,3,110.3549,20.0515,110.3305,20.0333,2017,5,1,1781.0,533.0
425257,17592367642389,3,83,898,460108,0,0,0,0,3,3466,2017-05-01 08:19:44,2017-05-01 08:14:45,11,12.0,3b440e1059067df30000208287704962,3,110.3527,20.0302,110.3679,20.0237,2017,5,1,1364.0,131.0
425258,17592367694737,3,83,898,460106,0,0,0,0,3,5282,2017-05-01 08:25:10,2017-05-01 08:21:18,13,8.0,6446a13259067f7d05dfa02d0c409602,3,110.3264,20.0615,110.3321,20.0286,2017,5,1,2388.0,1567.0
425259,17592367794628,3,83,898,460107,0,0,0,0,3,11179,2017-05-01 08:33:08,2017-05-01 08:18:22,29,21.0,6445ae3a59067eceae1ca3b5ca83fb02,3,110.3488,19.9183,110.3445,19.9991,2017,5,1,2666.0,2697.0
425324,17592367890579,3,83,898,460106,0,0,0,0,3,14460,2017-05-01 08:28:08,2017-05-01 08:25:55,41,27.0,6446aa145906809378802820c668af02,3,110.2383,20.0355,110.3198,19.976,2017,5,1,1089.0,2386.0
425325,17592368087334,3,83,898,460106,0,0,0,0,3,7071,2017-05-01 08:44:47,2017-05-01 08:35:45,19,12.0,64469e3c590682db47209680d7b11202,3,110.2884,19.9932,110.3244,20.0009,2017,5,1,2390.0,864.0
425326,17592368281182,3,83,898,460108,0,0,0,0,3,9265,2017-05-01 08:56:09,2017-05-01 08:52:01,23,16.0,237d4548c7272e9b7f097918102a0303,3,110.2897,20.0127,110.3528,20.0365,2017,5,1,539.0,803.0
425476,17592368053317,3,83,898,460106,0,0,0,0,3,4503,2017-05-01 08:51:43,2017-05-01 08:47:02,12,8.0,c0a80165c1a9e34456019699107c0303,3,110.322,20.0279,110.2967,20.0259,2017,5,1,785.0,1784.0
425478,17592368344798,3,83,898,460106,0,0,0,0,3,6540,2017-05-01 08:55:54,2017-05-01 08:53:20,18,14.0,6a17245b8a9f85f2ae043943103f0303,3,110.3411,20.0248,110.3401,19.9786,2017,5,1,1134.0,1330.0
425557,17592367589077,3,83,898,460106,0,0,0,0,3,5878,2017-05-01 08:14:45,2017-05-01 08:10:20,16,14.0,6445b03a59067cec104e2285e5a82e02,3,110.3365,20.0405,110.3013,20.0162,2017,5,1,56.0,1280.0
425558,17592367821267,3,83,898,460108,0,0,0,0,3,3468,2017-05-01 08:27:19,2017-05-01 08:24:41,11,12.0,64469f31590680497f5e99eb9f0dc802,3,110.3527,20.0302,110.3436,20.0497,2017,5,1,1182.0,131.0
425559,17592368355028,3,83,898,460108,0,0,0,0,3,13520,2017-05-01 08:58:55,2017-05-01 08:55:27,36,25.0,d5f61633056200642d09332d10bd0303,3,110.3653,19.984,110.3544,20.0596,2017,5,1,2635.0,3291.0
425560,17592368453910,3,83,898,460108,0,0,0,0,3,7098,2017-05-01 08:57:15,2017-05-01 08:56:14,19,15.0,6446a231590687ad9b83a9c50791fd02,3,110.363,20.0241,110.3397,20.0693,2017,5,1,1548.0,532.0
425626,17592367444122,3,83,898,460108,0,0,0,0,3,6733,2017-05-01 08:02:21,2017-05-01 07:56:35,18,13.0,579d8dfb590679b000006b542ebeb69f,3,110.3502,20.0323,110.3315,20.0629,2017,5,1,1173.0,130.0
425629,17592367736612,3,83,898,460107,0,0,0,0,3,4336,2017-05-01 08:17:03,2017-05-01 08:16:33,13,13.0,64469f3459067e6161d37a61f0d96502,3,110.3485,20.0327,110.3729,20.012,2017,5,1,3664.0,1322.0
425630,17592367768900,3,83,898,460108,0,0,6,0,3,21139,2017-05-01 08:15:35,2017-05-01 08:12:05,58,30.0,64469e3c59067d55b10b967ad9eab002,3,110.4634,19.9369,110.3535,20.0408,2017,5,1,1348.0,3694.0
425631,17592368056465,1,83,898,460106,0,0,0,0,1,13619,2017-05-01 08:54:10,2017-05-01 08:47:15,49,29.0,81acc0bf5906858e0000640b465dec9d,1,110.3488,19.9183,110.3157,20.0164,2017,5,1,3375.0,2697.0
425753,17592350694792,1,83,898,460105,1,0,6,0,1,26715,2017-05-01 08:43:34,2017-05-01 08:50:00,97,41.0,e91f4f23fcf305350a0ad24d10bb0303,1,110.4634,19.9369,110.2925,20.0296,2017,5,1,1395.0,3694.0
425760,17592367512804,3,83,898,460105,0,0,0,0,3,4966,2017-05-01 08:01:43,2017-05-01 07:57:56,14,12.0,2bf7c25e59067a000000707e81aa931d,3,110.2988,20.0141,110.2886,19.9821,2017,5,1,860.0,1735.0
425762,17592368130192,3,83,898,460107,0,0,0,0,3,16992,2017-05-01 08:49:00,2017-05-01 08:44:34,48,25.0,64469c31590684f16a3c80bb0fc70002,3,110.2377,20.0367,110.3556,19.9965,2017,5,1,1070.0,2386.0
425839,17592367684493,3,83,898,460105,0,0,0,0,3,12527,2017-05-01 08:24:42,2017-05-01 08:20:28,32,14.0,d77dcf2b59067f4a00006887e75bb887,3,110.3264,20.0191,110.22399999999999,20.0084,2017,5,1,716.0,3389.0
425840,17592367692565,3,83,898,460107,0,0,0,0,3,9501,2017-05-01 08:22:54,2017-05-01 08:21:07,23,11.0,c0a8a8664f3408b63711c6b5104d0303,3,110.4182,19.9878,110.3665,20.0075,2017,5,1,3435.0,365.0
425908,17592367630950,3,83,898,460106,0,0,0,0,3,7657,2017-05-01 08:18:58,2017-05-01 08:13:57,19,14.0,c0a801033708e79f72045f28104c0303,3,110.3453,19.9987,110.3068,20.023,2017,5,1,80.0,2195.0
425909,17592367646085,3,83,898,460107,0,0,0,0,3,5462,2017-05-01 08:20:39,2017-05-01 08:17:23,15,12.0,b4a18c0c22dc2db3f201137610560303,3,110.3405,19.9977,110.3719,20.0119,2017,5,1,3664.0,2665.0
425910,17592367830852,3,83,898,460106,0,0,0,0,3,7959,2017-05-01 08:30:52,2017-05-01 08:26:55,21,17.0,6446aa14590680c63d742824ed1c0a02,3,110.3433,19.9841,110.2972,19.9978,2017,5,1,3222.0,1085.0
425983,17592368251626,3,83,898,460106,0,0,0,0,3,7911,2017-05-01 08:51:31,2017-05-01 08:45:58,21,22.0,64469c3159068546727d80de8b40d902,3,110.2811,20.0061,110.3312,19.9838,2017,5,1,2244.0,1748.0
426057,17592368299170,3,83,898,460108,0,0,0,0,3,14276,2017-05-01 08:59:10,2017-05-01 08:55:42,40,32.0,64469f345906878e444e7a6ee73d9b02,3,110.2937,19.958,110.3467,20.0523,2017,5,1,2358.0,3628.0
426175,17592367581362,3,83,898,460106,0,0,6,0,3,24651,2017-05-01 08:05:45,2017-05-01 08:01:11,70,32.0,64469f3459067ac248167a841c038a02,3,110.4634,19.9369,110.3059,20.024,2017,5,1,81.0,3694.0
426249,17592367450193,3,83,898,460108,0,0,6,0,3,21440,2017-05-01 08:08:45,2017-05-01 07:57:12,59,26.0,6446a133590679d8ad2e77400d96cc02,3,110.4634,19.9369,110.3636,20.0531,2017,5,1,249.0,3694.0
426252,17592367885072,3,83,898,460108,0,0,0,0,3,3717,2017-05-01 08:29:42,2017-05-01 08:24:39,11,8.0,6445623d590680464445167304c78f02,3,110.3487,20.0159,110.3603,20.0253,2017,5,1,1355.0,3384.0
426253,17592368291819,3,83,898,460107,0,0,0,0,3,5763,2017-05-01 08:57:41,2017-05-01 08:54:12,16,13.0,64469f3559068733bfdf4482aa2fe802,3,110.3248,20.0226,110.3441,19.9863,2017,5,1,1077.0,153.0
426308,17592367980928,3,83,898,460108,0,0,0,0,3,7515,2017-05-01 08:37:26,2017-05-01 08:33:20,18,13.0,64455333590682508bb8759efd5bed02,3,110.4922,19.9787,110.4384,19.9652,2017,5,1,1137.0,1993.0
426309,17592368033396,3,83,898,460106,0,0,0,0,3,5861,2017-05-01 08:52:37,2017-05-01 08:44:13,15,,c0a80167ffc6e8d14802ad0810460303,3,110.3438,20.0315,110.3013,20.0129,2017,5,1,57.0,479.0
426387,17592367527010,3,83,898,460107,0,0,0,0,3,11895,2017-05-01 08:05:12,2017-05-01 08:01:56,31,17.0,64469f3559067af37b5e4481d0d97e02,3,110.3388,20.0594,110.3523,19.9943,2017,5,1,1070.0,1222.0
426388,17592367920520,3,83,898,460108,0,0,0,0,3,5571,2017-05-01 08:34:47,2017-05-01 08:32:38,16,13.0,6445623c5906822628e88aa3bf5b0402,3,110.3189,20.0249,110.3575,20.0212,2017,5,1,2203.0,39.0
426389,17592368124338,3,83,898,460105,0,0,0,0,3,6467,2017-05-01 08:49:20,2017-05-01 08:43:22,17,12.0,2bea13da590684a300002bc52a28f6ef,3,110.2233,20.008,110.2845,20.0138,2017,5,1,813.0,716.0
426443,17592365435488,3,83,898,460108,1,0,0,0,3,10294,2017-05-01 08:28:09,2017-05-01 08:40:00,26,22.0,6446a13459060c2e92e9af1a06933602,3,110.3428,19.9868,110.337,20.0498,2017,5,1,1558.0,1078.0
426529,17592367993424,3,83,898,460108,0,0,0,0,3,13074,2017-05-01 08:38:39,2017-05-01 08:35:59,36,26.0,6445623c590682ef3c258acda2140a02,3,110.3507,19.9868,110.345,20.0659,2017,5,1,418.0,1076.0
426595,17592367963303,3,83,898,460106,0,0,0,0,3,7723,2017-05-01 08:36:49,2017-05-01 08:29:28,18,9.0,64469e3e59068162aa7a5ef6089f5802,3,110.3409,20.0015,110.2956,20.0157,2017,5,1,812.0,2665.0
426743,17592367517723,3,83,898,460107,0,0,0,0,3,5549,2017-05-01 08:02:10,2017-05-01 07:59:22,15,14.0,a9783b2459067a3f000048c866236346,3,110.322,20.0279,110.3434,19.9919,2017,5,1,2192.0,1784.0
426745,17592367979845,3,83,898,460108,0,0,6,0,3,6842,2017-05-01 08:42:23,2017-05-01 08:40:08,17,9.0,64469f31590683e769269a0906f65a02,3,110.4634,19.9369,110.4369,19.9672,2017,5,1,1138.0,3694.0
426807,17592367568472,3,83,898,460105,0,0,6,0,3,38222,2017-05-01 08:01:25,2017-05-01 07:57:31,112,50.0,64469f31590679ea69269a090621da02,3,110.4621,19.9389,110.1915,20.0594,2017,5,1,3589.0,3694.0
426809,17592367660291,3,83,898,460108,0,0,0,0,3,5174,2017-05-01 08:01:14,2017-05-01 07:56:35,15,14.0,c0a8016df2b7acd97117ec4c102f0303,3,110.3446,20.0412,110.3378,20.0726,2017,5,1,1547.0,1311.0
426811,17592367828674,3,83,898,460105,0,0,0,0,3,9459,2017-05-01 08:29:51,2017-05-01 08:26:25,24,20.0,6445ae3a590680b0792ea3ba2b6f2202,3,110.3527,20.0302,110.2822,20.0197,2017,5,1,760.0,131.0
426812,17592367864109,3,83,898,460107,0,0,0,0,3,2684,2017-05-01 08:34:26,2017-05-01 08:31:25,9,6.0,6446a132590681dd7cf0a04325719a02,3,110.3576,19.9987,110.3688,19.9838,2017,5,1,466.0,1823.0
426888,17592368009407,3,83,898,460107,0,0,6,0,3,13675,2017-05-01 08:40:58,2017-05-01 08:39:20,36,16.0,64455333590683b77aba75aec92cff02,3,110.4634,19.9369,110.3769,19.9897,2017,5,1,3190.0,3694.0
426889,17592368026560,3,83,898,460106,0,0,0,0,3,9111,2017-05-01 08:48:45,2017-05-01 08:42:49,23,22.0,6446a1345906848920d0af180c3a3502,3,110.368,20.0129,110.3089,20.0021,2017,5,1,1738.0,2396.0
426946,17592368017528,3,83,898,460106,0,0,0,0,3,5172,2017-05-01 08:44:52,2017-05-01 08:40:58,14,12.0,b27774945906841e00006218d8da131f,3,110.3417,20.0604,110.3235,20.0465,2017,5,1,1574.0,1179.0
426947,17592368172794,3,83,898,460108,0,0,0,0,3,10372,2017-05-01 08:47:27,2017-05-01 08:42:58,26,16.0,6446aa14590684916c322821b14b4e02,3,110.3767,20.0148,110.3365,20.0506,2017,5,1,431.0,17.0
426948,17592368181995,3,83,898,460106,0,0,0,0,3,9377,2017-05-01 08:51:56,2017-05-01 08:44:50,23,16.0,64469f355906850070c44469c0397602,3,110.2813,20.0093,110.3439,20.0387,2017,5,1,194.0,824.0
427018,17592367828780,3,83,898,460107,0,0,0,0,3,10532,2017-05-01 08:31:13,2017-05-01 08:26:26,27,23.0,c0a8016462bea750a33ccf9910370303,3,110.2976,20.0213,110.3584,19.9959,2017,5,1,1070.0,1773.0
427092,17592367937873,3,83,898,460106,0,0,0,0,3,4702,2017-05-01 08:43:46,2017-05-01 08:36:41,13,8.0,64469f355906831988b34479caa81b02,3,110.32700000000001,20.0226,110.3143,20.018,2017,5,1,3375.0,155.0
427093,17592367959951,3,83,898,460105,0,0,0,0,3,5604,2017-05-01 08:37:29,2017-05-01 08:28:43,15,10.0,6446a2315906813b35bca9b6e696b602,3,110.307,20.0102,110.2869,19.982,2017,5,1,2249.0,3300.0
427158,17592367505979,3,83,898,460108,0,0,0,0,3,6544,2017-05-01 08:00:49,2017-05-01 07:55:57,16,12.0,6445623c5906798c3a928aad68273d02,3,110.3638,20.0527,110.3407,20.0749,2017,5,1,2630.0,3267.0
427159,17592367610026,3,83,898,460108,0,0,0,0,3,7527,2017-05-01 08:10:51,2017-05-01 08:08:43,18,10.0,c0a8006bf53c61cf8d0e787b104d0303,3,110.3064,20.0258,110.3576,20.0199,2017,5,1,441.0,1779.0
427231,17592367930927,3,83,898,460106,0,0,0,0,3,9701,2017-05-01 08:39:25,2017-05-01 08:34:52,25,18.0,64469c31590682ab329a80dc305a5102,3,110.3003,20.0217,110.3399,19.9851,2017,5,1,2692.0,1773.0
427232,17592367979359,3,83,898,460106,0,0,0,0,3,4716,2017-05-01 08:36:19,2017-05-01 08:33:00,13,9.0,c0a8966aac3d2cbaa60db01110380303,3,110.3458,20.0024,110.3293,20.0184,2017,5,1,3406.0,2196.0
427302,17592368062237,3,83,898,460108,0,0,0,0,3,5719,2017-05-01 08:52:36,2017-05-01 08:47:38,16,13.0,6446a133590685aa134677590960da02,3,110.3022,20.0159,110.34100000000001,20.0225,2017,5,1,632.0,56.0
427362,17592367594067,3,83,898,460108,0,0,5,0,3,13230,2017-05-01 08:09:55,2017-05-01 08:04:35,34,27.0,1981512f28101e66db00582710480303,3,110.4847,19.9677,110.4634,19.9369,2017,5,1,3694.0,3860.0
427363,17592367724228,3,83,898,460108,0,0,0,0,3,5261,2017-05-01 08:15:54,2017-05-01 08:13:31,15,,c0a8016473a6a05a1407acb1102d0303,3,110.3341,20.0319,110.3623,20.0254,2017,5,1,1355.0,2404.0
