,vehicle_id,vehicle_type,depart_time,O_location,D_location,p1_id,p2_id,O_x_coord,O_y_coord,D_x_coord,D_y_coord
51,312,0_1,1493599900.0,1607.0,1373.0,,,110.4046998,20.0493791,110.3615289,20.0364717
52,332,0_1,1493599850.0,2400.0,1373.0,,,110.3620642,20.0102822,110.3615289,20.0364717
53,134,0,1493599960.0,1363.0,1373.0,1632.0,,110.356753,20.0390648,110.3615289,20.0364717
54,134,1_1,1493599960.0,1363.0,1373.0,1632.0,,110.356753,20.0390648,110.3615289,20.0364717
55,9,0,1493596880.0,2634.0,1547.0,102.0,,110.3334344,20.0750017,110.3376891,20.0710574
56,9,1_1,1493596880.0,2634.0,1547.0,102.0,,110.3334344,20.0750017,110.3376891,20.0710574
57,204,2_2,1493599551.8079352,2388.0,1547.0,977.0,428.0,110.3342027,20.0284848,110.3376891,20.0710574
58,114,2_1,1493598730.0,2207.0,1547.0,1379.0,1378.0,110.3471015,20.0207659,110.3376891,20.0710574
59,266,2_2,1493599414.860765,1823.0,1547.0,647.0,104.0,110.3578546,20.0006773,110.3376891,20.0710574
60,55,2_1,1493599330.0,448.0,1547.0,1112.0,298.0,110.3516669,20.0190248,110.3376891,20.0710574
61,114,2_2,1493599480.5486314,1547.0,1547.0,1379.0,1378.0,110.3376891,20.0710574,110.3376891,20.0710574
62,55,2_2,1493600157.9498398,1547.0,1547.0,1112.0,298.0,110.3376891,20.0710574,110.3376891,20.0710574
63,57,2_2,1493600727.6576314,1355.0,1547.0,1127.0,833.0,110.3583782,20.0256168,110.3376891,20.0710574
64,114,1,1493599740.0,2634.0,1549.0,270.0,446.0,110.3334344,20.0750017,110.3470871,20.0655831
65,189,0_1,1493599740.0,557.0,1549.0,,,110.3589268,20.05019,110.3470871,20.0655831
66,165,0,1493596880.0,878.0,878.0,1355.0,,110.3135356,19.9972854,110.3135356,19.9972854
67,165,1_1,1493596880.0,878.0,878.0,1355.0,,110.3135356,19.9972854,110.3135356,19.9972854
68,165,1,1493597120.0,878.0,878.0,1355.0,904.0,110.3135356,19.9972854,110.3135356,19.9972854
69,250,0,1493598840.0,1738.0,878.0,872.0,,110.3092079,20.002332,110.3135356,19.9972854
70,250,1_1,1493598840.0,1738.0,878.0,872.0,,110.3092079,20.002332,110.3135356,19.9972854
71,165,2_1,1493597120.0,878.0,3370.0,1355.0,904.0,110.3135356,19.9972854,110.2864787,20.0150311
72,250,1,1493598900.0,878.0,3295.0,872.0,654.0,110.3135356,19.9972854,110.3207849,20.0059378
73,105,0,1493597930.0,2390.0,3295.0,1158.0,,110.3242171,20.0017526,110.3207849,20.0059378
74,105,1_1,1493597930.0,2390.0,3295.0,1158.0,,110.3242171,20.0017526,110.3207849,20.0059378
75,69,0_1,1493597750.0,3223.0,3295.0,,,110.2944066,19.9998084,110.3207849,20.0059378
76,273,0_1,1493597770.0,3223.0,3295.0,,,110.2944066,19.9998084,110.3207849,20.0059378
77,161,0_1,1493599620.0,3223.0,3295.0,,,110.2944066,19.9998084,110.3207849,20.0059378
78,37,0,1493599740.0,1754.0,3295.0,634.0,,110.3224961,20.0164463,110.3207849,20.0059378
79,37,1_1,1493599740.0,1754.0,3295.0,634.0,,110.3224961,20.0164463,110.3207849,20.0059378
80,372,0_1,1493598900.0,1567.0,3295.0,,,110.3258981,20.0639458,110.3207849,20.0059378
81,38,1,1493599290.0,79.0,3295.0,608.0,1250.0,110.3105516,20.0252305,110.3207849,20.0059378
82,289,0_1,1493599290.0,571.0,3295.0,,,110.3760633,19.9983912,110.3207849,20.0059378
83,105,0_1,1493599290.0,3399.0,3295.0,,,110.2451681,20.0121506,110.3207849,20.0059378
84,147,0_1,1493599620.0,3389.0,3295.0,,,110.3262941,20.0197552,110.3207849,20.0059378
85,180,0,1493596880.0,3214.0,3206.0,366.0,,110.2778451,19.984437,110.2739166,19.9838259
86,180,1_1,1493596880.0,3214.0,3206.0,366.0,,110.2778451,19.984437,110.2739166,19.9838259
87,274,0_1,1493596940.0,3214.0,2390.0,,,110.2778451,19.984437,110.3242171,20.0017526
88,220,0_1,1493596940.0,2671.0,2390.0,,,110.3500396,20.0048891,110.3242171,20.0017526
89,308,0,1493596940.0,2390.0,2390.0,204.0,,110.3242171,20.0017526,110.3242171,20.0017526
90,308,1_1,1493596940.0,2390.0,2390.0,204.0,,110.3242171,20.0017526,110.3242171,20.0017526
91,24,0,1493600320.0,2390.0,2390.0,1474.0,,110.3242171,20.0017526,110.3242171,20.0017526
92,24,1_1,1493600320.0,2390.0,2390.0,1474.0,,110.3242171,20.0017526,110.3242171,20.0017526
93,146,0_1,1493596940.0,3348.0,2390.0,,,110.265418,19.9655829,110.3242171,20.0017526
94,304,0_1,1493596940.0,3348.0,2390.0,,,110.265418,19.9655829,110.3242171,20.0017526
95,2,0_1,1493596940.0,3508.0,2390.0,,,110.4360475,19.964903,110.3242171,20.0017526
96,128,0_1,1493596940.0,2403.0,2390.0,,,110.3647003,20.0083189,110.3242171,20.0017526
97,5,0_1,1493596940.0,3308.0,2390.0,,,110.3131939,20.0065213,110.3242171,20.0017526
98,237,0_1,1493596940.0,3308.0,2390.0,,,110.3131939,20.0065213,110.3242171,20.0017526
99,264,0_1,1493596940.0,3308.0,2390.0,,,110.3131939,20.0065213,110.3242171,20.0017526
100,173,0_1,1493596940.0,997.0,2390.0,,,110.3808548,19.9830621,110.3242171,20.0017526
101,10,0_1,1493596940.0,177.0,2390.0,,,110.3280866,20.0430644,110.3242171,20.0017526
102,182,0_1,1493596940.0,1213.0,2390.0,,,110.3257251,20.0639415,110.3242171,20.0017526
103,14,0_1,1493596940.0,1772.0,2390.0,,,110.3011871,20.0244527,110.3242171,20.0017526
104,216,0_1,1493596940.0,64.0,2390.0,,,110.3233426,20.0078761,110.3242171,20.0017526
105,350,0_1,1493596940.0,1227.0,2390.0,,,110.3524178,20.0549428,110.3242171,20.0017526
106,19,0_1,1493596940.0,1746.0,2390.0,,,110.2857324,20.0033681,110.3242171,20.0017526
107,127,0_1,1493596940.0,1746.0,2390.0,,,110.2857324,20.0033681,110.3242171,20.0017526
108,20,0_1,1493596940.0,1822.0,2390.0,,,110.3606127,20.0014586,110.3242171,20.0017526
109,213,0_1,1493596940.0,1822.0,2390.0,,,110.3606127,20.0014586,110.3242171,20.0017526
110,24,0_1,1493596940.0,1133.0,2390.0,,,110.337474,19.9805445,110.3242171,20.0017526
111,210,0_1,1493596940.0,1133.0,2390.0,,,110.337474,19.9805445,110.3242171,20.0017526
112,384,0_1,1493596940.0,1133.0,2390.0,,,110.337474,19.9805445,110.3242171,20.0017526
113,337,0_1,1493596940.0,2278.0,2390.0,,,110.2014934,20.054677,110.3242171,20.0017526
114,27,0_1,1493596940.0,364.0,2390.0,,,110.4133784,19.9919867,110.3242171,20.0017526
115,381,0_1,1493596940.0,364.0,2390.0,,,110.4133784,19.9919867,110.3242171,20.0017526
116,28,0_1,1493596940.0,2652.0,2390.0,,,110.3567861,20.068738,110.3242171,20.0017526
117,35,0_1,1493596940.0,1770.0,2390.0,,,110.2901767,20.0202475,110.3242171,20.0017526
118,30,0_1,1493596940.0,185.0,2390.0,,,110.3411185,20.0349696,110.3242171,20.0017526
119,46,0_1,1493596940.0,470.0,2390.0,,,110.3672802,19.9885615,110.3242171,20.0017526
120,38,0_1,1493596940.0,119.0,2390.0,,,110.3289558,20.025095,110.3242171,20.0017526
121,42,0_1,1493596940.0,119.0,2390.0,,,110.3289558,20.025095,110.3242171,20.0017526
122,39,0_1,1493596940.0,3580.0,2390.0,,,110.4791877,19.9705003,110.3242171,20.0017526
123,247,0_1,1493596940.0,1047.0,2390.0,,,110.3544557,20.0068401,110.3242171,20.0017526
124,44,0_1,1493596940.0,476.0,2390.0,,,110.346802,20.0243798,110.3242171,20.0017526
