,dwv_order_make_haikou_1.order_id,dwv_order_make_haikou_1.departure_time,O_location,D_location,OD_id,matching_prob,ride_distance,detour_distance,shared_distance,ride_distance_for_taker,detour_distance_for_taker,shared_distance_for_taker,ride_distance_for_seeker,detour_distance_for_seeker,shared_distance_for_seeker,saved_distance_for_seeker,saved_distance_for_taker,origin_id,destination_id,lambda
0,17592368066368,2017-05-01 08:31:15,1078.0,3694.0,651,0.9496832599387058,17433.83713219852,892.7236711043107,8081.626803576022,17753.853195894022,1212.7397347998024,8076.999478769973,16873.928333036423,332.81487194221063,4352.563634274031,3398.3510088007883,6829.219852935769,1078,3694,0.0166666666666666
1,17592367714348,2017-05-01 08:11:03,2660.0,480.0,1526,0.9971839920918848,5580.847645168222,806.9075661362939,3495.3416800834966,5936.380678775733,1162.440599743801,3413.9877456014574,5016.268602936676,242.32852390474716,1837.2217451580325,1013.656927020796,1407.268279880209,2660,480,0.0166666666666666
2,17592367767705,2017-05-01 08:20:19,2245.0,194.0,1377,0.9998373777439068,9889.009850355818,1177.5549391240138,5412.47381517276,9963.154117027325,1251.6992057955126,5606.47807771464,9203.360426285371,491.9055150535712,2341.385771615588,1268.0562447964508,3967.486049700454,2245,194,0.0166666666666666
3,17592367873770,2017-05-01 08:22:00,3033.0,824.0,1573,0.8760575143974721,9194.043424732472,773.5549266762289,4259.256175769357,9302.215346933936,881.7268488776925,3677.360199794231,8420.488498056242,0.0,1033.0415001759875,915.6578949274004,1885.202909323861,3033,824,0.0166666666666666
4,17592368001913,2017-05-01 08:41:38,2692.0,995.0,1556,0.888949884772887,4935.119255323245,519.304060668487,2666.13763613707,5090.698652707778,674.8834580530158,2326.9002463583315,4633.034791204236,217.21959654947747,1624.594232469397,931.5134396622052,1183.0707652209665,2692,995,0.0166666666666666
5,17592368168398,2017-05-01 08:42:04,477.0,541.0,235,0.9992787905645452,8006.322710670121,1152.5387178944716,4487.443300968715,8334.10753464966,1480.3235418740028,4402.041386834823,7296.866902008965,443.0829092333145,2377.7329954072825,1255.1156611787144,2634.619461287594,477,541,0.0166666666666666
6,17592367922222,2017-05-01 08:33:00,487.0,3694.0,259,0.998391396066993,21546.929826832464,1448.9938669348537,7051.69595994238,21702.94112621236,1605.0051663147162,7302.019970839313,20885.221683106716,787.2857232090901,4041.23457217817,2667.94616839058,5695.812779828698,487,3694,0.0333333333333333
7,17592367859635,2017-05-01 08:40:00,487.0,3694.0,259,0.998391396066993,21546.929826832464,1448.9938669348537,7051.69595994238,21702.94112621236,1605.0051663147162,7302.019970839313,20885.221683106716,787.2857232090901,4041.23457217817,2667.94616839058,5695.812779828698,487,3694,0.0333333333333333
8,17592367938366,2017-05-01 08:36:26,1348.0,1051.0,871,0.996019193139796,6411.851972964415,925.017227638932,4259.590256487426,6538.910878857732,1052.0761335322482,4269.107613267421,5765.365081701864,278.530336376382,1636.2800022187005,775.33082678989,2224.502498485673,1348,1051,0.0166666666666666
9,17592367974570,2017-05-01 08:31:58,2692.0,1101.0,1559,0.8070370710097967,7566.381678488153,805.0626373459871,3165.2181604983843,7475.794610730289,714.4755695881289,3134.1178833693093,7124.727158571919,363.4081174297548,1227.8568453476169,654.3484167578647,1820.5154528174864,2692,1101,0.0166666666666666
10,17592368105740,2017-05-01 08:39:35,777.0,2093.0,388,0.8271322498379916,15702.25802164872,881.6450047285527,5056.048933636167,15853.937645275497,1033.324628355326,3666.307204739167,15093.477059810626,272.8640428904617,2896.052002132149,2282.071018575611,2514.178402342516,777,2093,0.0166666666666666
11,17592368278279,2017-05-01 08:51:25,824.0,1099.0,427,0.9176672983548394,5521.729155849377,960.1532601045589,2992.661284136448,5559.759335352701,998.1834396078808,2673.8617037958006,4869.724311077226,308.1484153324077,1246.1177972895491,438.0223714447726,656.745482824132,824,1099,0.0166666666666666
12,17592368298603,2017-05-01 08:55:35,860.0,3300.0,463,0.9950687021296608,5684.612758440959,894.333569193391,4096.243992048425,5849.129907085078,1058.8507178375128,4068.877335107138,5021.522512677948,231.2433234303797,1548.1672644565297,887.3068356607494,1500.212083368145,860,3300,0.0166666666666666
13,17592367785049,2017-05-01 08:21:42,1747.0,1093.0,1105,0.9723206149320268,5376.040667715968,986.9923758510832,3225.148647165082,5674.094218200435,1285.0459263355528,3196.144120684234,4619.492784916338,230.44449305145463,1343.475768343212,576.750921971879,1135.8101204437053,1747,1093,0.0166666666666666
