,vehicle_id,vehicle_type,depart_time,depart_timestamp,O_location,D_location,p1_id,p2_id,O_x_coord,O_y_coord,D_x_coord,D_y_coord
187,4,pickup_p1,2017-05-01 00:19:25.000000000,1493597965.0,3278.0,1781.0,17592367784812,,110.3184971,20.0320049,110.3294064,20.0329712
188,6,pickup_p2,2017-05-01 00:34:25.000000000,1493598865.0,1280.0,1781.0,17592367867825,17592367810133.0,110.3334018,20.0405368,110.3294064,20.0329712
189,33,pickup_p2,2017-05-01 00:34:25.000000000,1493598865.0,1280.0,1781.0,17592367961219,17592367810133.0,110.3334018,20.0405368,110.3294064,20.0329712
190,33,pickup_p1,2017-05-01 00:59:15.000000000,1493600355.0,1279.0,1781.0,17592368226853,,110.3331478,20.0404807,110.3294064,20.0329712
191,97,delivery_p1,2017-05-01 00:27:16.694116096,1493598436.694116,3278.0,1747.0,17592367764808,17592367783947.0,110.3184971,20.0320049,110.2833154,20.0033859
192,97,pickup_p1,2017-05-01 00:39:15.000000000,1493599155.0,3278.0,1574.0,17592367899265,,110.3184971,20.0320049,110.3247685,20.0427159
193,25,pickup_p1,2017-05-01 00:51:45.000000000,1493599905.0,776.0,1574.0,17592368169023,,110.315605,20.0349936,110.3247685,20.0427159
194,79,pickup_p1,2017-05-01 00:03:15.000000000,1493596995.0,3435.0,2659.0,17592367524423,,110.3660652,20.0082413,110.3661124,20.0083754
195,82,pickup_p1,2017-05-01 00:26:35.000000000,1493598395.0,3435.0,3664.0,17592367790339,,110.3660652,20.0082413,110.3732897,20.0120743
196,57,pickup_p1,2017-05-01 00:47:45.000000000,1493599665.0,1071.0,3664.0,17592368021680,,110.353014,19.9990498,110.3732897,20.0120743
197,117,pickup_p2,2017-05-01 00:40:45.000000000,1493599245.0,3664.0,3664.0,17592368093919,17592368093919.0,110.3732897,20.0120743,110.3732897,20.0120743
198,82,pickup_p1,2017-05-01 00:56:55.000000000,1493600215.0,3657.0,3664.0,17592368214313,,110.3750836,20.0087575,110.3732897,20.0120743
199,117,pickup_p1,2017-05-01 00:40:35.000000000,1493599235.0,2399.0,3664.0,17592368093919,,110.3620678,20.00823,110.3732897,20.0120743
200,87,pickup_p1,2017-05-01 00:26:55.000000000,1493598415.0,3435.0,1596.0,17592367822341,,110.3660652,20.0082413,110.3733024,20.0022099
201,100,pickup_p1,2017-05-01 00:30:25.000000000,1493598625.0,3435.0,3663.0,17592367828857,,110.3660652,20.0082413,110.3725342,20.0089848
202,70,pickup_p1,2017-05-01 00:56:55.000000000,1493600215.0,3435.0,1050.0,17592368108745,,110.3660652,20.0082413,110.3615379,20.0018709
203,111,pickup_p1,2017-05-01 00:03:45.000000000,1493597025.0,1050.0,1050.0,17592362254518,,110.3615379,20.0018709,110.3615379,20.0018709
204,54,pickup_p1,2017-05-01 00:03:25.000000000,1493597005.0,2111.0,2111.0,17592367479989,,110.331644,19.9919764,110.331644,19.9919764
205,73,delivery_p1,2017-05-01 00:45:08.894721536,1493599508.8947215,2111.0,2111.0,17592367883148,17592367883148.0,110.331644,19.9919764,110.331644,19.9919764
206,72,delivery_p1,2017-05-01 00:52:26.043718400,1493599946.0437183,2111.0,2111.0,17592367917923,17592368083407.0,110.331644,19.9919764,110.331644,19.9919764
207,8,pickup_p1,2017-05-01 00:07:05.000000000,1493597225.0,3621.0,2111.0,17592367529272,,110.3366059,19.9994198,110.331644,19.9919764
208,110,pickup_p2,2017-05-01 00:57:55.000000000,1493600275.0,3621.0,2111.0,17592368280308,17592368348494.0,110.3366059,19.9994198,110.331644,19.9919764
209,78,delivery_p1,2017-05-01 00:26:27.180471808,1493598387.180472,1048.0,2111.0,17592367487005,17592367549961.0,110.357566,20.0041143,110.331644,19.9919764
210,30,delivery_p1,2017-05-01 00:28:37.588514048,1493598517.588514,1822.0,2111.0,17592367864526,17592367731759.0,110.3606127,20.0014586,110.331644,19.9919764
211,44,delivery_p2,2017-05-01 00:17:19.865992192,1493597839.8659923,1331.0,2111.0,17592367772559,17592367620202.0,110.3388606,20.0250458,110.331644,19.9919764
212,73,delivery_p2,2017-05-01 00:30:50.000000000,1493598650.0,1346.0,2111.0,17592367883148,17592367883148.0,110.3566692,20.0401091,110.331644,19.9919764
213,72,delivery_p2,2017-05-01 00:44:43.952055296,1493599483.9520552,1738.0,2111.0,17592367917923,17592368083407.0,110.3092079,20.002332,110.331644,19.9919764
214,99,delivery_p2,2017-05-01 00:49:02.383103232,1493599742.3831031,2195.0,2111.0,17592367974569,17592368178940.0,110.3470299,19.9982119,110.331644,19.9919764
215,8,pickup_p2,2017-05-01 00:10:15.000000000,1493597415.0,2111.0,2221.0,17592367529272,17592367749736.0,110.331644,19.9919764,110.3375896,19.9934762
216,13,delivery_p1,2017-05-01 00:15:29.715348736,1493597729.7153487,1048.0,2221.0,17592367588556,17592367496901.0,110.357566,20.0041143,110.3375896,19.9934762
217,14,delivery_p1,2017-05-01 00:52:12.864069632,1493599932.8640697,487.0,2221.0,17592368115484,17592368042373.0,110.3368436,20.036208,110.3375896,19.9934762
218,73,pickup_p1,2017-05-01 00:46:35.000000000,1493599595.0,2111.0,1058.0,17592368101216,,110.331644,19.9919764,110.3461814,19.9888816
219,110,delivery_p2,2017-05-01 01:00:07.443526912,1493600407.443527,2111.0,1058.0,17592368280308,17592368348494.0,110.331644,19.9919764,110.3461814,19.9888816
220,99,delivery_p1,2017-05-01 00:53:39.710402048,1493600019.710402,2111.0,3392.0,17592367974569,17592368178940.0,110.331644,19.9919764,110.3263685,20.0198658
221,88,pickup_p1,2017-05-01 00:51:35.000000000,1493599895.0,40.0,3392.0,17592368029360,,110.3208265,20.0256772,110.3263685,20.0198658
222,72,pickup_p1,2017-05-01 00:52:25.000000000,1493599945.0,2111.0,2113.0,17592368051789,,110.331644,19.9919764,110.3359164,19.9957182
223,21,pickup_p2,2017-05-01 00:25:15.000000000,1493598315.0,3621.0,2113.0,17592367624240,17592367944463.0,110.3366059,19.9994198,110.3359164,19.9957182
224,121,pickup_p1,2017-05-01 00:03:25.000000000,1493597005.0,1823.0,1823.0,17592367672015,,110.3578546,20.0006773,110.3578546,20.0006773
225,20,pickup_p2,2017-05-01 00:09:15.000000000,1493597355.0,1823.0,1823.0,17592367596044,17592367596044.0,110.3578546,20.0006773,110.3578546,20.0006773
226,20,pickup_p1,2017-05-01 00:09:05.000000000,1493597345.0,1822.0,1823.0,17592367596044,,110.3606127,20.0014586,110.3578546,20.0006773
227,40,pickup_p2,2017-05-01 00:37:15.000000000,1493599035.0,1822.0,1823.0,17592367886899,17592367900481.0,110.3606127,20.0014586,110.3578546,20.0006773
228,88,pickup_p1,2017-05-01 00:09:55.000000000,1493597395.0,1070.0,1823.0,17592367689123,,110.3565181,19.9942564,110.3578546,20.0006773
229,75,delivery_p2,2017-05-01 00:34:30.000000000,1493598870.0,466.0,1823.0,17592367974552,17592367864109.0,110.3674513,19.9809043,110.3578546,20.0006773
230,20,delivery_p2,2017-05-01 00:09:20.000000000,1493597360.0,1823.0,3411.0,17592367596044,17592367596044.0,110.3578546,20.0006773,110.3293273,20.0234303
231,20,delivery_p1,2017-05-01 00:19:06.639345408,1493597946.6393454,3411.0,3411.0,17592367596044,17592367596044.0,110.3293273,20.0234303,110.3293273,20.0234303
232,121,"failed_ridepooling,delivery_p1",2017-05-01 00:13:30.000000000,1493597610.0,1823.0,3258.0,17592367672015,,110.3578546,20.0006773,110.3758451,20.0270426
233,9,delivery_p2,2017-05-01 00:39:51.580409600,1493599191.5804095,2388.0,3258.0,17592367859635,17592368075066.0,110.3342027,20.0284848,110.3758451,20.0270426
234,121,pickup_p1,2017-05-01 00:44:15.000000000,1493599455.0,3258.0,3258.0,17592368014350,,110.3758451,20.0270426,110.3758451,20.0270426
235,88,pickup_p2,2017-05-01 00:17:25.000000000,1493597845.0,1823.0,1048.0,17592367689123,17592367722812.0,110.3578546,20.0006773,110.357566,20.0041143
236,13,delivery_p2,2017-05-01 00:09:45.066088960,1493597385.066089,1355.0,1048.0,17592367588556,17592367496901.0,110.3583782,20.0256168,110.357566,20.0041143
237,78,delivery_p2,2017-05-01 00:11:55.061267456,1493597515.0612674,1231.0,1048.0,17592367487005,17592367549961.0,110.3447274,20.0582383,110.357566,20.0041143
238,53,delivery_p2,2017-05-01 00:50:25.164509952,1493599825.16451,1078.0,1048.0,17592367982761,17592368137778.0,110.3409699,19.9883926,110.357566,20.0041143
239,24,delivery_p2,2017-05-01 00:41:56.859427584,1493599316.8594277,3285.0,1048.0,17592368146432,17592367982265.0,110.3622786,19.9857893,110.357566,20.0041143
240,75,delivery_p1,2017-05-01 00:40:24.860764928,1493599224.860765,1823.0,1093.0,17592367974552,17592367864109.0,110.3578546,20.0006773,110.2997898,19.9782087
241,123,delivery_p1,2017-05-01 00:17:50.479618816,1493597870.4796188,1739.0,1093.0,17592367595829,17592367771470.0,110.3043869,20.004105,110.2997898,19.9782087
242,29,delivery_p1,2017-05-01 00:36:03.663933696,1493598963.6639338,1746.0,1093.0,17592367825123,17592367810401.0,110.2857324,20.0033681,110.2997898,19.9782087
243,71,delivery_p2,2017-05-01 00:46:44.708758272,1493599604.7087584,1069.0,1093.0,17592367958209,17592367995404.0,110.3622966,19.9907808,110.2997898,19.9782087
244,40,delivery_p2,2017-05-01 00:37:56.319704064,1493599076.319704,1823.0,1782.0,17592367886899,17592367900481.0,110.3578546,20.0006773,110.3255222,20.0290188
245,4,pickup_p2,2017-05-01 00:20:35.000000000,1493598035.0,1781.0,1782.0,17592367784812,17592367853816.0,110.3294064,20.0329712,110.3255222,20.0290188
246,6,pickup_p1,2017-05-01 00:34:15.000000000,1493598855.0,412.0,1280.0,17592367867825,,110.341176,20.0472457,110.3334018,20.0405368
247,10,delivery_p2,2017-05-01 00:33:06.782974976,1493598786.782975,1557.0,1280.0,17592367821267,17592367817273.0,110.3391732,20.0516407,110.3334018,20.0405368
248,101,delivery_p2,2017-05-01 00:35:19.764310528,1493598919.7643106,1557.0,1280.0,17592367804226,17592367817273.0,110.3391732,20.0516407,110.3334018,20.0405368
249,85,delivery_p1,2017-05-01 00:33:21.310140416,1493598801.3101404,539.0,1280.0,17592367699325,17592367947932.0,110.3567038,20.0357216,110.3334018,20.0405368
250,33,pickup_p1,2017-05-01 00:34:15.000000000,1493598855.0,177.0,1280.0,17592367961219,,110.3280866,20.0430644,110.3334018,20.0405368
251,34,pickup_p1,2017-05-01 00:25:45.000000000,1493598345.0,490.0,1280.0,17592367946002,,110.3356261,20.0343245,110.3334018,20.0405368
252,124,delivery_p1,2017-05-01 01:03:19.709801472,1493600599.7098014,1280.0,1280.0,17592368101617,17592368101617.0,110.3334018,20.0405368,110.3334018,20.0405368
253,97,pickup_p2,2017-05-01 00:40:55.000000000,1493599255.0,1574.0,1280.0,17592367899265,17592368062027.0,110.3247685,20.0427159,110.3334018,20.0405368
254,89,delivery_p2,2017-05-01 00:53:33.802499072,1493600013.802499,1362.0,1280.0,17592368251488,17592368198940.0,110.355472,20.0500908,110.3334018,20.0405368
255,124,delivery_p2,2017-05-01 00:55:30.000000000,1493600130.0,592.0,1280.0,17592368101617,17592368101617.0,110.3623617,20.047,110.3334018,20.0405368
256,12,pickup_p1,2017-05-01 00:03:35.000000000,1493597015.0,495.0,1555.0,17592367513363,,110.342064,20.0550669,110.3397274,20.0579927
257,58,pickup_p2,2017-05-01 00:54:55.000000000,1493600095.0,495.0,1230.0,17592368251994,17592368112449.0,110.342064,20.0550669,110.3396865,20.0578629
258,78,pickup_p1,2017-05-01 00:05:25.000000000,1493597125.0,1556.0,1230.0,17592367487005,,110.3345853,20.062167,110.3396865,20.0578629
259,41,pickup_p1,2017-05-01 00:03:35.000000000,1493597015.0,423.0,77.0,17592367428040,,110.3180856,20.019546,110.3165565,20.0239289
260,21,pickup_p1,2017-05-01 00:44:25.000000000,1493599465.0,2208.0,77.0,17592367942701,,110.333701,20.0242463,110.3165565,20.0239289
261,114,pickup_p2,2017-05-01 00:21:35.000000000,1493598095.0,3410.0,77.0,17592367744901,17592367645397.0,110.3300433,20.0216407,110.3165565,20.0239289
262,13,pickup_p1,2017-05-01 00:53:45.000000000,1493600025.0,39.0,77.0,17592368148417,,110.3205839,20.0249388,110.3165565,20.0239289
263,91,"failed_ridepooling,delivery_p1",2017-05-01 00:12:30.000000000,1493597550.0,3694.0,2326.0,17592367490350,,110.4625777,19.9416606,110.4612872,19.9849423
264,2,delivery_p1,2017-05-01 00:30:59.272118784,1493598659.2721188,3694.0,3843.0,17592367692918,17592367731492.0,110.4625777,19.9416606,110.4690662,19.9439246
265,67,pickup_p1,2017-05-01 00:43:45.000000000,1493599425.0,3694.0,3840.0,17592368124935,,110.4625777,19.9416606,110.4657353,19.94378
266,111,"failed_ridepooling,delivery_p1",2017-05-01 00:56:00.000000000,1493600160.0,3694.0,3860.0,17592368032506,,110.4625777,19.9416606,110.4897072,19.9648452
267,52,pickup_p1,2017-05-01 00:03:45.000000000,1493597025.0,1763.0,1731.0,17592367486477,,110.290178,20.0129435,110.2924575,20.0098553
268,29,pickup_p2,2017-05-01 00:33:25.000000000,1493598805.0,1763.0,1746.0,17592367825123,17592367810401.0,110.290178,20.0129435,110.2857324,20.0033681
269,70,pickup_p2,2017-05-01 00:57:05.000000000,1493600225.0,1050.0,1070.0,17592368108745,17592368282568.0,110.3615379,20.0018709,110.3565181,19.9942564
270,75,pickup_p2,2017-05-01 00:55:45.000000000,1493600145.0,3290.0,1070.0,17592368260459,17592368134918.0,110.3622935,19.9877523,110.3565181,19.9942564
271,129,pickup_p2,2017-05-01 00:30:05.000000000,1493598605.0,1035.0,1070.0,17592367883890,17592367776817.0,110.3671562,19.9885656,110.3565181,19.9942564
272,87,pickup_p2,2017-05-01 00:31:15.000000000,1493598675.0,1596.0,1070.0,17592367822341,17592367828780.0,110.3733024,20.0022099,110.3565181,19.9942564
273,50,pickup_p1,2017-05-01 00:04:25.000000000,1493597065.0,885.0,2390.0,17592367577020,,110.3293982,19.9987481,110.3242171,20.0017526
274,52,pickup_p1,2017-05-01 00:51:25.000000000,1493599885.0,2234.0,2390.0,17592368031005,,110.3242048,19.9928843,110.3242171,20.0017526
275,52,pickup_p2,2017-05-01 00:51:35.000000000,1493599895.0,2390.0,2390.0,17592368031005,17592368031005.0,110.3242171,20.0017526,110.3242171,20.0017526
276,66,pickup_p2,2017-05-01 00:44:45.000000000,1493599485.0,2228.0,2390.0,17592368106452,17592368087334.0,110.3242209,19.999546,110.3242171,20.0017526
277,83,pickup_p1,2017-05-01 00:14:15.000000000,1493597655.0,885.0,2665.0,17592367488793,,110.3293982,19.9987481,110.3407115,20.0002329
278,79,"failed_ridepooling,delivery_p1",2017-05-01 00:52:00.000000000,1493599920.0,630.0,2665.0,17592368152835,,110.3366104,20.022448,110.3407115,20.0002329
279,0,delivery_p1,2017-05-01 00:31:24.366172160,1493598684.366172,2665.0,2665.0,17592367777381,17592367777381.0,110.3407115,20.0002329,110.3407115,20.0002329
280,50,"failed_ridepooling,delivery_p1",2017-05-01 00:14:30.000000000,1493597670.0,2390.0,2665.0,17592367577020,,110.3242171,20.0017526,110.3407115,20.0002329
281,4,delivery_p2,2017-05-01 00:21:52.673228032,1493598112.673228,1782.0,2665.0,17592367784812,17592367853816.0,110.3255222,20.0290188,110.3407115,20.0002329
282,110,delivery_p1,2017-05-01 00:29:30.194906624,1493598570.1949067,3624.0,2665.0,17592367543316,17592367644317.0,110.339226,20.0030854,110.3407115,20.0002329
283,110,pickup_p1,2017-05-01 00:30:15.000000000,1493598615.0,3624.0,2665.0,17592367835887,,110.339226,20.0030854,110.3407115,20.0002329
284,0,delivery_p2,2017-05-01 00:24:50.000000000,1493598290.0,1135.0,2665.0,17592367777381,17592367777381.0,110.3443557,19.9802217,110.3407115,20.0002329
285,72,pickup_p2,2017-05-01 00:52:35.000000000,1493599955.0,2113.0,2665.0,17592368051789,17592368166093.0,110.3359164,19.9957182,110.3407115,20.0002329
286,58,delivery_p1,2017-05-01 00:37:43.286305536,1493599063.2863054,432.0,2665.0,17592367643110,17592367835284.0,110.3377134,20.0512362,110.3407115,20.0002329
287,22,pickup_p1,2017-05-01 00:04:45.000000000,1493597085.0,2190.0,1327.0,17592367434294,,110.3516221,20.0171515,110.3511178,20.0264949
288,13,pickup_p1,2017-05-01 00:07:15.000000000,1493597235.0,2203.0,1327.0,17592367588556,,110.3566778,20.0204667,110.3511178,20.0264949
289,105,pickup_p1,2017-05-01 00:39:05.000000000,1493599145.0,532.0,1327.0,17592368054934,,110.35944,20.0221353,110.3511178,20.0264949
290,117,pickup_p1,2017-05-01 00:50:25.000000000,1493599825.0,2211.0,1327.0,17592368144901,,110.3517103,20.0236588,110.3511178,20.0264949
291,83,delivery_p1,2017-05-01 00:51:57.889070592,1493599917.8890705,496.0,1327.0,17592367992143,17592367964605.0,110.3384474,20.0541928,110.3511178,20.0264949
292,22,delivery_p1,2017-05-01 00:12:55.617045504,1493597575.6170454,2190.0,3402.0,17592367434294,17592367691483.0,110.3516221,20.0171515,110.2773495,20.0155234
293,63,delivery_p1,2017-05-01 00:05:20.000000000,1493597120.0,878.0,3370.0,17592367551984,17592367516492.0,110.3135356,19.9972854,110.2864787,20.0150311
294,125,pickup_p2,2017-05-01 00:38:15.000000000,1493599095.0,878.0,3295.0,17592367845761,17592368050594.0,110.3135356,19.9972854,110.3207849,20.0059378
295,55,pickup_p2,2017-05-01 00:41:35.000000000,1493599295.0,79.0,3295.0,17592367996527,17592368092667.0,110.3105516,20.0252305,110.3207849,20.0059378
296,15,pickup_p1,2017-05-01 00:15:35.000000000,1493597735.0,64.0,3295.0,17592367746706,,110.3233426,20.0078761,110.3207849,20.0059378
297,49,pickup_p1,2017-05-01 00:49:05.000000000,1493599745.0,2241.0,3295.0,17592368160282,,110.3159938,19.9967418,110.3207849,20.0059378
298,63,delivery_p2,2017-05-01 00:14:24.732448000,1493597664.732448,3370.0,794.0,17592367551984,17592367516492.0,110.2864787,20.0150311,110.2838356,20.0212125
299,74,pickup_p2,2017-05-01 00:19:15.000000000,1493597955.0,1556.0,431.0,17592367623523,17592367784292.0,110.3345853,20.062167,110.3360778,20.0508546
300,6,pickup_p1,2017-05-01 00:49:55.000000000,1493599795.0,1781.0,431.0,17592368172794,,110.3294064,20.0329712,110.3360778,20.0508546
301,114,pickup_p1,2017-05-01 00:05:25.000000000,1493597125.0,1348.0,1344.0,17592367523278,,110.3538777,20.0403448,110.3558049,20.0400177
302,114,pickup_p2,2017-05-01 00:05:35.000000000,1493597135.0,1344.0,1344.0,17592367523278,17592367523278.0,110.3558049,20.0400177,110.3558049,20.0400177
303,96,delivery_p1,2017-05-01 00:25:31.122531072,1493598331.1225312,1348.0,1067.0,17592367709776,17592367621202.0,110.3538777,20.0403448,110.3526802,19.9896558
304,130,delivery_p2,2017-05-01 00:29:15.313655552,1493598555.3136556,1348.0,532.0,17592367852303,17592367674373.0,110.3538777,20.0403448,110.35944,20.0221353
305,105,delivery_p2,2017-05-01 00:19:20.399941632,1493597960.3999417,1020.0,532.0,17592367508733,17592367592649.0,110.3716449,20.0065367,110.35944,20.0221353
306,119,delivery_p2,2017-05-01 00:45:17.843966720,1493599517.8439667,1348.0,1332.0,17592367914593,17592367892617.0,110.3538777,20.0403448,110.3368701,20.0273142
307,64,delivery_p2,2017-05-01 00:43:45.297427456,1493599425.2974274,1286.0,1332.0,17592367923110,17592367935186.0,110.3324704,20.0407216,110.3368701,20.0273142
308,114,delivery_p2,2017-05-01 00:05:40.000000000,1493597140.0,1344.0,120.0,17592367523278,17592367523278.0,110.3558049,20.0400177,110.3255519,20.02381
309,114,delivery_p1,2017-05-01 00:16:18.949017088,1493597778.949017,120.0,120.0,17592367523278,17592367523278.0,110.3255519,20.02381,110.3255519,20.02381
310,28,pickup_p1,2017-05-01 00:05:35.000000000,1493597135.0,2652.0,1570.0,17592367439648,,110.3567861,20.068738,110.3625338,20.0699965
311,43,pickup_p1,2017-05-01 00:05:35.000000000,1493597135.0,633.0,630.0,17592367680990,,110.3416302,20.0223599,110.3366104,20.022448
312,103,delivery_p2,2017-05-01 00:18:54.959764736,1493597934.9597647,860.0,630.0,17592367590465,17592367778863.0,110.2901851,19.9815014,110.3366104,20.022448
313,79,pickup_p1,2017-05-01 00:45:05.000000000,1493599505.0,2146.0,630.0,17592368152835,,110.3412688,20.0137974,110.3366104,20.022448
314,56,delivery_p2,2017-05-01 00:47:20.500095488,1493599640.5000956,2649.0,630.0,17592368103500,17592368109862.0,110.3518319,20.0219707,110.3366104,20.022448
315,69,pickup_p1,2017-05-01 00:13:55.000000000,1493597635.0,633.0,1761.0,17592367768658,,110.3416302,20.0223599,110.3337684,20.0241842
316,44,pickup_p2,2017-05-01 00:16:15.000000000,1493597775.0,633.0,1331.0,17592367772559,17592367620202.0,110.3416302,20.0223599,110.3388606,20.0250458
317,125,delivery_p2,2017-05-01 00:22:05.933451008,1493598125.933451,35.0,1331.0,17592367671090,17592367588092.0,110.3228425,20.0212155,110.3388606,20.0250458
318,35,delivery_p2,2017-05-01 00:42:20.000000000,1493599340.0,803.0,1331.0,17592368164050,17592368164050.0,110.2900341,20.0125741,110.3388606,20.0250458
319,79,"failed_ridepooling,delivery_p1",2017-05-01 00:13:20.000000000,1493597600.0,2659.0,1331.0,17592367524423,,110.3661124,20.0083754,110.3388606,20.0250458
320,69,delivery_p2,2017-05-01 00:46:45.093642752,1493599605.0936427,1182.0,1331.0,17592368051732,17592367944339.0,110.3427796,20.0525396,110.3388606,20.0250458
321,35,delivery_p1,2017-05-01 00:54:31.145428992,1493600071.145429,1331.0,1331.0,17592368164050,17592368164050.0,110.3388606,20.0250458,110.3388606,20.0250458
322,35,pickup_p1,2017-05-01 00:57:35.000000000,1493600255.0,1331.0,1331.0,17592368350050,,110.3388606,20.0250458,110.3388606,20.0250458
323,97,delivery_p1,2017-05-01 00:43:36.327972864,1493599416.327973,1280.0,1331.0,17592367899265,17592368062027.0,110.3334018,20.0405368,110.3388606,20.0250458
324,11,pickup_p1,2017-05-01 00:59:25.000000000,1493600365.0,2212.0,1331.0,17592368224478,,110.3491528,20.0236616,110.3388606,20.0250458
325,114,pickup_p1,2017-05-01 00:21:25.000000000,1493598085.0,120.0,3410.0,17592367744901,,110.3255519,20.02381,110.3300433,20.0216407
326,13,delivery_p2,2017-05-01 00:36:03.941682176,1493598963.941682,2203.0,39.0,17592367954458,17592367920520.0,110.3566778,20.0204667,110.3205839,20.0249388
327,13,pickup_p2,2017-05-01 00:07:25.000000000,1493597245.0,1327.0,1355.0,17592367588556,17592367496901.0,110.3511178,20.0264949,110.3583782,20.0256168
328,94,delivery_p1,2017-05-01 00:52:06.736597248,1493599926.7365973,3290.0,1355.0,17592368003908,17592368014405.0,110.3622935,19.9877523,110.3583782,20.0256168
329,19,"failed_ridepooling,delivery_p1",2017-05-01 00:23:30.000000000,1493598210.0,1741.0,1355.0,17592367620355,,110.2957232,20.0033794,110.3583782,20.0256168
330,97,pickup_p1,2017-05-01 00:54:15.000000000,1493600055.0,438.0,1355.0,17592368127779,,110.3646407,20.0186368,110.3583782,20.0256168
331,22,pickup_p2,2017-05-01 00:10:45.000000000,1493597445.0,1327.0,2190.0,17592367434294,17592367691483.0,110.3511178,20.0264949,110.3516221,20.0171515
332,83,delivery_p2,2017-05-01 01:01:36.246227968,1493600496.246228,1327.0,883.0,17592367992143,17592367964605.0,110.3511178,20.0264949,110.324259,19.9971729
333,95,pickup_p2,2017-05-01 00:35:35.000000000,1493598935.0,2234.0,883.0,17592367901650,17592367865933.0,110.3242048,19.9928843,110.324259,19.9971729
334,105,"failed_ridepooling,delivery_p1",2017-05-01 00:47:40.000000000,1493599660.0,1327.0,2232.0,17592368054934,,110.3511178,20.0264949,110.3160107,19.9928405
335,117,pickup_p2,2017-05-01 00:51:05.000000000,1493599865.0,1327.0,2209.0,17592368144901,17592368065321.0,110.3511178,20.0264949,110.3544666,20.0234281
336,13,pickup_p1,2017-05-01 00:29:55.000000000,1493598595.0,1326.0,2209.0,17592367954458,,110.3512154,20.0265217,110.3544666,20.0234281
337,68,pickup_p1,2017-05-01 00:07:25.000000000,1493597245.0,1453.0,1750.0,17592367552093,,110.2620563,20.0054437,110.2678435,20.0042058
338,95,"failed_ridepooling,delivery_p1",2017-05-01 00:20:20.000000000,1493598020.0,1453.0,2234.0,17592367747964,,110.2620563,20.0054437,110.3242048,19.9928843
339,52,delivery_p2,2017-05-01 00:13:33.791575808,1493597613.791576,803.0,2234.0,17592367486477,17592367610328.0,110.2900341,20.0125741,110.3242048,19.9928843
340,95,pickup_p1,2017-05-01 00:35:15.000000000,1493598915.0,2234.0,2234.0,17592367901650,,110.3242048,19.9928843,110.3242048,19.9928843
341,76,pickup_p1,2017-05-01 00:07:25.000000000,1493597245.0,1342.0,1343.0,17592367541963,,110.3623881,20.0295795,110.3623926,20.0295238
342,96,pickup_p1,2017-05-01 00:14:05.000000000,1493597645.0,1342.0,2393.0,17592367709776,,110.3623881,20.0295795,110.3676773,20.0289558
343,105,pickup_p1,2017-05-01 00:07:25.000000000,1493597245.0,376.0,3190.0,17592367508733,,110.3824824,19.9843319,110.377264,19.990484
344,19,pickup_p1,2017-05-01 00:42:25.000000000,1493599345.0,1355.0,606.0,17592367923294,,110.3583782,20.0256168,110.3786838,20.0259785
345,128,pickup_p1,2017-05-01 00:31:45.000000000,1493598705.0,2403.0,606.0,17592367760305,,110.3647003,20.0083189,110.3786838,20.0259785
346,94,delivery_p2,2017-05-01 01:03:12.673307392,1493600592.6733074,1355.0,1580.0,17592368003908,17592368014405.0,110.3583782,20.0256168,110.346009,20.0480325
347,6,delivery_p2,2017-05-01 00:54:15.736503296,1493600055.7365034,2358.0,1580.0,17592368172794,17592368142731.0,110.3466752,20.0534517,110.346009,20.0480325
348,24,delivery_p1,2017-05-01 00:48:13.781459200,1493599693.781459,1048.0,1785.0,17592368146432,17592367982265.0,110.357566,20.0041143,110.3211857,20.0259332
349,120,delivery_p1,2017-05-01 00:25:16.572050688,1493598316.5720506,1431.0,1785.0,17592367759643,17592367613557.0,110.2982154,20.0320665,110.3211857,20.0259332
350,98,pickup_p2,2017-05-01 00:58:15.000000000,1493600295.0,78.0,1785.0,17592368119069,17592368275311.0,110.3150659,20.0242176,110.3211857,20.0259332
351,53,delivery_p1,2017-05-01 00:56:46.319073792,1493600206.319074,1048.0,2127.0,17592367982761,17592368137778.0,110.357566,20.0041143,110.3782511,19.986373
352,24,pickup_p1,2017-05-01 00:59:35.000000000,1493600375.0,1048.0,1061.0,17592368117681,,110.357566,20.0041143,110.3695319,19.9916222
353,59,pickup_p1,2017-05-01 00:07:35.000000000,1493597255.0,3437.0,3437.0,17592367534093,,110.4032877,20.0185729,110.4032877,20.0185729
354,59,pickup_p2,2017-05-01 00:07:45.000000000,1493597265.0,3437.0,3437.0,17592367534093,17592367534093.0,110.4032877,20.0185729,110.4032877,20.0185729
355,109,delivery_p2,2017-05-01 00:38:06.153190912,1493599086.1531909,131.0,3437.0,17592367818974,17592367902353.0,110.352186,20.0310511,110.4032877,20.0185729
356,59,delivery_p2,2017-05-01 00:07:50.000000000,1493597270.0,3437.0,3644.0,17592367534093,17592367534093.0,110.4032877,20.0185729,110.2654616,19.9852368
357,59,delivery_p1,2017-05-01 00:42:25.179438080,1493599345.179438,3644.0,3644.0,17592367534093,17592367534093.0,110.2654616,19.9852368,110.2654616,19.9852368
358,5,pickup_p1,2017-05-01 00:07:45.000000000,1493597265.0,3308.0,3308.0,17592367533191,,110.3131939,20.0065213,110.3131939,20.0065213
359,5,"failed_ridepooling,delivery_p1",2017-05-01 00:17:50.000000000,1493597870.0,3308.0,2386.0,17592367533191,,110.3131939,20.0065213,110.2350465,20.0368094
