,Unnamed: 0,dwv_order_make_haikou_1.order_id,dwv_order_make_haikou_1.arrive_time,dwv_order_make_haikou_1.departure_time,dwv_order_make_haikou_1.dest_lng,dwv_order_make_haikou_1.dest_lat,dwv_order_make_haikou_1.starting_lng,dwv_order_make_haikou_1.starting_lat,dwv_order_make_haikou_1.year,dwv_order_make_haikou_1.month,dwv_order_make_haikou_1.day
11,422462,17592368066368,2017-05-01 08:36:06,2017-05-01 08:31:15,110.4634,19.9369,110.3412,19.9904,2017,5,1
76,422527,17592367714348,2017-05-01 08:13:11,2017-05-01 08:11:03,110.3429,20.032,110.3586,20.0079,2017,5,1
77,422528,17592367767705,2017-05-01 08:25:27,2017-05-01 08:20:19,110.3432,20.0401,110.3312,19.984,2017,5,1
78,422529,17592367873770,2017-05-01 08:23:31,2017-05-01 08:22:00,110.2814,20.0084,110.2938,19.967,2017,5,1
79,422530,17592368001913,2017-05-01 08:48:08,2017-05-01 08:41:38,110.3755,19.9775,110.34,19.9849,2017,5,1
80,422531,17592368168398,2017-05-01 08:46:37,2017-05-01 08:42:04,110.3776,20.0026,110.3452,20.0273,2017,5,1
141,422592,17592367922222,2017-05-01 08:36:13,2017-05-01 08:33:00,110.4634,19.9369,110.3382,20.0378,2017,5,1
142,422593,17592367938366,2017-05-01 08:44:35,2017-05-01 08:36:26,110.3669,20.0009,110.3539,20.0426,2017,5,1
143,422594,17592367974570,2017-05-01 08:40:16,2017-05-01 08:31:58,110.2777,19.9805,110.3397,19.9849,2017,5,1
144,422595,17592368105740,2017-05-01 08:51:50,2017-05-01 08:39:35,110.1827,20.0549,110.3093,20.0314,2017,5,1
145,422596,17592368278279,2017-05-01 08:53:08,2017-05-01 08:51:25,110.2794,19.979,110.2813,20.0119,2017,5,1
212,422663,17592368298603,2017-05-01 09:00:14,2017-05-01 08:55:35,110.3078,20.0101,110.292,19.9815,2017,5,1
323,422774,17592367785049,2017-05-01 08:24:20,2017-05-01 08:21:42,110.3003,19.9791,110.2823,20.0033,2017,5,1
399,422850,17592368234202,2017-05-01 09:01:15,2017-05-01 08:55:31,110.3437,19.9844,110.3201,20.0277,2017,5,1
458,422909,17592367536989,0000-00-00 00:00:00,2017-05-01 08:05:12,110.3433,19.9841,110.2015,20.0116,2017,5,1
459,422910,17592367540905,2017-05-01 08:08:50,2017-05-01 08:05:32,110.3342,20.0311,110.3543,19.9924,2017,5,1
460,422911,17592367866812,2017-05-01 08:25:13,2017-05-01 08:20:21,110.2045,19.9754,110.285,20.0072,2017,5,1
461,422912,17592368353150,2017-05-01 08:56:28,2017-05-01 08:55:03,110.3487,20.0159,110.4355,19.9678,2017,5,1
531,422982,17592367795174,2017-05-01 08:20:34,2017-05-01 08:18:30,110.2886,20.0017,110.3778,20.0245,2017,5,1
532,422983,17592367853816,2017-05-01 08:19:55,2017-05-01 08:17:13,110.34,20.001,110.3273,20.0295,2017,5,1
533,422984,17592368284539,2017-05-01 09:03:15,2017-05-01 08:52:42,110.307,20.0102,110.2845,19.9969,2017,5,1
534,422985,17592368471324,2017-05-01 09:02:58,2017-05-01 08:59:47,110.2936,20.0241,110.301,20.0155,2017,5,1
656,423107,17592367232444,2017-05-01 07:57:40,2017-05-01 08:10:00,110.4634,19.9369,110.3418,20.0723,2017,5,1
657,423108,17592367491637,2017-05-01 08:07:34,2017-05-01 08:01:10,110.3433,19.9841,110.2137,20.0507,2017,5,1
658,423109,17592368130334,2017-05-01 08:48:27,2017-05-01 08:44:35,110.2897,20.0127,110.2329,20.0046,2017,5,1
660,423111,17592368453334,2017-05-01 08:58:29,2017-05-01 08:56:06,110.4671,19.9825,110.4375,19.9668,2017,5,1
719,423170,17592367594727,2017-05-01 08:10:05,2017-05-01 08:04:45,110.3644,20.019,110.3641,20.0111,2017,5,1
720,423171,17592367622859,2017-05-01 08:16:26,2017-05-01 08:11:58,110.4634,19.9369,110.372,20.0301,2017,5,1
791,423242,17592368075028,2017-05-01 08:37:47,2017-05-01 08:33:08,110.3465,20.0531,110.3669,20.0289,2017,5,1
866,423317,17592367497153,0000-00-00 00:00:00,2017-05-01 08:01:40,110.3398,20.0298,110.3345,20.05,2017,5,1
927,423378,17592367595129,0000-00-00 00:00:00,2017-05-01 08:10:50,110.4634,19.9369,110.3761,20.0041,2017,5,1
928,423379,17592367832244,2017-05-01 08:35:10,2017-05-01 08:27:14,110.3014,19.9946,110.3559,20.0437,2017,5,1
929,423380,17592368372059,2017-05-01 09:07:48,2017-05-01 08:58:56,110.2794,19.979,110.3314,20.0339,2017,5,1
1058,423509,17592367774745,2017-05-01 08:25:14,2017-05-01 08:20:52,110.3031,20.0216,110.3271,20.0281,2017,5,1
1121,423572,17592367693906,2017-05-01 08:08:25,2017-05-01 08:05:50,110.3162,20.0106,110.2869,19.982,2017,5,1
1256,423707,17592367541963,2017-05-01 08:07:23,2017-05-01 08:05:54,110.3366,20.0697,110.3619,20.0289,2017,5,1
1257,423708,17592367714622,2017-05-01 08:14:58,2017-05-01 08:11:07,110.3569,20.0688,110.3286,20.0655,2017,5,1
1258,423709,17592368309812,2017-05-01 09:00:18,2017-05-01 08:57:54,110.3254,20.0213,110.278,20.0018,2017,5,1
1325,423776,17592368055545,2017-05-01 08:51:17,2017-05-01 08:47:11,110.2654,19.9974,110.2815,20.0115,2017,5,1
1397,423848,17592368170578,2017-05-01 08:48:56,2017-05-01 08:42:30,110.3159,20.0337,110.2663,20.0058,2017,5,1
1478,423929,17592367852807,2017-05-01 08:23:05,2017-05-01 08:16:58,110.3702,20.0281,110.3762,19.9911,2017,5,1
1479,423930,17592367888242,2017-05-01 08:27:24,2017-05-01 08:25:23,110.2911,20.0073,110.2963,20.025,2017,5,1
1480,423931,17592368145417,2017-05-01 08:51:22,2017-05-01 08:47:30,110.3433,19.9841,110.3765,19.9967,2017,5,1
1545,423996,17592368462364,2017-05-01 09:00:54,2017-05-01 08:57:58,110.33,19.9955,110.3521,20.069,2017,5,1
1679,424130,17592367718926,2017-05-01 08:17:14,2017-05-01 08:12:13,110.2897,20.0127,110.2565,20.0042,2017,5,1
1733,424184,17592367542472,2017-05-01 08:09:49,2017-05-01 08:06:02,110.2874,20.0048,110.2979,20.0163,2017,5,1
1734,424185,17592367595829,2017-05-01 08:13:51,2017-05-01 08:10:54,110.3009,19.9792,110.3117,20.0012,2017,5,1
1735,424186,17592367842025,0000-00-00 00:00:00,2017-05-01 08:26:07,110.2891,19.9783,110.3572,20.0199,2017,5,1
1736,424187,17592368237553,0000-00-00 00:00:00,2017-05-01 08:53:48,110.3732,20.0116,110.396,20.0231,2017,5,1
1799,424250,17592367674669,2017-05-01 08:28:58,2017-05-01 08:19:41,110.3627,20.0409,110.355,20.0515,2017,5,1
1978,424429,17592368159350,0000-00-00 00:00:00,2017-05-01 08:40:14,110.3608,20.0103,110.4073,20.044,2017,5,1
2049,424500,17592368093766,2017-05-01 08:43:53,2017-05-01 08:37:06,110.3433,19.9836,110.3712,20.0236,2017,5,1
2115,424566,17592367916094,0000-00-00 00:00:00,2017-05-01 08:31:40,110.3159,20.0337,110.3063,20.0137,2017,5,1
2116,424567,17592368360054,2017-05-01 08:59:41,2017-05-01 08:56:28,110.2848,20.0168,110.3566,20.0264,2017,5,1
2331,424782,17592340652349,2017-05-01 08:10:32,2017-05-01 08:20:00,110.4634,19.9369,110.4145,20.0604,2017,5,1
2337,424788,17592367335354,0000-00-00 00:00:00,2017-05-01 08:00:00,110.3156,20.0235,110.3285,20.0088,2017,5,1
2338,424789,17592367701741,2017-05-01 08:25:11,2017-05-01 08:21:50,110.3752,19.9819,110.382,20.0202,2017,5,1
2339,424790,17592368214313,2017-05-01 08:55:28,2017-05-01 08:52:13,110.3518,20.0231,110.3721,20.012,2017,5,1
2400,424851,17592368075085,2017-05-01 08:50:15,2017-05-01 08:48:31,110.383,19.9794,110.3627,19.9863,2017,5,1
2459,424910,17592367592826,2017-05-01 08:06:02,2017-05-01 08:04:16,110.3159,20.0337,110.3318,20.0166,2017,5,1
2460,424911,17592368142731,2017-05-01 08:51:56,2017-05-01 08:47:05,110.3459,20.0449,110.3468,20.0521,2017,5,1
2461,424912,17592368280964,0000-00-00 00:00:00,2017-05-01 08:51:58,110.3752,20.0137,110.3564,20.0207,2017,5,1
2529,424980,17592368150824,2017-05-01 08:45:03,2017-05-01 08:38:29,110.3619,20.0418,110.327,20.0355,2017,5,1
2671,425122,17592367947897,2017-05-01 08:40:41,2017-05-01 08:37:56,110.4634,19.9369,110.3409,20.0281,2017,5,1
2737,425188,17592368039814,2017-05-01 08:51:11,2017-05-01 08:45:30,110.3549,20.0515,110.3305,20.0333,2017,5,1
2806,425257,17592367642389,2017-05-01 08:19:44,2017-05-01 08:14:45,110.3527,20.0302,110.3679,20.0237,2017,5,1
2807,425258,17592367694737,2017-05-01 08:25:10,2017-05-01 08:21:18,110.3264,20.0615,110.3321,20.0286,2017,5,1
2808,425259,17592367794628,2017-05-01 08:33:08,2017-05-01 08:18:22,110.3488,19.9183,110.3445,19.9991,2017,5,1
2873,425324,17592367890579,2017-05-01 08:28:08,2017-05-01 08:25:55,110.2383,20.0355,110.3198,19.976,2017,5,1
2874,425325,17592368087334,2017-05-01 08:44:47,2017-05-01 08:35:45,110.2884,19.9932,110.3244,20.0009,2017,5,1
2875,425326,17592368281182,2017-05-01 08:56:09,2017-05-01 08:52:01,110.2897,20.0127,110.3528,20.0365,2017,5,1
2949,425400,17592387302850,0000-00-00 00:00:00,2017-05-02 08:00:00,110.3178,20.0253,110.3141,20.0051,2017,5,1
3025,425476,17592368053317,2017-05-01 08:51:43,2017-05-01 08:47:02,110.322,20.0279,110.2967,20.0259,2017,5,1
3026,425477,17592368240991,2017-05-01 09:07:20,2017-05-01 08:56:54,110.3162,20.0106,110.3023,20.0123,2017,5,1
3027,425478,17592368344798,2017-05-01 08:55:54,2017-05-01 08:53:20,110.3411,20.0248,110.3401,19.9786,2017,5,1
3106,425557,17592367589077,2017-05-01 08:14:45,2017-05-01 08:10:20,110.3365,20.0405,110.3013,20.0162,2017,5,1
3107,425558,17592367821267,2017-05-01 08:27:19,2017-05-01 08:24:41,110.3527,20.0302,110.3436,20.0497,2017,5,1
3108,425559,17592368355028,2017-05-01 08:58:55,2017-05-01 08:55:27,110.3653,19.984,110.3544,20.0596,2017,5,1
3109,425560,17592368453910,2017-05-01 08:57:15,2017-05-01 08:56:14,110.363,20.0241,110.3397,20.0693,2017,5,1
3178,425629,17592367736612,2017-05-01 08:17:03,2017-05-01 08:16:33,110.3485,20.0327,110.3729,20.012,2017,5,1
3179,425630,17592367768900,2017-05-01 08:15:35,2017-05-01 08:12:05,110.4634,19.9369,110.3535,20.0408,2017,5,1
3180,425631,17592368056465,2017-05-01 08:54:10,2017-05-01 08:47:15,110.3488,19.9183,110.3157,20.0164,2017,5,1
3248,425699,17592367591385,0000-00-00 00:00:00,2017-05-01 08:10:32,110.2714,19.9963,110.3638,20.0357,2017,5,1
3302,425753,17592350694792,2017-05-01 08:43:34,2017-05-01 08:50:00,110.4634,19.9369,110.2925,20.0296,2017,5,1
3311,425762,17592368130192,2017-05-01 08:49:00,2017-05-01 08:44:34,110.2377,20.0367,110.3556,19.9965,2017,5,1
3388,425839,17592367684493,2017-05-01 08:24:42,2017-05-01 08:20:28,110.3264,20.0191,110.224,20.0084,2017,5,1
3389,425840,17592367692565,2017-05-01 08:22:54,2017-05-01 08:21:07,110.4182,19.9878,110.3665,20.0075,2017,5,1
3457,425908,17592367630950,2017-05-01 08:18:58,2017-05-01 08:13:57,110.3453,19.9987,110.3068,20.023,2017,5,1
3458,425909,17592367646085,2017-05-01 08:20:39,2017-05-01 08:17:23,110.3405,19.9977,110.3719,20.0119,2017,5,1
3459,425910,17592367830852,2017-05-01 08:30:52,2017-05-01 08:26:55,110.3433,19.9841,110.2972,19.9978,2017,5,1
3461,425912,17592368466402,2017-05-01 09:04:08,2017-05-01 08:58:47,110.2885,20.0036,110.3575,20.0065,2017,5,1
3531,425982,17592368240647,2017-05-01 09:06:00,2017-05-01 08:56:50,110.3408,19.9956,110.3565,19.9987,2017,5,1
3532,425983,17592368251626,2017-05-01 08:51:31,2017-05-01 08:45:58,110.2811,20.0061,110.3312,19.9838,2017,5,1
3605,426056,17592368171916,0000-00-00 00:00:00,2017-05-01 08:42:47,110.2878,20.0048,110.3549,20.02,2017,5,1
3606,426057,17592368299170,2017-05-01 08:59:10,2017-05-01 08:55:42,110.2937,19.958,110.3467,20.0523,2017,5,1
3607,426058,17592368353656,2017-05-01 09:00:13,2017-05-01 08:55:09,110.3451,19.9868,110.3125,20.0237,2017,5,1
3724,426175,17592367581362,2017-05-01 08:05:45,2017-05-01 08:01:11,110.4634,19.9369,110.3059,20.024,2017,5,1
3801,426252,17592367885072,2017-05-01 08:29:42,2017-05-01 08:24:39,110.3487,20.0159,110.3603,20.0253,2017,5,1
3802,426253,17592368291819,2017-05-01 08:57:41,2017-05-01 08:54:12,110.3248,20.0226,110.3441,19.9863,2017,5,1
3857,426308,17592367980928,2017-05-01 08:37:26,2017-05-01 08:33:20,110.4922,19.9787,110.4384,19.9652,2017,5,1
3858,426309,17592368033396,2017-05-01 08:52:37,2017-05-01 08:44:13,110.3438,20.0315,110.3013,20.0129,2017,5,1
3859,426310,17592368471422,2017-05-01 09:02:56,2017-05-01 08:59:49,110.3217,20.0135,110.305,19.9961,2017,5,1
3936,426387,17592367527010,2017-05-01 08:05:12,2017-05-01 08:01:56,110.3388,20.0594,110.3523,19.9943,2017,5,1
3937,426388,17592367920520,2017-05-01 08:34:47,2017-05-01 08:32:38,110.3189,20.0249,110.3575,20.0212,2017,5,1
3938,426389,17592368124338,2017-05-01 08:49:20,2017-05-01 08:43:22,110.2233,20.008,110.2845,20.0138,2017,5,1
3992,426443,17592365435488,2017-05-01 08:28:09,2017-05-01 08:40:00,110.3428,19.9868,110.337,20.0498,2017,5,1
3999,426450,17592368235463,2017-05-01 09:01:02,2017-05-01 08:55:46,110.3677,20.0392,110.3541,19.9941,2017,5,1
4078,426529,17592367993424,2017-05-01 08:38:39,2017-05-01 08:35:59,110.3507,19.9868,110.345,20.0659,2017,5,1
4144,426595,17592367963303,2017-05-01 08:36:49,2017-05-01 08:29:28,110.3409,20.0015,110.2956,20.0157,2017,5,1
4293,426744,17592367669962,0000-00-00 00:00:00,2017-05-01 08:20:00,110.3543,20.0024,110.5704,19.624,2017,5,1
4294,426745,17592367979845,2017-05-01 08:42:23,2017-05-01 08:40:08,110.4634,19.9369,110.4369,19.9672,2017,5,1
4359,426810,17592367684507,0000-00-00 00:00:00,2017-05-01 08:03:22,110.3347,20.0329,110.2833,20.0072,2017,5,1
4360,426811,17592367828674,2017-05-01 08:29:51,2017-05-01 08:26:25,110.3527,20.0302,110.2822,20.0197,2017,5,1
4361,426812,17592367864109,2017-05-01 08:34:26,2017-05-01 08:31:25,110.3576,19.9987,110.3688,19.9838,2017,5,1
4437,426888,17592368009407,2017-05-01 08:40:58,2017-05-01 08:39:20,110.4634,19.9369,110.3769,19.9897,2017,5,1
4438,426889,17592368026560,2017-05-01 08:48:45,2017-05-01 08:42:49,110.368,20.0129,110.3089,20.0021,2017,5,1
4495,426946,17592368017528,2017-05-01 08:44:52,2017-05-01 08:40:58,110.3417,20.0604,110.3235,20.0465,2017,5,1
4496,426947,17592368172794,2017-05-01 08:47:27,2017-05-01 08:42:58,110.3767,20.0148,110.3365,20.0506,2017,5,1
4497,426948,17592368181995,2017-05-01 08:51:56,2017-05-01 08:44:50,110.2813,20.0093,110.3439,20.0387,2017,5,1
4567,427018,17592367828780,2017-05-01 08:31:13,2017-05-01 08:26:26,110.2976,20.0213,110.3584,19.9959,2017,5,1
4569,427020,17592368282950,0000-00-00 00:00:00,2017-05-01 08:52:22,110.3616,20.0019,110.4017,19.9872,2017,5,1
4641,427092,17592367937873,2017-05-01 08:43:46,2017-05-01 08:36:41,110.327,20.0226,110.3143,20.018,2017,5,1
4642,427093,17592367959951,2017-05-01 08:37:29,2017-05-01 08:28:43,110.307,20.0102,110.2869,19.982,2017,5,1
4708,427159,17592367610026,2017-05-01 08:10:51,2017-05-01 08:08:43,110.3064,20.0258,110.3576,20.0199,2017,5,1
4780,427231,17592367930927,2017-05-01 08:39:25,2017-05-01 08:34:52,110.3003,20.0217,110.3399,19.9851,2017,5,1
4781,427232,17592367979359,2017-05-01 08:36:19,2017-05-01 08:33:00,110.3458,20.0024,110.3293,20.0184,2017,5,1
4851,427302,17592368062237,2017-05-01 08:52:36,2017-05-01 08:47:38,110.3022,20.0159,110.341,20.0225,2017,5,1
4911,427362,17592367594067,2017-05-01 08:09:55,2017-05-01 08:04:35,110.4847,19.9677,110.4634,19.9369,2017,5,1
4912,427363,17592367724228,2017-05-01 08:15:54,2017-05-01 08:13:31,110.3341,20.0319,110.3623,20.0254,2017,5,1
4913,427364,17592368086459,2017-05-01 08:38:17,2017-05-01 08:35:33,110.3405,20.0036,110.3319,19.9767,2017,5,1
4914,427365,17592368238818,2017-05-01 08:57:44,2017-05-01 08:56:27,110.3433,19.9836,110.3345,20.037,2017,5,1
5033,427484,17592367965321,2017-05-01 08:42:44,2017-05-01 08:39:09,110.3374,20.009,110.2966,20.0262,2017,5,1
5108,427559,17592368135173,2017-05-01 09:00:28,2017-05-01 08:52:01,110.3419,19.9777,110.3759,20.0272,2017,5,1
5191,427642,17592367555169,0000-00-00 00:00:00,2017-05-01 08:07:28,110.2842,20.0071,110.2083,20.0033,2017,5,1
5192,427643,17592367820536,0000-00-00 00:00:00,2017-05-01 08:24:31,110.4634,19.9369,110.3417,20.0604,2017,5,1
5193,427644,17592368039489,2017-05-01 08:52:51,2017-05-01 08:44:11,110.3159,20.0337,110.3536,19.9928,2017,5,1
5194,427645,17592368151608,2017-05-01 08:43:31,2017-05-01 08:38:39,110.3594,20.0166,110.347,19.9902,2017,5,1
5255,427706,17592367739937,0000-00-00 00:00:00,2017-05-01 08:24:49,110.3425,20.0301,110.3307,20.0132,2017,5,1
5256,427707,17592367841726,2017-05-01 08:34:27,2017-05-01 08:29:22,110.3394,20.0297,110.3681,20.0121,2017,5,1
5312,427763,17592368357432,2017-05-01 08:58:46,2017-05-01 08:55:56,110.344,20.0281,110.2899,20.0131,2017,5,1
5376,427827,17592367677443,2017-05-01 08:03:30,2017-05-01 08:01:28,110.447,19.9909,110.4367,19.9674,2017,5,1
5377,427828,17592368085199,2017-05-01 08:41:53,2017-05-01 08:35:18,110.3655,20.0413,110.3415,20.0535,2017,5,1
5429,427880,17592367753202,2017-05-01 08:14:31,2017-05-01 08:08:07,110.3419,20.0299,110.351,19.9899,2017,5,1
5497,427948,17592367714045,2017-05-01 08:27:33,2017-05-01 08:22:48,110.3544,19.9656,110.3461,20.053,2017,5,1
5498,427949,17592368006655,2017-05-01 08:42:52,2017-05-01 08:38:46,110.2848,20.0168,110.3449,19.9987,2017,5,1
5499,427950,17592368134918,2017-05-01 08:50:44,2017-05-01 08:45:31,110.3455,19.9862,110.3575,19.9971,2017,5,1
5568,428019,17592367822139,2017-05-01 08:27:45,2017-05-01 08:24:53,110.3602,20.0471,110.3618,20.0306,2017,5,1
5569,428020,17592367889742,2017-05-01 08:36:03,2017-05-01 08:25:44,110.3321,19.9133,110.3313,19.983,2017,5,1
5621,428072,17592367713393,2017-05-01 08:25:57,2017-05-01 08:22:45,110.2419,20.0281,110.3028,20.0216,2017,5,1
5622,428073,17592368152428,2017-05-01 08:47:55,2017-05-01 08:38:49,110.3022,20.0246,110.3226,20.0247,2017,5,1
5623,428074,17592368357255,2017-05-01 09:00:54,2017-05-01 08:55:54,110.3502,20.0256,110.2484,20.0201,2017,5,1
5698,428149,17592368449222,2017-05-01 09:04:29,2017-05-01 08:55:16,110.2925,20.0296,110.2637,20.0058,2017,5,1
5761,428212,17592367672340,2017-05-01 08:06:10,2017-05-01 08:00:04,110.3444,19.984,110.3039,20.0051,2017,5,1
5838,428289,17592367586717,2017-05-01 08:12:00,2017-05-01 08:10:08,110.2897,20.0127,110.3204,19.9939,2017,5,1
5839,428290,17592367634140,2017-05-01 08:18:06,2017-05-01 08:14:45,110.3377,20.039,110.3428,20.0219,2017,5,1
5840,428291,17592367910486,2017-05-01 08:33:43,2017-05-01 08:30:26,110.3272,19.9985,110.3518,19.9891,2017,5,1
5841,428292,17592367932684,2017-05-01 08:39:55,2017-05-01 08:35:14,110.3159,20.0337,110.3069,20.0139,2017,5,1
5842,428293,17592368240549,2017-05-01 08:58:12,2017-05-01 08:54:01,110.3526,19.9999,110.389,19.9685,2017,5,1
5843,428294,17592368448283,2017-05-01 09:00:51,2017-05-01 08:55:04,110.3153,20.0173,110.3244,19.9959,2017,5,1
5902,428353,17592367705681,2017-05-01 08:24:43,2017-05-01 08:22:09,110.4271,19.9733,110.3748,20.0113,2017,5,1
5903,428354,17592368129461,2017-05-01 08:57:29,2017-05-01 08:52:14,110.3384,20.0117,110.3022,20.0057,2017,5,1
5904,428355,17592368455488,2017-05-01 09:01:13,2017-05-01 08:56:33,110.3254,20.0213,110.3346,19.9891,2017,5,1
6027,428478,17592367600571,2017-05-01 08:12:06,2017-05-01 08:06:16,110.3433,19.9836,110.3606,19.993,2017,5,1
6028,428479,17592367787116,2017-05-01 08:21:27,2017-05-01 08:16:33,110.2821,20.0197,110.2704,20.0182,2017,5,1
6029,428480,17592367804269,2017-05-01 08:24:49,2017-05-01 08:23:12,110.1625,20.0274,110.3253,20.0453,2017,5,1
6030,428481,17592367831632,2017-05-01 08:29:36,2017-05-01 08:27:05,110.3488,19.9183,110.2971,19.9812,2017,5,1
6031,428482,17592368056519,2017-05-01 08:33:05,2017-05-01 08:29:04,110.3793,19.9652,110.3674,20.025,2017,5,1
6032,428483,17592368124242,2017-05-01 08:46:29,2017-05-01 08:43:21,110.2878,20.0048,110.3549,20.02,2017,5,1
6033,428484,17592368168638,2017-05-01 08:45:08,2017-05-01 08:42:07,110.3484,20.003,110.3294,20.0063,2017,5,1
6082,428533,17592367995202,2017-05-01 08:39:17,2017-05-01 08:36:22,110.3041,19.9761,110.302,20.02,2017,5,1
6083,428534,17592368105063,2017-05-01 08:42:28,2017-05-01 08:39:27,110.3332,20.0297,110.3218,20.0225,2017,5,1
6084,428535,17592368146432,2017-05-01 08:40:14,2017-05-01 08:37:33,110.3218,20.0268,110.3645,19.9884,2017,5,1
6153,428604,17592368289871,2017-05-01 08:59:25,2017-05-01 08:53:47,110.3434,19.9834,110.2833,20.0194,2017,5,1
6234,428685,17592368098053,0000-00-00 00:00:00,2017-05-01 08:50:06,110.2629,20.0246,110.2831,20.0072,2017,5,1
6235,428686,17592368307036,2017-05-01 09:02:48,2017-05-01 08:57:19,110.367,19.9884,110.3667,20.0194,2017,5,1
6463,428914,17592367786785,2017-05-01 08:26:44,2017-05-01 08:21:50,110.4946,19.9628,110.4658,19.9405,2017,5,1
6464,428915,17592367972441,2017-05-01 08:44:31,2017-05-01 08:39:37,110.341,19.9871,110.3682,19.9861,2017,5,1
6465,428916,17592368261015,2017-05-01 08:55:55,2017-05-01 08:47:52,110.3182,20.0287,110.3397,20.0475,2017,5,1
6528,428979,17592368260124,2017-05-01 08:50:06,2017-05-01 08:47:41,110.3019,20.019,110.2488,20.0201,2017,5,1
6529,428980,17592368276268,2017-05-01 08:56:34,2017-05-01 08:51:00,110.3187,20.0669,110.3531,20.0524,2017,5,1
6616,429067,17592367696183,0000-00-00 00:00:00,2017-05-01 08:06:25,110.3025,20.0184,110.3154,20.023,2017,5,1
6617,429068,17592367933298,2017-05-01 08:46:08,2017-05-01 08:35:21,110.2581,19.9393,110.3498,20.037,2017,5,1
6690,429141,17592367524796,2017-05-01 08:03:36,2017-05-01 08:01:21,110.3205,20.0239,110.3748,20.0216,2017,5,1
6691,429142,17592367866847,0000-00-00 00:00:00,2017-05-01 08:20:22,110.3444,19.984,110.3203,19.9884,2017,5,1
6763,429214,17592367543110,2017-05-01 08:09:22,2017-05-01 08:06:11,110.3318,19.9768,110.3667,20.008,2017,5,1
6764,429215,17592367562281,2017-05-01 08:15:10,2017-05-01 08:08:05,110.2878,20.0048,110.3247,20.0213,2017,5,1
6765,429216,17592367883023,2017-05-01 08:26:09,2017-05-01 08:24:10,110.3305,19.9159,110.3339,20.0229,2017,5,1
6829,429280,17592367675302,2017-05-01 08:06:49,2017-05-01 08:00:52,110.3511,20.0629,110.3129,20.0257,2017,5,1
6830,429281,17592368061749,2017-05-01 08:51:16,2017-05-01 08:47:36,110.3492,20.0536,110.338,20.0105,2017,5,1
6831,429282,17592368092019,0000-00-00 00:00:00,2017-05-01 08:36:44,110.2835,20.0135,110.3439,20.0224,2017,5,1
6905,429356,17592368471563,2017-05-01 09:08:08,2017-05-01 08:59:50,110.2592,19.9359,110.2908,20.0238,2017,5,1
6996,429447,17592367849218,2017-05-01 08:17:27,2017-05-01 08:16:05,110.3565,20.0089,110.3794,19.993,2017,5,1
6997,429448,17592368054934,2017-05-01 08:35:48,2017-05-01 08:28:42,110.3161,19.9931,110.3499,20.0281,2017,5,1
7066,429517,17592367438018,2017-05-01 08:10:09,2017-05-01 08:10:00,110.278,19.9782,110.1677,20.0258,2017,5,1
7067,429518,17592367846663,2017-05-01 08:25:16,2017-05-01 08:15:28,110.354,20.0438,110.3784,20.0236,2017,5,1
7068,429519,17592368238035,2017-05-01 09:12:19,2017-05-01 08:56:17,110.5985,19.8662,110.3412,20.0488,2017,5,1
7148,429599,17592368002050,2017-05-01 08:46:56,2017-05-01 08:37:48,110.3203,20.0233,110.3096,20.0166,2017,5,1
7149,429600,17592368044428,2017-05-01 08:28:20,2017-05-01 08:26:19,110.3583,19.9878,110.4016,20.0152,2017,5,1
7150,429601,17592368105857,2017-05-01 08:57:39,2017-05-01 08:50:37,110.3465,20.017,110.3626,20.0422,2017,5,1
7212,429663,17592368221893,2017-05-01 08:59:16,2017-05-01 08:52:44,110.3294,20.0211,110.3261,20.0387,2017,5,1
7275,429726,17592367518741,2017-05-01 08:07:15,2017-05-01 08:03:35,110.375,20.0173,110.3336,20.0681,2017,5,1
7276,429727,17592367829513,0000-00-00 00:00:00,2017-05-01 08:25:09,110.341,20.0355,110.3311,20.0327,2017,5,1
7277,429728,17592367876816,2017-05-01 08:24:43,2017-05-01 08:22:43,110.3149,19.9891,110.2686,20.0162,2017,5,1
7278,429729,17592367982761,2017-05-01 08:44:39,2017-05-01 08:40:20,110.3779,19.9849,110.336,19.9901,2017,5,1
7279,429730,17592368206879,2017-05-01 08:55:03,2017-05-01 08:49:54,110.3057,20.018,110.3331,20.0113,2017,5,1
7339,429790,17592368468244,2017-05-01 09:01:18,2017-05-01 08:59:10,110.3405,19.9977,110.328,20.0202,2017,5,1
7407,429858,17592367637861,2017-05-01 08:18:09,2017-05-01 08:14:24,110.3198,20.0716,110.3464,20.0661,2017,5,1
7408,429859,17592368159634,0000-00-00 00:00:00,2017-05-01 08:40:17,110.3433,19.9841,110.3142,19.9953,2017,5,1
7409,429860,17592368275549,0000-00-00 00:00:00,2017-05-01 08:59:43,110.2592,19.9359,110.2083,20.0224,2017,5,1
7492,429943,17592367875036,2017-05-01 08:27:14,2017-05-01 08:22:18,110.3188,20.0323,110.3216,20.0616,2017,5,1
7566,430017,17592368051732,2017-05-01 08:37:03,2017-05-01 08:27:58,110.4634,19.9369,110.3383,20.0645,2017,5,1
7567,430018,17592368100164,2017-05-01 08:40:19,2017-05-01 08:38:26,110.4621,19.9389,110.4775,19.9418,2017,5,1
7637,430088,17592367561397,2017-05-01 08:10:44,2017-05-01 08:08:00,110.3124,20.0277,110.3019,20.017,2017,5,1
7638,430089,17592367804566,0000-00-00 00:00:00,2017-05-01 08:20:46,110.3037,19.9737,110.3538,20.0438,2017,5,1
