,Unnamed: 0,dwv_order_make_haikou_1.order_id,dwv_order_make_haikou_1.arrive_time,dwv_order_make_haikou_1.departure_time,dwv_order_make_haikou_1.dest_lng,dwv_order_make_haikou_1.dest_lat,dwv_order_make_haikou_1.starting_lng,dwv_order_make_haikou_1.starting_lat,dwv_order_make_haikou_1.year,dwv_order_make_haikou_1.month,dwv_order_make_haikou_1.day
35149,457600,17592368024624,2017-05-01 08:45:23,2017-05-01 08:42:25,110.3601,20.0435,110.3456,20.0527,2017,5,1
35231,457682,17592367791666,2017-05-01 08:20:20,2017-05-01 08:17:39,110.3521,19.9871,110.3203,19.9899,2017,5,1
35303,457754,17592367741373,2017-05-01 08:28:04,2017-05-01 08:24:55,110.3405,19.9977,110.341,19.9923,2017,5,1
35304,457755,17592368357752,2017-05-01 09:00:41,2017-05-01 08:56:00,110.4053,19.9976,110.3316,19.994,2017,5,1
35353,457804,17592367727189,2017-05-01 08:26:48,2017-05-01 08:23:50,110.3487,20.0159,110.3304,20.0133,2017,5,1
35354,457805,17592368283268,2017-05-01 08:56:00,2017-05-01 08:52:27,110.3198,20.0713,110.3211,20.0627,2017,5,1
35355,457806,17592368320601,0000-00-00 00:00:00,2017-05-01 08:51:13,110.3453,19.9987,110.3433,19.9841,2017,5,1
35430,457881,17592367803074,2017-05-01 08:27:51,2017-05-01 08:20:25,110.3321,19.9133,110.3556,19.9965,2017,5,1
35558,458009,17592367723485,0000-00-00 00:00:00,2017-05-01 08:23:32,110.2581,19.9393,110.3752,19.9819,2017,5,1
35636,458087,17592367679204,2017-05-01 08:06:12,2017-05-01 08:01:56,110.2943,20.0221,110.3223,20.0009,2017,5,1
35637,458088,17592367791323,2017-05-01 08:20:49,2017-05-01 08:17:35,110.3254,20.0453,110.2878,20.0118,2017,5,1
35638,458089,17592368121146,2017-05-01 08:50:37,2017-05-01 08:42:43,110.3362,20.0243,110.3823,20.0202,2017,5,1
35700,458151,17592367773430,2017-05-01 08:16:53,2017-05-01 08:13:12,110.3389,19.9987,110.3205,20.0276,2017,5,1
35701,458152,17592368279948,2017-05-01 08:52:41,2017-05-01 08:51:46,110.3428,19.9868,110.2814,20.01,2017,5,1
35766,458217,17592367975249,2017-05-01 08:42:16,2017-05-01 08:39:49,110.3425,20.0301,110.4014,20.0158,2017,5,1
35907,458358,17592367682874,0000-00-00 00:00:00,2017-05-01 08:02:56,110.2592,19.9359,110.3286,20.0655,2017,5,1
35908,458359,17592368181200,0000-00-00 00:00:00,2017-05-01 08:44:40,110.3364,20.0506,110.357,20.025,2017,5,1
36203,458654,17592367790567,2017-05-01 08:17:35,2017-05-01 08:17:24,110.3366,20.0697,110.3098,20.0077,2017,5,1
36204,458655,17592368011538,2017-05-01 08:43:26,2017-05-01 08:39:45,110.3775,19.9849,110.3339,20.0314,2017,5,1
36280,458731,17592368126978,2017-05-01 08:49:24,2017-05-01 08:43:55,110.3513,20.0305,110.3535,20.0216,2017,5,1
36343,458794,17592367639985,2017-05-01 08:25:38,2017-05-01 08:14:34,110.2898,20.0131,110.2967,19.9983,2017,5,1
36344,458795,17592367893244,2017-05-01 08:30:57,2017-05-01 08:26:32,110.4634,19.9369,110.3307,19.9956,2017,5,1
36345,458796,17592368271739,2017-05-01 08:55:13,2017-05-01 08:50:05,110.3232,20.0242,110.3605,20.0403,2017,5,1
36405,458856,17592367531166,2017-05-01 08:05:43,2017-05-01 08:03:03,110.3337,20.0299,110.3213,20.0328,2017,5,1
36406,458857,17592367693735,0000-00-00 00:00:00,2017-05-01 08:05:47,110.3631,20.0539,110.3226,20.0012,2017,5,1
36407,458858,17592367732077,2017-05-01 08:27:12,2017-05-01 08:24:12,110.2864,20.0154,110.2785,19.9842,2017,5,1
36408,458859,17592368143749,0000-00-00 00:00:00,2017-05-01 08:53:13,110.4329,19.9667,110.4501,19.9418,2017,5,1
36488,458939,17592368064000,2017-05-01 08:32:22,2017-05-01 08:30:44,110.3366,20.0697,110.3171,20.0556,2017,5,1
36489,458940,17592368209416,2017-05-01 08:55:30,2017-05-01 08:50:25,110.1979,20.0576,110.1888,20.0444,2017,5,1
36558,459009,17592368266930,2017-05-01 08:52:24,2017-05-01 08:49:05,110.3432,20.0311,110.3594,20.0382,2017,5,1
36616,459067,17592367823007,2017-05-01 08:33:58,2017-05-01 08:25:06,110.2838,19.9963,110.3275,20.037,2017,5,1
36617,459068,17592368047894,0000-00-00 00:00:00,2017-05-01 08:27:06,110.3183,20.0323,110.283,19.996,2017,5,1
36618,459069,17592368284000,2017-05-01 08:53:52,2017-05-01 08:52:35,110.3481,19.9203,110.4369,19.9672,2017,5,1
36689,459140,17592367909736,0000-00-00 00:00:00,2017-05-01 08:30:16,110.4634,19.9369,110.3514,19.9901,2017,5,1
36763,459214,17592367784650,2017-05-01 08:18:03,2017-05-01 08:15:57,110.2878,20.0048,110.3543,20.0026,2017,5,1
36764,459215,17592368091506,2017-05-01 08:39:24,2017-05-01 08:36:38,110.3715,20.0166,110.287,20.0072,2017,5,1
36825,459276,17592368019934,2017-05-01 08:46:23,2017-05-01 08:41:28,110.3604,20.0401,110.3402,20.0615,2017,5,1
36890,459341,17592368073531,2017-05-01 08:35:50,2017-05-01 08:32:49,110.2073,20.0354,110.2033,20.0489,2017,5,1
36966,459417,17592367630581,2017-05-01 08:21:11,2017-05-01 08:13:47,110.3134,19.9967,110.3638,20.0357,2017,5,1
36967,459418,17592368042373,2017-05-01 08:49:01,2017-05-01 08:44:23,110.3406,19.9596,110.3366,20.0375,2017,5,1
37038,459489,17592367728687,0000-00-00 00:00:00,2017-05-01 08:14:37,110.29,20.012,110.4618,19.9395,2017,5,1
37039,459490,17592368126353,2017-05-01 08:59:19,2017-05-01 08:52:02,110.3425,20.0301,110.3196,20.0565,2017,5,1
37106,459557,17592368077971,2017-05-01 08:39:26,2017-05-01 08:33:46,110.3405,20.0396,110.2744,19.9844,2017,5,1
37166,459617,17592360594114,2017-05-01 08:00:19,2017-05-01 08:00:00,110.3433,19.9836,110.3743,20.0081,2017,5,1
37171,459622,17592367622808,0000-00-00 00:00:00,2017-05-01 08:11:57,110.3417,20.0604,110.3425,20.0569,2017,5,1
37172,459623,17592367728753,2017-05-01 08:28:44,2017-05-01 08:23:57,110.3689,20.0675,110.3576,20.067,2017,5,1
37173,459624,17592367860932,2017-05-01 08:21:24,2017-05-01 08:18:56,110.2897,20.0127,110.3405,20.0014,2017,5,1
37174,459625,17592367948715,2017-05-01 08:29:07,2017-05-01 08:26:10,110.3366,20.0697,110.368,19.9985,2017,5,1
37175,459626,17592368127428,0000-00-00 00:00:00,2017-05-01 08:44:00,110.3488,19.9183,110.2943,19.9797,2017,5,1
37237,459688,17592368079131,2017-05-01 08:36:46,2017-05-01 08:34:00,110.302,20.0248,110.3644,20.019,2017,5,1
37298,459749,17592367721065,2017-05-01 08:30:00,2017-05-01 08:23:21,110.3372,20.0378,110.4658,19.9405,2017,5,1
37299,459750,17592368168172,2017-05-01 08:47:43,2017-05-01 08:42:01,110.3183,20.0323,110.3449,20.0364,2017,5,1
37300,459751,17592368253817,2017-05-01 09:03:09,2017-05-01 08:58:15,110.3444,19.984,110.3681,20.0293,2017,5,1
37368,459819,17592367799976,0000-00-00 00:00:00,2017-05-01 08:19:40,110.3696,19.9942,110.2987,19.9984,2017,5,1
37615,460066,17592368152143,2017-05-01 08:40:49,2017-05-01 08:38:45,110.2145,20.0044,110.3587,20.0078,2017,5,1
37684,460135,17592367522487,0000-00-00 00:00:00,2017-05-01 08:00:42,110.341,20.0316,110.3564,20.0736,2017,5,1
37685,460136,17592367775746,2017-05-01 08:21:44,2017-05-01 08:13:46,110.3408,19.9908,110.318,20.0187,2017,5,1
37686,460137,17592367795926,2017-05-01 08:23:01,2017-05-01 08:18:41,110.3254,20.0031,110.3415,20.0509,2017,5,1
37687,460138,17592367950303,2017-05-01 08:31:28,2017-05-01 08:26:31,110.1954,20.0579,110.3047,20.0163,2017,5,1
37688,460139,17592368220715,2017-05-01 08:58:11,2017-05-01 08:52:44,110.2991,20.018,110.3051,20.0233,2017,5,1
37689,460140,17592368251994,2017-05-01 08:49:34,2017-05-01 08:46:02,110.3418,20.0132,110.3419,20.0559,2017,5,1
37753,460204,17592367743576,2017-05-01 08:27:07,2017-05-01 08:18:14,110.4634,19.9369,110.3463,20.0186,2017,5,1
37754,460205,17592367930361,2017-05-01 08:38:51,2017-05-01 08:36:09,110.1586,20.0561,110.191,20.0476,2017,5,1
37755,460206,17592367962649,2017-05-01 08:51:47,2017-05-01 08:38:58,110.4634,19.9369,110.3007,20.0172,2017,5,1
37834,460285,17592367842459,2017-05-01 08:31:52,2017-05-01 08:29:32,110.2794,19.979,110.3178,20.0285,2017,5,1
37835,460286,17592368087646,2017-05-01 08:40:31,2017-05-01 08:35:49,110.3265,20.0297,110.3025,20.0223,2017,5,1
37975,460426,17592368047645,2017-05-01 08:48:22,2017-05-01 08:46:39,110.19,20.0494,110.2038,20.0552,2017,5,1
37976,460427,17592368071861,2017-05-01 08:56:13,2017-05-01 08:48:18,110.4634,19.9369,110.3154,20.023,2017,5,1
38039,460490,17592367923633,2017-05-01 08:37:17,2017-05-01 08:35:41,110.3433,19.9841,110.3327,20.0681,2017,5,1
38040,460491,17592368240579,2017-05-01 09:00:59,2017-05-01 08:56:49,110.3433,19.9841,110.369,19.978,2017,5,1
38119,460570,17592367828857,2017-05-01 08:30:26,2017-05-01 08:25:06,110.3408,20.0245,110.3731,20.009,2017,5,1
38120,460571,17592367992315,2017-05-01 08:37:01,2017-05-01 08:35:45,110.2867,20.019,110.3661,20.0068,2017,5,1
38121,460572,17592368050957,2017-05-01 08:49:40,2017-05-01 08:46:53,110.3405,19.9979,110.3009,20.0148,2017,5,1
38122,460573,17592368166992,2017-05-01 08:48:29,2017-05-01 08:41:47,110.3306,19.9952,110.3051,20.0013,2017,5,1
38211,460662,17592368184508,2017-05-01 08:47:47,2017-05-01 08:45:20,110.3073,20.0138,110.3341,20.0319,2017,5,1
38350,460801,17592368041483,2017-05-01 08:50:28,2017-05-01 08:45:51,110.3225,19.9961,110.2828,20.0136,2017,5,1
38480,460931,17592367912532,2017-05-01 08:34:50,2017-05-01 08:30:53,110.4634,19.9369,110.3639,19.9862,2017,5,1
38481,460932,17592368096050,0000-00-00 00:00:00,2017-05-01 08:37:35,110.3407,19.9896,110.3504,20.0325,2017,5,1
38542,460993,17592388290176,0000-00-00 00:00:00,2017-05-02 08:20:00,110.3461,20.03,110.3309,20.0523,2017,5,1
38553,461004,17592368161754,0000-00-00 00:00:00,2017-05-01 08:40:43,110.29,20.012,110.3616,20.0369,2017,5,1
38555,461006,17592368361656,2017-05-01 08:58:56,2017-05-01 08:56:48,110.3437,20.031,110.3154,20.023,2017,5,1
38556,461007,17592368364683,2017-05-01 09:01:30,2017-05-01 08:57:26,110.2951,19.9983,110.2899,20.0131,2017,5,1
38557,461008,17592368449319,2017-05-01 09:00:39,2017-05-01 08:55:17,110.3444,20.069,110.2933,20.0252,2017,5,1
38622,461073,17592367554457,2017-05-01 08:08:30,2017-05-01 08:07:24,110.3608,20.0103,110.372,20.0328,2017,5,1
38685,461136,17592367895673,0000-00-00 00:00:00,2017-05-01 08:33:42,110.3365,20.0405,110.2998,20.0144,2017,5,1
38686,461137,17592367991408,2017-05-01 08:40:19,2017-05-01 08:35:33,110.3428,20.0303,110.3612,20.0106,2017,5,1
38687,461138,17592368118662,2017-05-01 08:43:40,2017-05-01 08:42:12,110.2467,19.769,110.3266,20.0615,2017,5,1
38688,461139,17592368187154,2017-05-01 08:51:54,2017-05-01 08:45:52,110.2878,20.0048,110.3159,20.0167,2017,5,1
38761,461212,17592368001619,2017-05-01 08:42:18,2017-05-01 08:37:43,110.3159,20.0337,110.3722,20.0251,2017,5,1
38833,461284,17592367319745,2017-05-01 07:56:31,2017-05-01 08:10:00,110.3417,20.0604,110.3665,20.0089,2017,5,1
38834,461285,17592367356189,0000-00-00 00:00:00,2017-05-01 08:10:00,110.3433,19.9841,110.2788,19.9528,2017,5,1
38837,461288,17592368347027,2017-05-01 09:02:37,2017-05-01 08:53:48,110.271,19.9967,110.2776,20.0018,2017,5,1
38899,461350,17592387204228,0000-00-00 00:00:00,2017-05-02 08:30:00,110.3445,19.9835,110.3941,20.0538,2017,5,1
38912,461363,17592368254157,2017-05-01 09:04:09,2017-05-01 08:58:16,110.3679,20.0363,110.3446,20.0413,2017,5,1
38984,461435,17592367791408,2017-05-01 08:21:31,2017-05-01 08:17:36,110.3607,20.008,110.3361,20.0394,2017,5,1
39108,461559,17592367616367,0000-00-00 00:00:00,2017-05-01 08:10:19,110.187,20.0426,110.199,20.0112,2017,5,1
39109,461560,17592367978598,2017-05-01 08:37:50,2017-05-01 08:32:50,110.3183,20.0323,110.3019,20.0091,2017,5,1
39110,461561,17592367994742,2017-05-01 08:37:29,2017-05-01 08:36:00,110.462,19.9394,110.451,19.9419,2017,5,1
39177,461628,17592367542850,2017-05-01 08:08:59,2017-05-01 08:06:08,110.3428,19.9868,110.4721,19.9822,2017,5,1
39178,461629,17592368095662,2017-05-01 08:39:06,2017-05-01 08:37:29,110.3378,20.0376,110.3162,20.0552,2017,5,1
39262,461713,17592367831944,2017-05-01 08:29:10,2017-05-01 08:27:09,110.2989,20.0126,110.319,20.0685,2017,5,1
39263,461714,17592368099209,2017-05-01 08:51:01,2017-05-01 08:50:10,110.3224,20.0009,110.3354,19.9952,2017,5,1
39344,461795,17592368024847,2017-05-01 08:45:20,2017-05-01 08:42:28,110.3608,20.0103,110.3621,20.0298,2017,5,1
39418,461869,17592367890723,2017-05-01 08:29:36,2017-05-01 08:25:57,110.2871,20.0124,110.3713,20.0134,2017,5,1
39419,461870,17592368224822,2017-05-01 09:08:16,2017-05-01 08:53:35,110.3405,20.0015,110.31,20.0132,2017,5,1
39420,461871,17592368311476,2017-05-01 09:03:16,2017-05-01 08:58:13,110.3068,20.0211,110.2616,20.0108,2017,5,1
39496,461947,17592367704227,2017-05-01 08:14:07,2017-05-01 08:08:30,110.3146,19.9975,110.3627,20.0019,2017,5,1
39497,461948,17592367751650,2017-05-01 08:10:35,2017-05-01 08:07:43,110.3647,20.0004,110.3192,19.9978,2017,5,1
39498,461949,17592367972621,2017-05-01 08:43:36,2017-05-01 08:39:38,110.4732,19.8718,110.4807,19.9418,2017,5,1
39499,461950,17592368262204,0000-00-00 00:00:00,2017-05-01 08:48:07,110.3419,19.9777,110.3365,20.0406,2017,5,1
39560,462011,17592363527038,2017-05-01 08:00:44,2017-05-01 08:00:00,110.3533,19.9786,110.2897,20.0127,2017,5,1
39566,462017,17592367833450,2017-05-01 08:31:06,2017-05-01 08:27:30,110.3433,19.9841,110.3206,20.0255,2017,5,1
39616,462067,17592367759230,2017-05-01 08:16:14,2017-05-01 08:09:39,110.3408,20.0245,110.2705,20.0038,2017,5,1
39617,462068,17592368190073,2017-05-01 08:54:06,2017-05-01 08:50:34,110.263,20.002,110.2016,20.0117,2017,5,1
39761,462212,17592368146583,2017-05-01 08:39:01,2017-05-01 08:37:35,110.4294,19.9688,110.381,19.9733,2017,5,1
39822,462273,17592360124145,2017-05-01 07:33:58,2017-05-01 08:00:00,110.3433,19.9841,110.2704,20.0124,2017,5,1
39825,462276,17592367530085,2017-05-01 08:09:24,2017-05-01 08:04:35,110.2982,20.0095,110.3203,19.9869,2017,5,1
39826,462277,17592368014405,2017-05-01 08:47:51,2017-05-01 08:42:28,110.3449,20.0494,110.3639,19.9887,2017,5,1
39888,462339,17592367487005,2017-05-01 08:05:24,2017-05-01 08:00:44,110.3306,19.9952,110.3398,20.0576,2017,5,1
39889,462340,17592368171996,2017-05-01 08:47:13,2017-05-01 08:42:48,110.3325,19.9967,110.3201,20.0294,2017,5,1
39942,462393,17592367560681,2017-05-01 08:14:04,2017-05-01 08:07:56,110.3362,20.024,110.3246,20.0639,2017,5,1
39943,462394,17592367718085,2017-05-01 08:27:46,2017-05-01 08:23:07,110.2897,20.0127,110.3748,20.0216,2017,5,1
40065,462516,17592365430832,0000-00-00 00:00:00,2017-05-02 08:50:00,110.3428,19.9868,110.337,20.0498,2017,5,1
40068,462519,17592367590981,2017-05-01 08:14:23,2017-05-01 08:10:30,110.2994,20.0217,110.3498,20.0169,2017,5,1
40136,462587,17592367508393,2017-05-01 08:04:20,2017-05-01 08:02:41,110.3285,20.0467,110.3231,20.0655,2017,5,1
40137,462588,17592367589113,2017-05-01 08:12:55,2017-05-01 08:10:20,110.2618,20.0006,110.3398,20.0313,2017,5,1
40138,462589,17592367778805,2017-05-01 08:23:34,2017-05-01 08:21:12,110.2012,20.0118,110.2617,20.0003,2017,5,1
40210,462661,17592367898034,2017-05-01 08:38:25,2017-05-01 08:50:00,110.3433,19.9841,110.3335,20.0409,2017,5,1
40211,462662,17592367982670,2017-05-01 08:37:21,2017-05-01 08:33:43,110.3433,19.9841,110.3028,20.0218,2017,5,1
40212,462663,17592367984808,2017-05-01 08:37:11,2017-05-01 08:34:10,110.3425,20.0301,110.3444,19.9844,2017,5,1
40213,462664,17592368004988,2017-05-01 08:41:23,2017-05-01 08:38:25,110.3402,20.0398,110.3415,20.058,2017,5,1
40284,462735,17592367616524,2017-05-01 08:14:36,2017-05-01 08:10:22,110.337,20.0243,110.3262,20.0065,2017,5,1
40285,462736,17592367815297,2017-05-01 08:29:23,2017-05-01 08:24:03,110.3724,19.9753,110.2889,19.9788,2017,5,1
40345,462796,17592367731759,2017-05-01 08:25:09,2017-05-01 08:15:23,110.3321,19.977,110.3607,19.9964,2017,5,1
40346,462797,17592368140284,2017-05-01 08:51:59,2017-05-01 08:46:36,110.3337,20.0299,110.3726,20.0386,2017,5,1
40412,462863,17592368259515,2017-05-01 08:56:28,2017-05-01 08:47:34,110.3434,20.041,110.3259,20.0045,2017,5,1
40479,462930,17592368002462,2017-05-01 08:40:53,2017-05-01 08:37:53,110.3608,20.0103,110.3757,19.9955,2017,5,1
40480,462931,17592368142713,2017-05-01 08:54:48,2017-05-01 08:53:09,110.3433,19.9841,110.3481,19.9942,2017,5,1
40559,463010,17592368226569,2017-05-01 08:57:13,2017-05-01 08:53:03,110.4634,19.9369,110.3435,20.0321,2017,5,1
40621,463072,17592367731612,2017-05-01 08:28:05,2017-05-01 08:30:00,110.3488,19.9183,110.3492,19.9869,2017,5,1
40622,463073,17592367830494,2017-05-01 08:31:59,2017-05-01 08:26:50,110.3346,20.0328,110.3484,19.9899,2017,5,1
40623,463074,17592367859635,2017-05-01 08:37:42,2017-05-01 08:40:00,110.4634,19.9369,110.3382,20.0377,2017,5,1
40701,463152,17592368223143,2017-05-01 08:56:35,2017-05-01 08:53:14,110.33,19.9955,110.3009,19.9792,2017,5,1
40761,463212,17592368200959,2017-05-01 08:54:02,2017-05-01 08:48:41,110.29,20.0125,110.3721,20.0311,2017,5,1
40762,463213,17592368466206,2017-05-01 09:09:04,2017-05-01 08:58:45,110.3195,20.0394,110.3317,20.0097,2017,5,1
40829,463280,17592367648001,2017-05-01 08:21:40,2017-05-01 08:17:32,110.33,19.9955,110.3417,20.0272,2017,5,1
40830,463281,17592367893188,2017-05-01 08:31:08,2017-05-01 08:26:32,110.3419,19.9777,110.331,20.0247,2017,5,1
40909,463360,17592367571461,2017-05-01 08:09:18,2017-05-01 08:08:51,110.3819,20.0204,110.3555,20.0297,2017,5,1
40910,463361,17592367616986,2017-05-01 08:14:03,2017-05-01 08:10:29,110.4634,19.9369,110.3184,19.9913,2017,5,1
40911,463362,17592367750174,2017-05-01 08:11:52,2017-05-01 08:07:21,110.4633,19.9397,110.3523,19.987,2017,5,1
40912,463363,17592367928767,2017-05-01 08:41:25,2017-05-01 08:34:24,110.3138,20.0247,110.3157,19.9838,2017,5,1
40913,463364,17592368367562,2017-05-01 09:03:14,2017-05-01 08:58:01,110.2937,19.958,110.3224,20.0009,2017,5,1
40987,463438,17592367831970,2017-05-01 08:29:34,2017-05-01 08:27:10,110.4634,19.9369,110.3447,19.9835,2017,5,1
40988,463439,17592367856186,2017-05-01 08:24:19,2017-05-01 08:17:47,110.3387,20.0271,110.3505,20.0422,2017,5,1
40989,463440,17592368159895,2017-05-01 08:43:18,2017-05-01 08:40:20,110.4166,19.9397,110.3687,19.9891,2017,5,1
40990,463441,17592368457430,0000-00-00 00:00:00,2017-05-01 08:56:57,110.3487,20.0159,110.3365,20.0505,2017,5,1
41064,463515,17592367634332,2017-05-01 08:16:13,2017-05-01 08:14:48,110.3677,19.9819,110.3263,19.9835,2017,5,1
41065,463516,17592368000479,0000-00-00 00:00:00,2017-05-01 08:37:28,110.2859,20.0086,110.3439,20.0224,2017,5,1
41199,463650,17592367526495,2017-05-01 08:08:31,2017-05-01 08:01:48,110.5172,19.9751,110.4658,19.9405,2017,5,1
41200,463651,17592367684908,2017-05-01 08:08:19,2017-05-01 08:03:28,110.2046,20.0469,110.3401,19.9786,2017,5,1
41201,463652,17592367830204,2017-05-01 08:29:06,2017-05-01 08:26:46,110.3446,19.9981,110.2899,20.0131,2017,5,1
41257,463708,17592368243208,2017-05-01 09:06:37,2017-05-01 08:57:21,110.3477,20.0213,110.3341,20.0251,2017,5,1
41319,463770,17592368117252,2017-05-01 08:42:08,2017-05-01 08:41:56,110.3074,20.0065,110.311,19.9952,2017,5,1
41321,463772,17592368229131,2017-05-01 08:57:21,2017-05-01 08:54:27,110.3433,19.9841,110.3473,20.0483,2017,5,1
41375,463826,17592367967801,2017-05-01 08:49:24,2017-05-01 08:39:19,110.363,20.0241,110.3568,20.0262,2017,5,1
41376,463827,17592367986083,2017-05-01 08:37:44,2017-05-01 08:34:26,110.3358,20.0102,110.3,20.0012,2017,5,1
41377,463828,17592368035524,2017-05-01 08:47:05,2017-05-01 08:44:38,110.4634,19.9369,110.3396,20.0038,2017,5,1
41378,463829,17592368455268,2017-05-01 08:58:54,2017-05-01 08:56:30,110.3417,20.0445,110.3354,20.062,2017,5,1
41450,463901,17592367732847,2017-05-01 08:19:03,2017-05-01 08:15:38,110.3321,19.9133,110.3444,20.0376,2017,5,1
41525,463976,17592367523037,2017-05-01 08:05:51,2017-05-01 08:03:59,110.3816,19.9847,110.3266,20.0082,2017,5,1
41526,463977,17592367733029,2017-05-01 08:28:01,2017-05-01 08:24:17,110.2629,20.0246,110.2945,19.9862,2017,5,1
41527,463978,17592368177878,2017-05-01 08:48:34,2017-05-01 08:44:00,110.3366,20.0697,110.3473,20.063,2017,5,1
41583,464034,17592367675977,2017-05-01 08:22:01,2017-05-01 08:19:47,110.3269,19.9999,110.2839,20.0073,2017,5,1
41584,464035,17592367822282,2017-05-01 08:28:35,2017-05-01 08:24:55,110.3382,20.0377,110.283,20.0183,2017,5,1
41659,464110,17592367622392,2017-05-01 08:19:51,2017-05-01 08:11:50,110.4395,19.9644,110.4316,19.9474,2017,5,1
41660,464111,17592367747628,2017-05-01 08:09:58,2017-05-01 08:06:41,110.366,19.9822,110.334,19.9899,2017,5,1
41734,464185,17592368448978,2017-05-01 08:58:20,2017-05-01 08:55:12,110.3316,20.0096,110.3369,20.048,2017,5,1
41808,464259,17592367549961,2017-05-01 08:10:46,2017-05-01 08:07:01,110.3596,20.004,110.3443,20.0601,2017,5,1
41861,464312,17592367976922,2017-05-01 08:38:55,2017-05-01 08:32:29,110.2616,20.0112,110.3592,20.0291,2017,5,1
41862,464313,17592368366276,2017-05-01 08:59:42,2017-05-01 08:57:45,110.3318,20.0563,110.4923,19.9359,2017,5,1
41863,464314,17592368459104,2017-05-01 09:01:19,2017-05-01 08:57:18,110.3433,19.9841,110.3258,20.0321,2017,5,1
41947,464398,17592367876954,2017-05-01 08:25:04,2017-05-01 08:22:45,110.3556,20.0215,110.3544,20.0033,2017,5,1
41948,464399,17592368052640,2017-05-01 08:29:20,2017-05-01 08:28:11,110.3041,19.9945,110.3021,20.0266,2017,5,1
41949,464400,17592368072700,2017-05-01 08:39:10,2017-05-01 08:32:38,110.3463,20.005,110.3162,20.0106,2017,5,1
42100,464551,17592368272761,2017-05-01 09:05:37,2017-05-01 08:59:32,110.2897,20.0127,110.3523,20.0397,2017,5,1
42101,464552,17592368347427,2017-05-01 08:58:13,2017-05-01 08:53:53,110.3386,20.0556,110.2899,20.0131,2017,5,1
42159,464610,17592367711708,2017-05-01 08:14:32,2017-05-01 08:10:23,110.351,20.0235,110.3595,20.0136,2017,5,1
42160,464611,17592367836824,0000-00-00 00:00:00,2017-05-01 08:28:16,110.2878,20.0048,110.3388,19.9825,2017,5,1
42161,464612,17592367994348,2017-05-01 08:40:21,2017-05-01 08:36:11,110.3266,20.0054,110.2999,19.9953,2017,5,1
42224,464675,17592367859023,2017-05-01 08:21:21,2017-05-01 08:18:28,110.3444,19.9831,110.3677,20.0389,2017,5,1
42225,464676,17592367896476,2017-05-01 08:32:55,2017-05-01 08:27:17,110.2886,19.9576,110.329,20.0187,2017,5,1
42226,464677,17592367974049,2017-05-01 08:43:35,2017-05-01 08:39:44,110.3037,19.9737,110.2943,19.9797,2017,5,1
42227,464678,17592368128426,0000-00-00 00:00:00,2017-05-01 08:44:13,110.3071,20.0102,110.3372,20.0479,2017,5,1
42302,464753,17592367745231,2017-05-01 08:08:28,2017-05-01 08:06:03,110.2907,20.0377,110.3072,20.0123,2017,5,1
42303,464754,17592367894683,2017-05-01 08:29:04,2017-05-01 08:26:52,110.3382,20.0377,110.3652,19.9838,2017,5,1
42369,464820,17592367898681,2017-05-01 08:40:20,2017-05-01 08:31:25,110.2799,19.982,110.2721,19.9867,2017,5,1
42370,464821,17592368025935,2017-05-01 08:49:54,2017-05-01 08:42:41,110.3442,20.0378,110.2704,20.0182,2017,5,1
42371,464822,17592368448586,2017-05-01 09:00:07,2017-05-01 08:55:07,110.2947,19.9523,110.3627,20.0409,2017,5,1
42372,464823,17592368457667,2017-05-01 09:02:20,2017-05-01 08:57:00,110.2972,20.017,110.3023,20.0027,2017,5,1
42436,464887,17592367732579,2017-05-01 08:17:30,2017-05-01 08:15:34,110.282,20.008,110.2373,20.0361,2017,5,1
42437,464888,17592368147158,0000-00-00 00:00:00,2017-05-01 08:37:43,110.3332,20.0297,110.3222,20.0222,2017,5,1
42438,464889,17592368362195,2017-05-01 09:04:08,2017-05-01 08:56:55,110.361,20.0071,110.3768,20.0216,2017,5,1
42507,464958,17592367533903,0000-00-00 00:00:00,2017-05-01 08:03:47,110.3433,19.9841,110.3503,20.0025,2017,5,1
42508,464959,17592367614623,2017-05-01 08:16:15,2017-05-01 08:09:53,110.3475,20.0506,110.3717,20.0309,2017,5,1
42509,464960,17592367697361,0000-00-00 00:00:00,2017-05-01 08:21:30,110.3444,19.984,110.3203,19.9884,2017,5,1
42510,464961,17592367766093,2017-05-01 08:22:43,2017-05-01 08:20:11,110.3211,19.9951,110.3395,20.0047,2017,5,1
42511,464962,17592367795234,2017-05-01 08:21:30,2017-05-01 08:18:31,110.3433,19.9841,110.3509,20.008,2017,5,1
42636,465087,17592367613092,2017-05-01 08:14:14,2017-05-01 08:09:30,110.3368,20.0252,110.341,20.0531,2017,5,1
42695,465146,17592362425416,2017-05-01 08:22:27,2017-05-01 08:30:00,110.3644,19.9954,110.3152,20.0002,2017,5,1
42698,465149,17592368346228,2017-05-01 09:00:06,2017-05-01 08:53:38,110.3025,20.0184,110.3076,20.0332,2017,5,1
42769,465220,17592367747964,2017-05-01 08:10:11,2017-05-01 08:06:46,110.3257,19.9946,110.2616,20.0028,2017,5,1
42770,465221,17592368014220,2017-05-01 08:45:29,2017-05-01 08:40:19,110.3425,20.0301,110.3579,20.0402,2017,5,1
42771,465222,17592368148417,2017-05-01 08:51:23,2017-05-01 08:47:42,110.361,20.0071,110.3157,20.0238,2017,5,1
