node_id,name,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes
88,,1235028040,,,,,,,110.5514092,19.9103634,,,
89,,1108251689,,,,,,,110.581734,19.8808095,,,
90,,1108251649,,,,,,,110.5562401,19.91584,,,
91,,1108252166,,,,,,,110.5558258,19.9154858,,,
92,,1108252029,,,,,,,110.5538181,19.9133676,,,
93,,1108251654,motorway_junction,,,,,,110.5966158,19.867051,,,
94,,1108251736,,,,,,,110.5941835,19.8703191,,,
95,,1108251868,,,,,,,110.5937119,19.8704424,,,
96,,1108252065,,,,,,,110.5561624,19.9153445,,,
97,,1109633449,,,,,,,110.5992162,19.8726785,,,
98,,2250934756,,,,,,,110.5942473,19.8709574,,,
99,,5742736616,,,,,,,110.6454593,19.8979579,,,
100,,5742750237,,,,,,,110.6500297,19.9009339,,,
101,,5742750244,,,,,,,110.6532418,19.9035282,,,
102,,2255834882,,,,,,,110.655428,19.9085826,,,
103,,1109633999,,,,,,,110.6361012,19.8890274,,,
104,,5742750236,,,,,,,110.6404499,19.8939671,,,
105,,1109633520,,,,,,,110.6426603,19.8961908,,,
106,,1109633395,,,,,,,110.5995996,19.8821999,,,
107,,1109634028,,,,,,,110.6014254,19.8811348,,,
108,,1109633430,,,,,,,110.6005772,19.8799065,,,
109,,1109633612,,,,,,,110.6358906,19.8889507,,,
110,,1109633950,,,,,,,110.5679797,19.8970634,,,
111,,1109644231,,,,,,,110.6538778,19.9116621,,,
112,,1109644484,,,,,,,110.6466289,19.9259782,,,
113,,1109644152,,,,,,,110.6447207,19.9309569,,,
114,,1336673080,,,,,,,110.3284864,20.0250861,,,
115,,6241859791,,,,,,,110.3331955,20.0196497,,,
116,,1108228279,,,,,,,110.3316762,20.0261705,,,
117,,6008834166,,,,,,,110.330756,20.0258959,,,
118,,1336673122,,,,,,,110.3286483,20.0235465,,,
119,,1336673132,,,,,,,110.3289558,20.025095,,,
120,,1336673086,,,,,,,110.3255519,20.02381,,,
121,,1336673174,,,,,,,110.3322513,20.0167634,,,
122,,1336673065,,,,,,,110.3318961,20.0166352,,,
123,,1336673177,,,,,,,110.323987,20.0302361,,,
124,,1336673103,,,,,,,110.3274354,20.0257223,,,
125,,1336673152,,,,,,,110.3280572,20.0246445,,,
126,,1336673170,,,,,,,110.328684,20.0248738,,,
127,,2271373158,,,,,,,110.3446573,20.0349253,,,
128,,1875783191,,,,,,,110.3466209,20.034099,,,
129,,2249482403,,,,,,,110.3466757,20.0340764,,,
130,,2271367022,,,,,,,110.350453,20.0323669,,,
131,,2271385867,,,,,,,110.352186,20.0310511,,,
132,,8018931995,,,,,,,110.3544401,20.0292385,,,
133,,9350673194,,,signal,,,,110.3550341,20.0284767,,,
134,,1877863510,,,,,,,110.3550979,20.0284063,,,
135,,3655735026,,,,,,,110.3593428,20.0220267,,,
136,,1913185053,,,,,,,110.3594739,20.0218204,,,
137,,1877863494,,,,,,,110.3601793,20.0205933,,,
138,,1336673105,,,,,,,110.3317877,20.016963,,,
139,,1336673142,,,,,,,110.3320871,20.0170831,,,
140,,1336673169,,,,,,,110.3280969,20.0249468,,,
141,,2249628708,,,,,,,110.3738017,20.0186419,,,
142,,9351903080,,,,,,,110.369437,20.0186439,,,
143,,2249628710,,,,,,,110.3692847,20.018644,,,
144,,9351903085,,,,,,,110.3656582,20.0186328,,,
145,,1336673110,,,,,,,110.3283208,20.0242934,,,
146,,6008834094,,,,,,,110.3294996,20.0220294,,,
147,,847746659,,,,,,,110.3304299,20.019913,,,
148,,1336673175,,,,,,,110.3314721,20.0183643,,,
149,,3161524124,,,,,,,110.331386,20.0187164,,,
150,,6008753803,,,,,,,110.3319651,20.0192367,,,
151,,1875783183,,,,,,,110.3239963,20.0308249,,,
152,,6008834183,,,,,,,110.3196806,20.0186765,,,
153,,6008834181,,,,,,,110.3251925,20.0235328,,,
154,,6008834167,,,,,,,110.3256044,20.0237356,,,
155,,1875783153,,,,,,,110.3263605,20.0241049,,,
156,,6241987367,,,,,,,110.3342173,20.0116472,,,
157,,3161524078,,,,,,,110.3346138,20.0107091,,,
158,,6241987360,,,,,,,110.3347309,20.0103492,,,
159,,6241987361,,,,,,,110.3347547,20.0102691,,,
160,,3161523957,,,,,,,110.3348816,20.0098028,,,
161,,3161523952,,,,,,,110.3350418,20.0088452,,,
162,,8116461466,,,,,,,110.3357661,20.0023178,,,
163,,3954287375,,,,,,,110.335833,20.0016665,,,
164,,1875783156,,,,,,,110.3262532,20.0243238,,,
165,,1336673069,,,,,,,110.325969,20.0241905,,,
166,,6008834159,,,,,,,110.3251699,20.0236272,,,
167,,6008834174,,,,,,,110.3233726,20.0219454,,,
168,,6008753441,,,,,,,110.3201692,20.019206,,,
169,,5159137789,,,,,,,110.3183947,20.01863,,,
170,,1336690993,,,,,,,110.3211241,20.0399379,,,
171,,1336690956,,,,,,,110.3429036,20.0356396,,,
172,,2257008460,,,,,,,110.3214887,20.0402349,,,
173,,2257008483,,,,,,,110.3217595,20.0406144,,,
174,,2257008499,,,,,,,110.3226141,20.0413235,,,
175,,5632124907,,,,,,,110.3248079,20.042575,,,
176,,2247391501,,,,,,,110.3258336,20.0427078,,,
177,,2256696833,,,,,,,110.3280866,20.0430644,,,
178,,2256696838,,,,,,,110.3282799,20.0430948,,,
179,,2247554354,,,,,,,110.3314748,20.0444814,,,
180,,2247554382,,,,,,,110.3319693,20.0448054,,,
181,,2247554383,,,,,,,110.3320336,20.0448478,,,
182,,1336691056,,,,,,,110.3197088,20.0372453,,,
183,,2246351987,,,,,,,110.3184378,20.0365062,,,
184,,1108193474,,,,,,,110.3418048,20.0353676,,,
185,,1877863528,,,,,,,110.3411185,20.0349696,,,
186,,8018931935,,,,,,,110.3400498,20.0340781,,,
187,,1108228818,,,,,,,110.3380713,20.0324718,,,
188,,1336690856,,,,,,,110.3372924,20.0461923,,,
189,,1336690888,,,,,,,110.337485,20.0460416,,,
190,,1336690902,,,,,,,110.3427182,20.0360143,,,
191,,3215901351,,,,,,,110.3422711,20.0357518,,,
192,,1336690930,,,,,,,110.3421811,20.035699,,,
193,,1336691066,,,,,,,110.3198133,20.0372176,,,
194,,1336690999,,,,,,,110.3432178,20.0358849,,,
195,,1108229121,,,,,,,110.3204818,20.0352787,,,
196,,1336691024,,,,,,,110.3201067,20.0351219,,,
197,,1336690893,,,,,,,110.3183819,20.0363743,,,
198,,1336690921,,,,,,,110.3424501,20.0355403,,,
199,,1411521671,,,,,,,110.2691447,19.9452431,,,
200,,2218445206,,,,,,,110.2257431,19.9492841,,,
201,,1759942581,,,,,,,110.2194135,19.9489333,,,
202,,1411521639,,,,,,,110.2849081,19.9427899,,,
203,,1411521641,,,,,,,110.2833313,19.9431744,,,
204,,1411521637,,,,,,,110.2848424,19.9426315,,,
205,,2218453452,,,,,,,110.293557,19.9404095,,,
206,,2218460920,motorway_junction,,,,,,110.3069065,19.9371611,,,
207,,2218460914,,,,,,,110.3131026,19.9362918,,,
208,,1411521640,,,,,,,110.2832504,19.9430386,,,
209,,1411521664,,,,,,,110.2713074,19.9451194,,,
210,,1411521660,,,,,,,110.269205,19.9450595,,,
211,,1411521654,,,,,,,110.2713575,19.9449382,,,
212,,1411521649,,,,,,,110.2743408,19.9446572,,,
213,,2207076578,,,,,,,110.2744639,19.9448245,,,
214,,2218460916,,,,,,,110.3130942,19.936448,,,
215,,2207076549,,,,,,,110.2927402,19.9408138,,,
216,,1411531466,,,,,,,110.3625419,19.9424372,,,
217,,1411521630,,,,,,,110.3574727,19.942343,,,
218,,1411531470,,,,,,,110.3578907,19.9427384,,,
219,,1411531492,,,,,,,110.3589715,19.9482617,,,
220,,1411531459,,,,,,,110.352939,19.9414459,,,
221,,1411531416,,,,,,,110.3575668,19.9371837,,,
222,,1917499261,,,,,,,110.3594344,19.9505632,,,
223,,2218483865,,,,,,,110.3579072,19.9399699,,,
224,,1917499248,,,,,,,110.3585245,19.9476205,,,
225,,1411533227,,,,,,,110.3539102,19.8473594,,,
226,,1411533231,,,,,,,110.3536449,19.8514208,,,
227,,2259896793,,,,,,,110.35401,19.8545304,,,
228,,2259896842,,,,,,,110.3545198,19.8549391,,,
229,,1411533251,,,,,,,110.3538931,19.8553475,,,
230,,1411533263,,,,,,,110.3530437,19.8584874,,,
231,,1411533249,,,,,,,110.3527527,19.855136,,,
232,,2259896815,,,,,,,110.3521551,19.8547202,,,
233,,1420409168,,,,,,,110.6677141,19.8057871,,,
234,,1420409074,,,,,,,110.6794712,19.7946842,,,
235,,1420409112,,,,,,,110.6756824,19.7985411,,,
236,,1420409122,,,,,,,110.6767281,19.7989735,,,
237,,1420409125,,,,,,,110.6763033,19.7990738,,,
238,,1420409128,,,,,,,110.676749,19.7994599,,,
239,,3242814198,,,,,,,110.6788587,19.8015474,,,
240,,3242814208,,,,,,,110.6809834,19.8036698,,,
241,,1506569755,,,,,,,110.6821673,19.8048524,,,
242,,1506569837,,,,,,,110.6915655,19.816131,,,
243,,2581169635,motorway_junction,,,,,,110.6788775,19.7955302,,,
244,,5139120025,,,,,,,110.3550094,20.067677,,,
245,,2256257607,,,,,,,110.3567323,20.0652529,,,
246,,1465027185,,,,,,,110.3584051,20.0621087,,,
247,,1465027209,,,,,,,110.3603673,20.0625438,,,
248,,1465027070,,,,,,,110.3616814,20.0579537,,,
249,,1465027049,,,,,,,110.3592169,20.0549485,,,
250,,1465027161,,,,,,,110.3573034,20.0617746,,,
251,,1506569734,,,,,,,110.6833263,19.8038164,,,
252,,1597898492,,,,,,,110.6350822,19.8492528,,,
253,,4756968091,,,,,,,110.628557,19.8530628,,,
254,,1235028222,,,,,,,110.6257017,19.8555684,,,
255,,4756968102,,,,,,,110.6096078,19.8601535,,,
256,,1109633645,,,,,,,110.6002065,19.8777262,,,
257,,5030165027,,,,,,,110.5934539,19.8856953,,,
258,,1506570100,,,,,,,110.4561263,19.9416136,,,
259,,1506570087,,,,,,,110.4590394,19.9415322,,,
260,,1235028177,,,,,,,110.4920137,19.9370282,,,
261,,8754230059,,,,,,,110.4952633,19.943287,,,
262,,1506570330,motorway_junction,,,,,,110.4304833,19.9436792,,,
263,,1506570276,,,,,,,110.4360678,19.9434046,,,
264,,1506570280,,,,,,,110.436005,19.9434128,,,
265,,1506570334,,,,,,,110.4363774,19.9437034,,,
266,,2218557441,,,,,,,110.4348873,19.9459984,,,
267,,1506570438,,,,,,,110.4984172,19.9447721,,,
268,,2246935830,,,,,,,110.5549523,19.9147108,,,
269,,2246935796,,,,,,,110.5543378,19.9140386,,,
270,,8754235957,,,,,,,110.5067452,19.9558235,,,
271,,2634029147,,,,,,,110.5135018,19.9640827,,,
272,,2634029148,,,,,,,110.5138805,19.9643391,,,
273,,1877863222,,,,,,,110.5163872,19.9646783,,,
274,,2633924542,,,,,,,110.5255657,19.9575629,,,
275,,4750792692,,,,,,,110.5464434,19.9522106,,,
276,,1877863108,,,,,,,110.5488092,19.9516965,,,
277,,1877863075,,,,,,,110.553853,19.9500191,,,
278,,1506570363,,,,,,,110.4214571,19.9437646,,,
279,,1506570356,,,,,,,110.4102721,19.9437568,,,
280,,2218557414,,,,,,,110.4392017,19.9438387,,,
281,,2259038286,,,,,,,110.4320468,19.9437963,,,
282,,8754235634,,,,,,,110.4239221,19.943775,,,
283,,1506569884,,,,,,,110.5816748,19.8807369,,,
284,,2250942414,,,,,,,110.5901192,19.8729688,,,
285,,1506569870,,,,,,,110.5969557,19.8666682,,,
286,,1506569869,,,,,,,110.597954,19.8657656,,,
287,,1506569886,,,,,,,110.5811108,19.8812403,,,
288,,1540027738,,,,,,,110.3023635,20.0274042,,,
289,,2249907640,,,,,,,110.3009421,20.0302424,,,
290,,1540027708,,,,,,,110.2998309,20.0324937,,,
291,,1108193801,,,,,,,110.3157988,20.0276965,,,
292,,2271253356,,,,,,,110.3156722,20.0318294,,,
293,,1108229316,,,,,,,110.3145489,20.0341864,,,
294,,1875783193,,,,,,,110.3144184,20.0343811,,,
295,,1597898491,,,,,,,110.6358117,19.8490333,,,
296,,1506569838,,,,,,,110.6663467,19.816018,,,
297,,3912612327,,,,,,,110.4046187,19.6644069,,,
298,,4756550303,,,,,,,110.3890694,19.6682805,,,
299,,3912612552,,,,,,,110.3775791,19.6714445,,,
300,,3912611910,,,,,,,110.3736615,19.6746354,,,
301,,3912611930,,,,,,,110.3711825,19.6766369,,,
302,,1597963584,,,,,,,110.3709741,19.6767907,,,
303,,1597969425,,,,,,,110.3594629,19.779117,,,
304,,1597969475,,,,,,,110.3592136,19.7822951,,,
305,,1597969480,,,,,,,110.358831,19.7868217,,,
306,,1597969318,,,,,,,110.3595356,19.7767416,,,
307,,403756046,,,,,,,110.3618735,19.762218,,,
308,,4756682036,motorway_junction,,,,,,110.3592798,19.7801332,,,
309,,1597974575,,,,,,,110.3645573,19.7789686,,,
310,,1597969419,,,,,,,110.3604349,19.7790128,,,
311,,1597969414,,,,,,,110.3597682,19.7789794,,,
312,,1597969401,,,,,,,110.3585096,19.7788819,,,
313,,4756682088,,,,,,,110.3512563,19.7807274,,,
314,,4756771508,,,,,,,110.3260752,19.7798373,,,
315,,4756771625,,,,,,,110.3314783,19.7899651,,,
316,,4756771688,,,,,,,110.3283479,19.7985697,,,
317,,4756771791,,,,,,,110.3129794,19.8052268,,,
318,,4756771802,,,,,,,110.3016572,19.8144298,,,
319,,2260948298,motorway_junction,,,,,,110.359754,19.7756245,,,
320,,1597969360,,,,,,,110.3599556,19.7784051,,,
321,,1597969447,,,,,,,110.3598411,19.7798121,,,
322,,1597969341,,,,,,,110.3588535,19.7782566,,,
323,,1597974588,,,,,,,110.3573803,19.8261572,,,
324,,1597974609,,,,,,,110.3557677,19.828749,,,
325,,1597974589,,,,,,,110.35572,19.8266291,,,
326,,2260023684,,,,,,,110.3553835,19.830185,,,
327,,1597992553,,,,,,,110.3562866,19.9183472,,,
328,,4739596477,,,,,,,110.3564524,19.9191399,,,
329,,1597992563,,,,,,,110.3570418,19.9230006,,,
330,,1597992628,,,,,,,110.3572259,19.9259528,,,
331,,1597992631,,,,,,,110.3571081,19.9259592,,,
332,,1597992597,,,,,,,110.3560245,19.9249336,,,
333,,1597992589,,,,,,,110.3579667,19.9246027,,,
334,,1597992585,,,,,,,110.3590222,19.9245889,,,
335,,1597992639,,,,,,,110.3560022,19.9273947,,,
336,,1598010923,,,,,,,110.3612277,19.7205219,,,
337,,2260950287,,,,,,,110.3628572,19.7307964,,,
338,,1598010919,,,,,,,110.3609639,19.7151289,,,
339,,1672697200,,,,,,,110.5308243,19.9406029,,,
340,,1159659903,,,,,,,110.5262219,19.9443152,,,
341,,1108251903,,,,,,,110.5537906,19.9167676,,,
342,,1759942440,,,,,,,110.158811,19.9398357,,,
343,,1759942491,,,,,,,110.1522297,19.9403734,,,
344,,1759942483,,,,,,,110.152227,19.9401967,,,
345,,1759942411,,,,,,,110.1587756,19.9396614,,,
346,,1759942198,,,,,,,110.1763106,19.9365724,,,
347,,1759942166,,,,,,,110.1764467,19.9363991,,,
348,,1759942150,,,,,,,110.1265502,19.9362796,,,
349,,1759942158,,,,,,,110.1265486,19.9363947,,,
350,,1759942575,,,,,,,110.2182059,19.9487837,,,
351,,1759942568,,,,,,,110.2182322,19.9486103,,,
352,,1759942573,,,,,,,110.2194356,19.9487594,,,
353,,1759942155,,,,,,,110.1772186,19.9363931,,,
354,,1759942191,,,,,,,110.1770634,19.9365664,,,
355,,2218431344,,,,,,,110.2123505,19.9476476,,,
356,,2218432118,,,,,,,110.2124135,19.9474821,,,
357,,8124616050,,,,,,,110.4238061,20.0113119,,,
358,,8124616051,,,,,,,110.4237035,20.0112721,,,
359,,9351946620,,,,,,,110.4133203,20.0044836,,,
360,,9351946629,,,,,,,110.4131096,20.0043473,,,
361,,8124616059,,,,,,,110.4022419,19.9972719,,,
362,,1767547923,,,,,,,110.4020712,19.9971607,,,
363,,1767547884,,,,,,,110.3954915,19.9927575,,,
364,,1767547844,,,,,,,110.4133784,19.9919867,,,
365,,1767547845,,,,,,,110.4138019,19.9919967,,,
366,,1767547888,,,,,,,110.4137495,19.9924564,,,
367,,1767547889,,,,,,,110.4135611,19.9924982,,,
368,,1767547871,,,,,,,110.4133573,19.9924093,,,
369,,1767547805,,,,,,,110.3829625,19.9845508,,,
370,,9351946628,,,,,,,110.4132001,20.0042315,,,
371,,1767547920,,,,,,,110.4021606,19.997036,,,
372,,1767547922,,,,,,,110.4023284,19.9971523,,,
373,,9351946619,,,,,,,110.4134054,20.0043673,,,
374,,8124616048,,,,,,,110.4237476,20.0111835,,,
375,,8124616049,,,,,,,110.423845,20.011234,,,
376,,2219114267,,,,,,,110.3824824,19.9843319,,,
377,,3161174520,,,,,,,110.3807498,19.9832283,,,
378,,2219171925,,,,,,,110.3767249,19.9811048,,,
379,,1767547779,,,,,,,110.3765969,19.9810403,,,
380,,3215950983,,,,,,,110.3729789,19.9804069,,,
381,,5250513632,,,,,,,110.3621676,19.9803833,,,
382,,3161165330,,,,,,,110.3612091,19.980391,,,
383,,1877863310,,,,,,,110.3575136,19.9803865,,,
384,,2242366761,,,,,,,110.3461265,19.9804231,,,
385,,3954149866,,,,,,,110.3907626,20.0722598,,,
386,,3954149823,,,,,,,110.3969463,20.0679141,,,
387,,5742379264,,,,,,,110.4012776,20.065496,,,
388,,1767559387,,,,,,,110.4048917,20.0634681,,,
389,,1767559384,,,,,,,110.408102,20.0616734,,,
390,,2259683284,,,,,,,110.408302,20.0598116,,,
391,,8127738058,,,,,,,110.4100487,20.0577579,,,
392,,8127738054,,,,,,,110.4101594,20.0576856,,,
393,,1767559367,,,,,,,110.414177,20.0576594,,,
394,,1767559380,,,,,,,110.4164729,20.060289,,,
395,,1767559389,,,,,,,110.4096156,20.0646116,,,
396,,2251306042,,,,,,,110.2871351,20.0349144,,,
397,,2250274183,,,,,,,110.2887061,20.0286267,,,
398,,2258976854,,,,,,,110.2893074,20.0262024,,,
399,,1813827203,,,,,,,110.2900056,20.0232578,,,
400,,2247497753,,,,,,,110.3493463,20.0483785,,,
401,,8727287537,,,,,,,110.3497837,20.048734,,,
402,,4741540730,,,,,,,110.2370887,19.9636186,,,
403,,8121277350,,,,,,,110.2278007,19.9493307,,,
404,,2218420989,,,,,,,110.216004,19.9940453,,,
405,,1875783099,,,,,,,110.2160003,19.9938293,,,
406,,2273292132,,,,,,,110.2160022,19.9930937,,,
407,,3945137882,,,,,,,110.2160241,19.9800371,,,
408,,4051576992,,,,,,,110.216025,19.9793575,,,
409,,4051576990,,,,,,,110.2160344,19.9791991,,,
410,,1875783098,,,,,,,110.2162013,19.9784699,,,
411,,1336690855,,,,,,,110.3412394,20.0469946,,,
412,,1875783271,,,,,,,110.341176,20.0472457,,,
413,,8727287544,,,,,,,110.3481104,20.0484432,,,
414,,1875783337,,,,,,,110.3484193,20.0482536,,,
415,,1875783285,,,,,,,110.349296,20.0474573,,,
416,,1875783239,,,,,,,110.3494022,20.0465835,,,
417,,3167527929,,,,,,,110.3475902,20.0657302,,,
418,,2252817698,,,,,,,110.3470788,20.0656904,,,
419,,2247497913_2247497915,traffic_signals,,1,,,,110.3427368,20.0654309,5.0,,
420,,1875783502,,,,,,,110.3388774,20.0652455,,,
421,,2247497890,,,,,,,110.3347186,20.0642655,,,
422,,9350717444_9350717445,,,1,,,,110.3341301,20.064196,4.0,,
423,,5159137788,,,,,,,110.3180856,20.019546,,,
424,,6008753449,,,,,,,110.3182843,20.018609,,,
425,,6008834189,,,,,,,110.3183158,20.0182827,,,
426,,1108228672,,,,,,,110.318761,20.0152201,,,
427,,1875783243,,,,,,,110.3395321,20.0467738,,,
428,,1336690908,,,,,,,110.3385183,20.0465148,,,
429,,1875783388,,,,,,,110.3305538,20.0495004,,,
430,,2256608081,,,,,,,110.3343351,20.0504195,,,
431,,2253432704,,,,,,,110.3360778,20.0508546,,,
432,,2246194792_2247497780,traffic_signals,,1,,,,110.3377134,20.0512362,6.0,,
433,,2247497958,traffic_signals,,signal,,,,110.332392,20.0702378,,,
434,,2243764494,,,,,,,110.3328513,20.068576,,,
435,,2243704926,,,,,,,110.3336906,20.0655665,,,
436,,2244112322,,,,,,,110.3339849,20.0645105,,,
437,,2246382757,,,,,,,110.3154107,20.0612907,,,
438,,1877863457,,,,,,,110.3646407,20.0186368,,,
439,,1877863455,,,,,,,110.3611538,20.0186325,,,
440,,1877863454,,,,,,,110.3604283,20.0186618,,,
441,,1877863459,,,,,,,110.3577703,20.0188109,,,
442,,3167551291,,,,,,,110.3573213,20.0188279,,,
443,,3167551293,,,,,,,110.3568281,20.0188466,,,
444,,3167551294,,,,,,,110.3562302,20.0188692,,,
445,,3161931897,,,,,,,110.3556236,20.0188922,,,
446,,3161931901,,,,,,,110.3527283,20.0189805,,,
447,,3161545451,,,,,,,110.3517573,20.0190215,,,
448,,3161931908,,,,,,,110.3516669,20.0190248,,,
449,,3161931911,,,,,,,110.3505775,20.0190541,,,
450,,3161931913,,,,,,,110.3482537,20.0191141,,,
451,,1877863470,,,,,,,110.3472297,20.0191406,,,
452,,3161931919,,,,,,,110.3466047,20.0191899,,,
453,,6241859800,,,,,,,110.3417886,20.0193177,,,
454,,6241859801,,,,,,,110.3414702,20.0193262,,,
455,,6241859802,,,,,,,110.3413906,20.0193283,,,
456,,3161526439,,,,,,,110.338791,20.0193973,,,
457,,6241859794,,,,,,,110.3386746,20.0194004,,,
458,,1336673159,,,,,,,110.3361191,20.0017937,,,
459,,8116461467,,,,,,,110.3360375,20.0025444,,,
460,,9684553539,,,,,,,110.3359958,20.0029281,,,
461,,3161523948,,,,,,,110.3354183,20.0084362,,,
462,,6008753606,,,,,,,110.3350701,20.0103134,,,
463,,6008753614,,,,,,,110.3350389,20.0103961,,,
464,,6241987365,,,,,,,110.3344051,20.011882,,,
465,,6008753808,,,,,,,110.3317126,20.0178995,,,
466,,1108192993,,,,,,,110.3674513,19.9809043,,,
467,,3215901345,,,,,,,110.3656561,20.0184644,,,
468,,3215901330,,,,,,,110.3692855,20.0184496,,,
469,,2249628702,,,,,,,110.3738016,20.0184417,,,
470,,2223223297,motorway_junction,,,,,,110.3672802,19.9885615,,,
471,,2223122902,,,,,,,110.3672254,19.9910114,,,
472,,2249482362,,,,,,,110.3604872,20.0203572,,,
473,,1877863446,,,,,,,110.3577892,20.0185742,,,
474,,847746385,,,,,,,110.3601852,20.0163683,,,
475,,1877863444,,,,,,,110.3604107,20.018533,,,
476,,1877863501,,,,,,,110.346802,20.0243798,,,
477,,8121255371,,,,,,,110.3452632,20.0307648,,,
