OD_id,origin_id,destination_id,lambda
161,10.0,3432.0,0.0007936507936507937
162,11.0,53.0,0.0007936507936507937
163,11.0,131.0,0.0007936507936507937
164,11.0,185.0,0.0007936507936507937
165,11.0,291.0,0.003968253968253968
166,11.0,411.0,0.0007936507936507937
167,11.0,469.0,0.003968253968253968
168,11.0,532.0,0.0007936507936507937
169,11.0,823.0,0.0007936507936507937
170,11.0,841.0,0.0007936507936507937
171,11.0,1048.0,0.0015873015873015873
172,11.0,1072.0,0.0007936507936507937
173,11.0,1076.0,0.0007936507936507937
174,11.0,1084.0,0.0007936507936507937
175,11.0,1085.0,0.0015873015873015873
176,11.0,1101.0,0.0007936507936507937
177,11.0,1127.0,0.0007936507936507937
178,11.0,1329.0,0.0007936507936507937
179,11.0,1362.0,0.0007936507936507937
180,11.0,1374.0,0.0007936507936507937
181,11.0,1555.0,0.0015873015873015873
182,11.0,1738.0,0.0007936507936507937
183,11.0,1744.0,0.0031746031746031746
184,11.0,1773.0,0.0007936507936507937
185,11.0,1816.0,0.0007936507936507937
186,11.0,1820.0,0.0007936507936507937
187,11.0,2062.0,0.0007936507936507937
188,11.0,2111.0,0.0007936507936507937
189,11.0,2233.0,0.0007936507936507937
190,11.0,2388.0,0.0031746031746031746
191,11.0,2404.0,0.0007936507936507937
192,11.0,2665.0,0.002380952380952381
193,11.0,2681.0,0.0007936507936507937
194,11.0,2784.0,0.0007936507936507937
195,11.0,3279.0,0.0007936507936507937
196,11.0,3283.0,0.0007936507936507937
197,11.0,3291.0,0.0007936507936507937
198,11.0,3300.0,0.0007936507936507937
199,11.0,3401.0,0.0007936507936507937
200,11.0,3411.0,0.0007936507936507937
201,11.0,3617.0,0.0007936507936507937
202,11.0,3621.0,0.0007936507936507937
203,11.0,3664.0,0.002380952380952381
204,11.0,3694.0,0.0007936507936507937
205,16.0,633.0,0.0015873015873015873
206,17.0,79.0,0.0015873015873015873
207,17.0,250.0,0.0007936507936507937
208,17.0,364.0,0.0007936507936507937
209,17.0,470.0,0.0007936507936507937
210,17.0,480.0,0.0007936507936507937
211,17.0,495.0,0.0007936507936507937
212,17.0,529.0,0.0007936507936507937
213,17.0,546.0,0.0007936507936507937
214,17.0,549.0,0.0007936507936507937
215,17.0,763.0,0.0007936507936507937
216,17.0,780.0,0.0007936507936507937
217,17.0,794.0,0.0007936507936507937
218,17.0,810.0,0.0007936507936507937
219,17.0,824.0,0.0007936507936507937
220,17.0,866.0,0.0015873015873015873
221,17.0,1048.0,0.0007936507936507937
222,17.0,1060.0,0.0015873015873015873
223,17.0,1063.0,0.0007936507936507937
224,17.0,1085.0,0.0015873015873015873
225,17.0,1157.0,0.0007936507936507937
226,17.0,1179.0,0.0007936507936507937
227,17.0,1233.0,0.0007936507936507937
228,17.0,1286.0,0.0007936507936507937
229,17.0,1304.0,0.0007936507936507937
230,17.0,1329.0,0.0007936507936507937
231,17.0,1332.0,0.0015873015873015873
232,17.0,1351.0,0.0007936507936507937
233,17.0,1368.0,0.0007936507936507937
234,17.0,1374.0,0.0007936507936507937
235,17.0,1377.0,0.0007936507936507937
236,17.0,1381.0,0.0007936507936507937
237,17.0,1456.0,0.0007936507936507937
238,17.0,1473.0,0.0007936507936507937
239,17.0,1587.0,0.0007936507936507937
240,17.0,1603.0,0.0007936507936507937
241,17.0,1744.0,0.0007936507936507937
242,17.0,1763.0,0.0007936507936507937
243,17.0,1785.0,0.0015873015873015873
244,17.0,2111.0,0.0007936507936507937
245,17.0,2156.0,0.011904761904761904
246,17.0,2159.0,0.0015873015873015873
247,17.0,2214.0,0.0007936507936507937
248,17.0,2223.0,0.0007936507936507937
249,17.0,2326.0,0.0007936507936507937
250,17.0,2388.0,0.0015873015873015873
251,17.0,2393.0,0.0007936507936507937
252,17.0,2635.0,0.0007936507936507937
253,17.0,2665.0,0.0007936507936507937
254,17.0,3269.0,0.0007936507936507937
255,17.0,3282.0,0.0007936507936507937
256,17.0,3300.0,0.0015873015873015873
257,17.0,3306.0,0.0007936507936507937
258,17.0,3308.0,0.0007936507936507937
259,17.0,3316.0,0.0007936507936507937
260,17.0,3694.0,0.0007936507936507937
261,18.0,130.0,0.0007936507936507937
262,18.0,803.0,0.0007936507936507937
263,18.0,854.0,0.0007936507936507937
264,18.0,877.0,0.0007936507936507937
265,18.0,1050.0,0.0007936507936507937
266,18.0,1085.0,0.0007936507936507937
267,18.0,1363.0,0.0007936507936507937
268,18.0,1370.0,0.0007936507936507937
269,18.0,1555.0,0.0007936507936507937
270,18.0,2148.0,0.0015873015873015873
271,18.0,2196.0,0.0007936507936507937
272,18.0,2363.0,0.0015873015873015873
273,19.0,33.0,0.0007936507936507937
274,19.0,58.0,0.0007936507936507937
275,19.0,77.0,0.0007936507936507937
276,19.0,78.0,0.0007936507936507937
277,19.0,123.0,0.0007936507936507937
278,19.0,185.0,0.0007936507936507937
279,19.0,291.0,0.002380952380952381
280,19.0,449.0,0.0007936507936507937
281,19.0,469.0,0.005555555555555556
282,19.0,474.0,0.002380952380952381
283,19.0,476.0,0.0007936507936507937
284,19.0,479.0,0.0007936507936507937
285,19.0,535.0,0.0015873015873015873
286,19.0,545.0,0.0007936507936507937
287,19.0,607.0,0.0007936507936507937
288,19.0,630.0,0.007142857142857143
289,19.0,877.0,0.002380952380952381
290,19.0,884.0,0.007936507936507936
291,19.0,983.0,0.0007936507936507937
292,19.0,1022.0,0.0007936507936507937
293,19.0,1026.0,0.0007936507936507937
294,19.0,1077.0,0.0007936507936507937
295,19.0,1080.0,0.0007936507936507937
296,19.0,1085.0,0.0015873015873015873
297,19.0,1179.0,0.0007936507936507937
298,19.0,1274.0,0.0015873015873015873
299,19.0,1280.0,0.0015873015873015873
300,19.0,1342.0,0.0007936507936507937
301,19.0,1343.0,0.0015873015873015873
302,19.0,1555.0,0.0007936507936507937
303,19.0,1574.0,0.0007936507936507937
304,19.0,1580.0,0.0007936507936507937
305,19.0,1753.0,0.0007936507936507937
306,19.0,1761.0,0.0015873015873015873
307,19.0,1785.0,0.0007936507936507937
308,19.0,2116.0,0.0007936507936507937
309,19.0,2146.0,0.0007936507936507937
310,19.0,2148.0,0.012698412698412698
311,19.0,2158.0,0.003968253968253968
312,19.0,2159.0,0.004761904761904762
313,19.0,2186.0,0.0007936507936507937
314,19.0,2218.0,0.0031746031746031746
315,19.0,2223.0,0.0007936507936507937
316,19.0,2226.0,0.0007936507936507937
317,19.0,2331.0,0.0007936507936507937
318,19.0,2363.0,0.002380952380952381
319,19.0,2388.0,0.0007936507936507937
320,19.0,2648.0,0.0007936507936507937
321,19.0,2649.0,0.002380952380952381
322,19.0,2665.0,0.004761904761904762
323,19.0,2693.0,0.0015873015873015873
324,19.0,3034.0,0.0015873015873015873
325,19.0,3282.0,0.0007936507936507937
326,19.0,3384.0,0.0015873015873015873
327,19.0,3411.0,0.0007936507936507937
328,19.0,3628.0,0.0007936507936507937
329,19.0,3663.0,0.0007936507936507937
330,19.0,3694.0,0.0015873015873015873
331,23.0,541.0,0.0007936507936507937
332,23.0,3694.0,0.0015873015873015873
333,24.0,3509.0,0.0007936507936507937
334,24.0,3694.0,0.0007936507936507937
335,26.0,1348.0,0.0007936507936507937
336,32.0,811.0,0.0007936507936507937
337,32.0,1352.0,0.0007936507936507937
338,33.0,40.0,0.0007936507936507937
339,33.0,477.0,0.003968253968253968
340,33.0,1052.0,0.0007936507936507937
341,33.0,2148.0,0.003968253968253968
342,33.0,2159.0,0.0007936507936507937
343,33.0,2190.0,0.0031746031746031746
344,33.0,2400.0,0.0007936507936507937
345,33.0,3404.0,0.0007936507936507937
346,33.0,3694.0,0.0007936507936507937
347,35.0,130.0,0.0007936507936507937
348,35.0,186.0,0.0007936507936507937
349,35.0,489.0,0.0031746031746031746
350,35.0,762.0,0.0007936507936507937
351,35.0,860.0,0.0007936507936507937
352,35.0,877.0,0.0007936507936507937
353,35.0,893.0,0.0007936507936507937
354,35.0,1058.0,0.0007936507936507937
355,35.0,1077.0,0.0007936507936507937
356,35.0,1085.0,0.0007936507936507937
357,35.0,1313.0,0.0007936507936507937
358,35.0,1326.0,0.0007936507936507937
359,35.0,1343.0,0.0007936507936507937
360,35.0,1744.0,0.0007936507936507937
361,35.0,1769.0,0.0007936507936507937
362,35.0,2233.0,0.0007936507936507937
363,35.0,2573.0,0.0007936507936507937
364,35.0,2666.0,0.0007936507936507937
365,35.0,2693.0,0.0007936507936507937
366,35.0,3283.0,0.0007936507936507937
367,36.0,1332.0,0.0007936507936507937
368,37.0,58.0,0.0007936507936507937
369,37.0,79.0,0.002380952380952381
370,37.0,82.0,0.0007936507936507937
371,37.0,128.0,0.0015873015873015873
372,37.0,130.0,0.0007936507936507937
373,37.0,131.0,0.0007936507936507937
374,37.0,152.0,0.0007936507936507937
375,37.0,178.0,0.0007936507936507937
376,37.0,185.0,0.0007936507936507937
377,37.0,292.0,0.0007936507936507937
378,37.0,426.0,0.0007936507936507937
379,37.0,428.0,0.0007936507936507937
380,37.0,485.0,0.0007936507936507937
381,37.0,487.0,0.0007936507936507937
382,37.0,500.0,0.0007936507936507937
383,37.0,812.0,0.003968253968253968
384,37.0,824.0,0.0007936507936507937
385,37.0,883.0,0.0007936507936507937
386,37.0,1052.0,0.0007936507936507937
387,37.0,1057.0,0.0015873015873015873
388,37.0,1066.0,0.0007936507936507937
389,37.0,1068.0,0.0007936507936507937
390,37.0,1078.0,0.0007936507936507937
391,37.0,1085.0,0.002380952380952381
392,37.0,1173.0,0.0007936507936507937
393,37.0,1179.0,0.0007936507936507937
394,37.0,1185.0,0.0007936507936507937
395,37.0,1280.0,0.0007936507936507937
396,37.0,1304.0,0.0007936507936507937
397,37.0,1327.0,0.0007936507936507937
398,37.0,1332.0,0.0007936507936507937
399,37.0,1336.0,0.0007936507936507937
400,37.0,1342.0,0.0007936507936507937
401,37.0,1351.0,0.0007936507936507937
402,37.0,1370.0,0.0007936507936507937
403,37.0,1374.0,0.0015873015873015873
404,37.0,1388.0,0.0007936507936507937
405,37.0,1390.0,0.0007936507936507937
406,37.0,1549.0,0.0007936507936507937
407,37.0,1557.0,0.0015873015873015873
408,37.0,1737.0,0.0007936507936507937
409,37.0,1738.0,0.0015873015873015873
410,37.0,1744.0,0.0015873015873015873
411,37.0,1746.0,0.0007936507936507937
412,37.0,1779.0,0.0007936507936507937
413,37.0,2047.0,0.0007936507936507937
414,37.0,2096.0,0.0007936507936507937
415,37.0,2148.0,0.0007936507936507937
416,37.0,2222.0,0.0031746031746031746
417,37.0,2232.0,0.0007936507936507937
418,37.0,2241.0,0.0007936507936507937
419,37.0,2243.0,0.0007936507936507937
420,37.0,2369.0,0.0007936507936507937
421,37.0,2388.0,0.0015873015873015873
422,37.0,2390.0,0.0007936507936507937
423,37.0,2400.0,0.0015873015873015873
424,37.0,2404.0,0.0007936507936507937
425,37.0,2665.0,0.0007936507936507937
426,37.0,2691.0,0.0007936507936507937
427,37.0,3216.0,0.0007936507936507937
428,37.0,3269.0,0.0007936507936507937
429,37.0,3270.0,0.0007936507936507937
430,37.0,3286.0,0.0007936507936507937
431,37.0,3295.0,0.0007936507936507937
432,37.0,3360.0,0.0007936507936507937
433,37.0,3384.0,0.0007936507936507937
434,37.0,3404.0,0.0007936507936507937
435,37.0,3411.0,0.0007936507936507937
436,37.0,3624.0,0.0007936507936507937
437,37.0,3664.0,0.0007936507936507937
438,37.0,3694.0,0.0031746031746031746
439,38.0,60.0,0.0007936507936507937
440,38.0,79.0,0.002380952380952381
441,38.0,82.0,0.0007936507936507937
442,38.0,130.0,0.0007936507936507937
443,38.0,131.0,0.0015873015873015873
444,38.0,141.0,0.0007936507936507937
445,38.0,152.0,0.0007936507936507937
446,38.0,288.0,0.002380952380952381
447,38.0,379.0,0.0007936507936507937
448,38.0,396.0,0.0007936507936507937
449,38.0,420.0,0.0007936507936507937
450,38.0,438.0,0.0007936507936507937
451,38.0,447.0,0.0015873015873015873
452,38.0,448.0,0.0007936507936507937
453,38.0,450.0,0.0015873015873015873
454,38.0,461.0,0.0007936507936507937
455,38.0,464.0,0.0007936507936507937
456,38.0,479.0,0.0007936507936507937
457,38.0,488.0,0.0007936507936507937
458,38.0,606.0,0.0007936507936507937
459,38.0,610.0,0.0007936507936507937
460,38.0,673.0,0.0007936507936507937
461,38.0,678.0,0.0007936507936507937
462,38.0,770.0,0.0007936507936507937
463,38.0,811.0,0.0007936507936507937
464,38.0,823.0,0.0007936507936507937
465,38.0,836.0,0.0007936507936507937
466,38.0,868.0,0.0007936507936507937
467,38.0,1023.0,0.0007936507936507937
468,38.0,1050.0,0.0007936507936507937
469,38.0,1085.0,0.007936507936507936
470,38.0,1173.0,0.0007936507936507937
471,38.0,1174.0,0.0007936507936507937
472,38.0,1178.0,0.0015873015873015873
473,38.0,1179.0,0.0015873015873015873
474,38.0,1180.0,0.0015873015873015873
475,38.0,1186.0,0.0007936507936507937
476,38.0,1280.0,0.0015873015873015873
477,38.0,1313.0,0.0007936507936507937
478,38.0,1329.0,0.012698412698412698
479,38.0,1348.0,0.0007936507936507937
480,38.0,1355.0,0.0007936507936507937
481,38.0,1388.0,0.002380952380952381
482,38.0,1391.0,0.0007936507936507937
483,38.0,1394.0,0.0007936507936507937
484,38.0,1519.0,0.002380952380952381
485,38.0,1555.0,0.002380952380952381
486,38.0,1567.0,0.004761904761904762
487,38.0,1569.0,0.0007936507936507937
488,38.0,1570.0,0.0007936507936507937
489,38.0,1580.0,0.0007936507936507937
490,38.0,1728.0,0.0007936507936507937
491,38.0,1738.0,0.0007936507936507937
492,38.0,1744.0,0.0015873015873015873
493,38.0,1747.0,0.0015873015873015873
494,38.0,1781.0,0.0007936507936507937
495,38.0,1782.0,0.0007936507936507937
496,38.0,2096.0,0.0007936507936507937
497,38.0,2148.0,0.0015873015873015873
498,38.0,2154.0,0.0007936507936507937
499,38.0,2190.0,0.0007936507936507937
500,38.0,2194.0,0.0007936507936507937
501,38.0,2204.0,0.0007936507936507937
502,38.0,2219.0,0.0007936507936507937
503,38.0,2232.0,0.0007936507936507937
504,38.0,2256.0,0.0015873015873015873
505,38.0,2388.0,0.0007936507936507937
506,38.0,2399.0,0.0007936507936507937
507,38.0,2658.0,0.0015873015873015873
508,38.0,2665.0,0.0007936507936507937
509,38.0,2671.0,0.0007936507936507937
510,38.0,2803.0,0.0007936507936507937
511,38.0,3204.0,0.0007936507936507937
512,38.0,3277.0,0.0015873015873015873
513,38.0,3278.0,0.0015873015873015873
514,38.0,3280.0,0.0007936507936507937
515,38.0,3285.0,0.0007936507936507937
516,38.0,3307.0,0.0007936507936507937
517,38.0,3360.0,0.0015873015873015873
518,38.0,3384.0,0.0015873015873015873
519,38.0,3404.0,0.0007936507936507937
520,38.0,3492.0,0.0007936507936507937
521,38.0,3694.0,0.0015873015873015873
522,39.0,64.0,0.0007936507936507937
523,39.0,117.0,0.0007936507936507937
524,39.0,177.0,0.0007936507936507937
525,39.0,182.0,0.0007936507936507937
526,39.0,195.0,0.0007936507936507937
527,39.0,476.0,0.002380952380952381
528,39.0,477.0,0.0007936507936507937
529,39.0,487.0,0.0015873015873015873
530,39.0,503.0,0.0007936507936507937
531,39.0,762.0,0.0015873015873015873
532,39.0,777.0,0.0007936507936507937
533,39.0,803.0,0.0015873015873015873
534,39.0,812.0,0.0007936507936507937
535,39.0,822.0,0.0007936507936507937
536,39.0,877.0,0.0015873015873015873
537,39.0,878.0,0.0007936507936507937
538,39.0,1035.0,0.0007936507936507937
539,39.0,1057.0,0.0015873015873015873
540,39.0,1085.0,0.0015873015873015873
541,39.0,1093.0,0.0007936507936507937
542,39.0,1174.0,0.0007936507936507937
543,39.0,1179.0,0.0007936507936507937
544,39.0,1184.0,0.0007936507936507937
545,39.0,1269.0,0.0007936507936507937
546,39.0,1472.0,0.0007936507936507937
547,39.0,1496.0,0.0007936507936507937
548,39.0,1516.0,0.0007936507936507937
549,39.0,1533.0,0.0015873015873015873
550,39.0,1555.0,0.0007936507936507937
551,39.0,1743.0,0.0007936507936507937
552,39.0,1788.0,0.003968253968253968
553,39.0,2111.0,0.0007936507936507937
554,39.0,2148.0,0.0007936507936507937
555,39.0,2158.0,0.0031746031746031746
556,39.0,2204.0,0.0007936507936507937
557,39.0,2206.0,0.0007936507936507937
558,39.0,2221.0,0.0007936507936507937
559,39.0,2229.0,0.0007936507936507937
560,39.0,2232.0,0.0007936507936507937
561,39.0,2249.0,0.0007936507936507937
562,39.0,2400.0,0.0007936507936507937
563,39.0,2401.0,0.0007936507936507937
564,39.0,2650.0,0.0007936507936507937
565,39.0,2692.0,0.0007936507936507937
566,39.0,2876.0,0.0007936507936507937
567,39.0,3212.0,0.0007936507936507937
568,39.0,3360.0,0.003968253968253968
569,39.0,3369.0,0.0015873015873015873
570,39.0,3404.0,0.0007936507936507937
571,39.0,3440.0,0.0007936507936507937
572,39.0,3446.0,0.0007936507936507937
573,39.0,3664.0,0.0007936507936507937
574,39.0,3694.0,0.0015873015873015873
575,39.0,3860.0,0.0015873015873015873
576,40.0,53.0,0.0007936507936507937
577,40.0,81.0,0.0007936507936507937
578,40.0,151.0,0.0007936507936507937
579,40.0,152.0,0.0015873015873015873
580,40.0,161.0,0.0007936507936507937
581,40.0,174.0,0.0007936507936507937
582,40.0,195.0,0.0007936507936507937
583,40.0,248.0,0.0007936507936507937
584,40.0,420.0,0.0007936507936507937
585,40.0,461.0,0.0007936507936507937
586,40.0,462.0,0.0007936507936507937
587,40.0,477.0,0.0015873015873015873
588,40.0,487.0,0.0015873015873015873
589,40.0,488.0,0.0007936507936507937
590,40.0,495.0,0.0007936507936507937
591,40.0,532.0,0.0007936507936507937
592,40.0,629.0,0.0007936507936507937
593,40.0,630.0,0.0007936507936507937
594,40.0,719.0,0.0007936507936507937
595,40.0,803.0,0.0007936507936507937
596,40.0,812.0,0.0007936507936507937
597,40.0,823.0,0.0015873015873015873
598,40.0,837.0,0.0007936507936507937
599,40.0,1051.0,0.0007936507936507937
600,40.0,1057.0,0.0007936507936507937
601,40.0,1085.0,0.007142857142857143
602,40.0,1158.0,0.0007936507936507937
603,40.0,1179.0,0.0007936507936507937
604,40.0,1186.0,0.0007936507936507937
605,40.0,1222.0,0.0007936507936507937
606,40.0,1236.0,0.0007936507936507937
607,40.0,1277.0,0.0015873015873015873
608,40.0,1280.0,0.002380952380952381
609,40.0,1304.0,0.003968253968253968
610,40.0,1331.0,0.002380952380952381
611,40.0,1341.0,0.0007936507936507937
612,40.0,1376.0,0.0007936507936507937
613,40.0,1388.0,0.0015873015873015873
614,40.0,1489.0,0.0007936507936507937
615,40.0,1556.0,0.0007936507936507937
616,40.0,1558.0,0.003968253968253968
617,40.0,1740.0,0.0007936507936507937
618,40.0,1754.0,0.004761904761904762
619,40.0,1773.0,0.0007936507936507937
620,40.0,1782.0,0.0007936507936507937
621,40.0,1788.0,0.0007936507936507937
622,40.0,1823.0,0.002380952380952381
623,40.0,1989.0,0.0007936507936507937
624,40.0,2081.0,0.0007936507936507937
625,40.0,2111.0,0.0015873015873015873
626,40.0,2143.0,0.0007936507936507937
627,40.0,2148.0,0.0015873015873015873
628,40.0,2158.0,0.0007936507936507937
629,40.0,2190.0,0.0007936507936507937
630,40.0,2197.0,0.0007936507936507937
631,40.0,2209.0,0.0007936507936507937
632,40.0,2218.0,0.0007936507936507937
633,40.0,2219.0,0.0007936507936507937
634,40.0,2243.0,0.0007936507936507937
635,40.0,2358.0,0.0015873015873015873
636,40.0,2390.0,0.002380952380952381
637,40.0,2400.0,0.0007936507936507937
638,40.0,2655.0,0.0007936507936507937
639,40.0,2665.0,0.0007936507936507937
640,40.0,3269.0,0.0007936507936507937
641,40.0,3277.0,0.0007936507936507937
642,40.0,3297.0,0.0007936507936507937
643,40.0,3306.0,0.0007936507936507937
644,40.0,3360.0,0.0015873015873015873
645,40.0,3381.0,0.0007936507936507937
646,40.0,3411.0,0.002380952380952381
647,40.0,3446.0,0.0007936507936507937
648,40.0,3580.0,0.0007936507936507937
649,40.0,3621.0,0.0007936507936507937
650,40.0,3623.0,0.0007936507936507937
651,40.0,3694.0,0.004761904761904762
652,41.0,40.0,0.0007936507936507937
653,41.0,493.0,0.0007936507936507937
654,41.0,678.0,0.0007936507936507937
655,41.0,803.0,0.0015873015873015873
656,41.0,1217.0,0.0007936507936507937
657,41.0,1280.0,0.0007936507936507937
658,41.0,1327.0,0.0007936507936507937
659,41.0,1374.0,0.0007936507936507937
660,41.0,1562.0,0.0007936507936507937
661,41.0,1738.0,0.002380952380952381
662,41.0,1782.0,0.0007936507936507937
663,41.0,3664.0,0.0007936507936507937
664,42.0,291.0,0.0007936507936507937
665,42.0,1085.0,0.0015873015873015873
666,42.0,1355.0,0.0007936507936507937
667,42.0,1744.0,0.0007936507936507937
668,42.0,2111.0,0.0007936507936507937
669,42.0,2125.0,0.0007936507936507937
670,42.0,2142.0,0.0015873015873015873
671,42.0,2143.0,0.0007936507936507937
672,42.0,2390.0,0.0007936507936507937
673,42.0,3221.0,0.0007936507936507937
674,42.0,3369.0,0.0007936507936507937
